panel	sample	policy	profile	unique	split	split_source	has_exact	time_log	wall_clock	max_rss_kb	exit_status	status	command	elapsed_s
hmp_airskin_gtdb_source_abundance	11	zero	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample11.accession-current-or-ani93-xny650-br20.tsv	/tmp/cami2_hmp_unseen_transfer_20260626/run/minco_sample11_unique_zip_unfiltered.tsv	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_split_exact_unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample11.accession-current-or-ani93-xny650-br20.tsv.time.log	0:15.62	3265120	0	ran	/usr/bin/time -v -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample11.accession-current-or-ani93-xny650-br20.tsv.time.log python3 -B scripts/minco_profile_calibrated.py --unique-table /tmp/cami2_hmp_unseen_transfer_20260626/run/minco_sample11_unique_zip_unfiltered.tsv --split-table /tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_split_exact_unfiltered.tsv --taxmap /tmp/cami2_marine_samples3_5_20260625/run/gtdb232_refseqvirus_species_taxmap.tsv --candidate-surface-taxmap /tmp/cami2_toymouse_current_default_20260626/gtdb_r232_species.taxmap.tsv --model-cache /tmp/minco_model_cache_bench_20260627/minco_profile_rf_hgb.train12.unfiltered.joblib --scope bacteria --train-pool train12 --strategy universal-auto-exact --candidate-rescue-switch emitted-ani90-xny100-br01-af70 --candidate-surface-switch accession-current-or-ani93-xny650-br20 --candidate-abundance-policy zero -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample11.accession-current-or-ani93-xny650-br20.tsv	15.627
hmp_airskin_gtdb_source_abundance	11	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample11.accession-current-or-ani93-xny650-br20.tsv	/tmp/cami2_hmp_unseen_transfer_20260626/run/minco_sample11_unique_zip_unfiltered.tsv	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_split_exact_unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample11.accession-current-or-ani93-xny650-br20.tsv.time.log	0:15.51	3266212	0	ran	/usr/bin/time -v -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample11.accession-current-or-ani93-xny650-br20.tsv.time.log python3 -B scripts/minco_profile_calibrated.py --unique-table /tmp/cami2_hmp_unseen_transfer_20260626/run/minco_sample11_unique_zip_unfiltered.tsv --split-table /tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_split_exact_unfiltered.tsv --taxmap /tmp/cami2_marine_samples3_5_20260625/run/gtdb232_refseqvirus_species_taxmap.tsv --candidate-surface-taxmap /tmp/cami2_toymouse_current_default_20260626/gtdb_r232_species.taxmap.tsv --model-cache /tmp/minco_model_cache_bench_20260627/minco_profile_rf_hgb.train12.unfiltered.joblib --scope bacteria --train-pool train12 --strategy universal-auto-exact --candidate-rescue-switch emitted-ani90-xny100-br01-af70 --candidate-surface-switch accession-current-or-ani93-xny650-br20 --candidate-abundance-policy normalized-depth-alpha2 -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample11.accession-current-or-ani93-xny650-br20.tsv	15.519
hmp_airskin_gtdb_source_abundance	13	zero	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample13.accession-current-or-ani93-xny650-br20.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/work/minco.best_diff_split.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample13.accession-current-or-ani93-xny650-br20.tsv.time.log	0:14.77	3117312	0	ran	/usr/bin/time -v -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample13.accession-current-or-ani93-xny650-br20.tsv.time.log python3 -B scripts/minco_profile_calibrated.py --unique-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/work/minco.best_diff_unique.unfiltered.tsv --split-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/work/minco.best_diff_split.unfiltered.tsv --taxmap /tmp/cami2_marine_samples3_5_20260625/run/gtdb232_refseqvirus_species_taxmap.tsv --candidate-surface-taxmap /tmp/cami2_toymouse_current_default_20260626/gtdb_r232_species.taxmap.tsv --model-cache /tmp/minco_model_cache_bench_20260627/minco_profile_rf_hgb.train12.unfiltered.joblib --scope bacteria --train-pool train12 --strategy universal-auto-exact --candidate-rescue-switch emitted-ani90-xny100-br01-af70 --candidate-surface-switch accession-current-or-ani93-xny650-br20 --candidate-abundance-policy zero -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample13.accession-current-or-ani93-xny650-br20.tsv	14.785
hmp_airskin_gtdb_source_abundance	13	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample13.accession-current-or-ani93-xny650-br20.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/work/minco.best_diff_split.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample13.accession-current-or-ani93-xny650-br20.tsv.time.log	0:14.78	3116748	0	ran	/usr/bin/time -v -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample13.accession-current-or-ani93-xny650-br20.tsv.time.log python3 -B scripts/minco_profile_calibrated.py --unique-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/work/minco.best_diff_unique.unfiltered.tsv --split-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin13_20260627/work/minco.best_diff_split.unfiltered.tsv --taxmap /tmp/cami2_marine_samples3_5_20260625/run/gtdb232_refseqvirus_species_taxmap.tsv --candidate-surface-taxmap /tmp/cami2_toymouse_current_default_20260626/gtdb_r232_species.taxmap.tsv --model-cache /tmp/minco_model_cache_bench_20260627/minco_profile_rf_hgb.train12.unfiltered.joblib --scope bacteria --train-pool train12 --strategy universal-auto-exact --candidate-rescue-switch emitted-ani90-xny100-br01-af70 --candidate-surface-switch accession-current-or-ani93-xny650-br20 --candidate-abundance-policy normalized-depth-alpha2 -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample13.accession-current-or-ani93-xny650-br20.tsv	14.792
hmp_airskin_gtdb_source_abundance	14	zero	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample14.accession-current-or-ani93-xny650-br20.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin14_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin14_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample14.accession-current-or-ani93-xny650-br20.tsv.time.log	0:14.67	3096052	0	ran	/usr/bin/time -v -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample14.accession-current-or-ani93-xny650-br20.tsv.time.log python3 -B scripts/minco_profile_calibrated.py --unique-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin14_20260627/work/minco.best_diff_unique.unfiltered.tsv --split-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin14_20260627/work/minco.best_diff_split.exact.unfiltered.tsv --taxmap /tmp/cami2_marine_samples3_5_20260625/run/gtdb232_refseqvirus_species_taxmap.tsv --candidate-surface-taxmap /tmp/cami2_toymouse_current_default_20260626/gtdb_r232_species.taxmap.tsv --model-cache /tmp/minco_model_cache_bench_20260627/minco_profile_rf_hgb.train12.unfiltered.joblib --scope bacteria --train-pool train12 --strategy universal-auto-exact --candidate-rescue-switch emitted-ani90-xny100-br01-af70 --candidate-surface-switch accession-current-or-ani93-xny650-br20 --candidate-abundance-policy zero -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample14.accession-current-or-ani93-xny650-br20.tsv	14.682
hmp_airskin_gtdb_source_abundance	14	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample14.accession-current-or-ani93-xny650-br20.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin14_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin14_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample14.accession-current-or-ani93-xny650-br20.tsv.time.log	0:14.44	3095212	0	ran	/usr/bin/time -v -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample14.accession-current-or-ani93-xny650-br20.tsv.time.log python3 -B scripts/minco_profile_calibrated.py --unique-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin14_20260627/work/minco.best_diff_unique.unfiltered.tsv --split-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin14_20260627/work/minco.best_diff_split.exact.unfiltered.tsv --taxmap /tmp/cami2_marine_samples3_5_20260625/run/gtdb232_refseqvirus_species_taxmap.tsv --candidate-surface-taxmap /tmp/cami2_toymouse_current_default_20260626/gtdb_r232_species.taxmap.tsv --model-cache /tmp/minco_model_cache_bench_20260627/minco_profile_rf_hgb.train12.unfiltered.joblib --scope bacteria --train-pool train12 --strategy universal-auto-exact --candidate-rescue-switch emitted-ani90-xny100-br01-af70 --candidate-surface-switch accession-current-or-ani93-xny650-br20 --candidate-abundance-policy normalized-depth-alpha2 -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample14.accession-current-or-ani93-xny650-br20.tsv	14.451
hmp_airskin_gtdb_source_abundance	15	zero	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample15.accession-current-or-ani93-xny650-br20.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin15_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin15_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample15.accession-current-or-ani93-xny650-br20.tsv.time.log	0:14.41	3081980	0	ran	/usr/bin/time -v -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample15.accession-current-or-ani93-xny650-br20.tsv.time.log python3 -B scripts/minco_profile_calibrated.py --unique-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin15_20260627/work/minco.best_diff_unique.unfiltered.tsv --split-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin15_20260627/work/minco.best_diff_split.exact.unfiltered.tsv --taxmap /tmp/cami2_marine_samples3_5_20260625/run/gtdb232_refseqvirus_species_taxmap.tsv --candidate-surface-taxmap /tmp/cami2_toymouse_current_default_20260626/gtdb_r232_species.taxmap.tsv --model-cache /tmp/minco_model_cache_bench_20260627/minco_profile_rf_hgb.train12.unfiltered.joblib --scope bacteria --train-pool train12 --strategy universal-auto-exact --candidate-rescue-switch emitted-ani90-xny100-br01-af70 --candidate-surface-switch accession-current-or-ani93-xny650-br20 --candidate-abundance-policy zero -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample15.accession-current-or-ani93-xny650-br20.tsv	14.423
hmp_airskin_gtdb_source_abundance	15	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample15.accession-current-or-ani93-xny650-br20.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin15_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin15_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample15.accession-current-or-ani93-xny650-br20.tsv.time.log	0:14.35	3082596	0	ran	/usr/bin/time -v -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample15.accession-current-or-ani93-xny650-br20.tsv.time.log python3 -B scripts/minco_profile_calibrated.py --unique-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin15_20260627/work/minco.best_diff_unique.unfiltered.tsv --split-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin15_20260627/work/minco.best_diff_split.exact.unfiltered.tsv --taxmap /tmp/cami2_marine_samples3_5_20260625/run/gtdb232_refseqvirus_species_taxmap.tsv --candidate-surface-taxmap /tmp/cami2_toymouse_current_default_20260626/gtdb_r232_species.taxmap.tsv --model-cache /tmp/minco_model_cache_bench_20260627/minco_profile_rf_hgb.train12.unfiltered.joblib --scope bacteria --train-pool train12 --strategy universal-auto-exact --candidate-rescue-switch emitted-ani90-xny100-br01-af70 --candidate-surface-switch accession-current-or-ani93-xny650-br20 --candidate-abundance-policy normalized-depth-alpha2 -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample15.accession-current-or-ani93-xny650-br20.tsv	14.355
hmp_airskin_gtdb_source_abundance	16	zero	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample16.accession-current-or-ani93-xny650-br20.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin16_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin16_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample16.accession-current-or-ani93-xny650-br20.tsv.time.log	0:13.76	2995976	0	ran	/usr/bin/time -v -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample16.accession-current-or-ani93-xny650-br20.tsv.time.log python3 -B scripts/minco_profile_calibrated.py --unique-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin16_20260627/work/minco.best_diff_unique.unfiltered.tsv --split-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin16_20260627/work/minco.best_diff_split.exact.unfiltered.tsv --taxmap /tmp/cami2_marine_samples3_5_20260625/run/gtdb232_refseqvirus_species_taxmap.tsv --candidate-surface-taxmap /tmp/cami2_toymouse_current_default_20260626/gtdb_r232_species.taxmap.tsv --model-cache /tmp/minco_model_cache_bench_20260627/minco_profile_rf_hgb.train12.unfiltered.joblib --scope bacteria --train-pool train12 --strategy universal-auto-exact --candidate-rescue-switch emitted-ani90-xny100-br01-af70 --candidate-surface-switch accession-current-or-ani93-xny650-br20 --candidate-abundance-policy zero -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample16.accession-current-or-ani93-xny650-br20.tsv	13.770
hmp_airskin_gtdb_source_abundance	16	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample16.accession-current-or-ani93-xny650-br20.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin16_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin16_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample16.accession-current-or-ani93-xny650-br20.tsv.time.log	0:13.76	2995796	0	ran	/usr/bin/time -v -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample16.accession-current-or-ani93-xny650-br20.tsv.time.log python3 -B scripts/minco_profile_calibrated.py --unique-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin16_20260627/work/minco.best_diff_unique.unfiltered.tsv --split-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin16_20260627/work/minco.best_diff_split.exact.unfiltered.tsv --taxmap /tmp/cami2_marine_samples3_5_20260625/run/gtdb232_refseqvirus_species_taxmap.tsv --candidate-surface-taxmap /tmp/cami2_toymouse_current_default_20260626/gtdb_r232_species.taxmap.tsv --model-cache /tmp/minco_model_cache_bench_20260627/minco_profile_rf_hgb.train12.unfiltered.joblib --scope bacteria --train-pool train12 --strategy universal-auto-exact --candidate-rescue-switch emitted-ani90-xny100-br01-af70 --candidate-surface-switch accession-current-or-ani93-xny650-br20 --candidate-abundance-policy normalized-depth-alpha2 -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample16.accession-current-or-ani93-xny650-br20.tsv	13.769
hmp_airskin_gtdb_source_abundance	17	zero	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample17.accession-current-or-ani93-xny650-br20.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin17_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin17_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample17.accession-current-or-ani93-xny650-br20.tsv.time.log	0:15.07	3153124	0	ran	/usr/bin/time -v -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample17.accession-current-or-ani93-xny650-br20.tsv.time.log python3 -B scripts/minco_profile_calibrated.py --unique-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin17_20260627/work/minco.best_diff_unique.unfiltered.tsv --split-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin17_20260627/work/minco.best_diff_split.exact.unfiltered.tsv --taxmap /tmp/cami2_marine_samples3_5_20260625/run/gtdb232_refseqvirus_species_taxmap.tsv --candidate-surface-taxmap /tmp/cami2_toymouse_current_default_20260626/gtdb_r232_species.taxmap.tsv --model-cache /tmp/minco_model_cache_bench_20260627/minco_profile_rf_hgb.train12.unfiltered.joblib --scope bacteria --train-pool train12 --strategy universal-auto-exact --candidate-rescue-switch emitted-ani90-xny100-br01-af70 --candidate-surface-switch accession-current-or-ani93-xny650-br20 --candidate-abundance-policy zero -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample17.accession-current-or-ani93-xny650-br20.tsv	15.078
hmp_airskin_gtdb_source_abundance	17	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample17.accession-current-or-ani93-xny650-br20.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin17_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin17_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample17.accession-current-or-ani93-xny650-br20.tsv.time.log	0:15.18	3152752	0	ran	/usr/bin/time -v -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample17.accession-current-or-ani93-xny650-br20.tsv.time.log python3 -B scripts/minco_profile_calibrated.py --unique-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin17_20260627/work/minco.best_diff_unique.unfiltered.tsv --split-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin17_20260627/work/minco.best_diff_split.exact.unfiltered.tsv --taxmap /tmp/cami2_marine_samples3_5_20260625/run/gtdb232_refseqvirus_species_taxmap.tsv --candidate-surface-taxmap /tmp/cami2_toymouse_current_default_20260626/gtdb_r232_species.taxmap.tsv --model-cache /tmp/minco_model_cache_bench_20260627/minco_profile_rf_hgb.train12.unfiltered.joblib --scope bacteria --train-pool train12 --strategy universal-auto-exact --candidate-rescue-switch emitted-ani90-xny100-br01-af70 --candidate-surface-switch accession-current-or-ani93-xny650-br20 --candidate-abundance-policy normalized-depth-alpha2 -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample17.accession-current-or-ani93-xny650-br20.tsv	15.195
hmp_airskin_gtdb_source_abundance	18	zero	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample18.accession-current-or-ani93-xny650-br20.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin18_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin18_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample18.accession-current-or-ani93-xny650-br20.tsv.time.log	0:15.58	3212820	0	ran	/usr/bin/time -v -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample18.accession-current-or-ani93-xny650-br20.tsv.time.log python3 -B scripts/minco_profile_calibrated.py --unique-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin18_20260627/work/minco.best_diff_unique.unfiltered.tsv --split-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin18_20260627/work/minco.best_diff_split.exact.unfiltered.tsv --taxmap /tmp/cami2_marine_samples3_5_20260625/run/gtdb232_refseqvirus_species_taxmap.tsv --candidate-surface-taxmap /tmp/cami2_toymouse_current_default_20260626/gtdb_r232_species.taxmap.tsv --model-cache /tmp/minco_model_cache_bench_20260627/minco_profile_rf_hgb.train12.unfiltered.joblib --scope bacteria --train-pool train12 --strategy universal-auto-exact --candidate-rescue-switch emitted-ani90-xny100-br01-af70 --candidate-surface-switch accession-current-or-ani93-xny650-br20 --candidate-abundance-policy zero -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/zero/hmp_airskin_gtdb_source_abundance.sample18.accession-current-or-ani93-xny650-br20.tsv	15.591
hmp_airskin_gtdb_source_abundance	18	normalized-depth-alpha2	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample18.accession-current-or-ani93-xny650-br20.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin18_20260627/work/minco.best_diff_unique.unfiltered.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin18_20260627/work/minco.best_diff_split.exact.unfiltered.tsv	split	False	/tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample18.accession-current-or-ani93-xny650-br20.tsv.time.log	0:15.25	3216916	0	ran	/usr/bin/time -v -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample18.accession-current-or-ani93-xny650-br20.tsv.time.log python3 -B scripts/minco_profile_calibrated.py --unique-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin18_20260627/work/minco.best_diff_unique.unfiltered.tsv --split-table /mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin18_20260627/work/minco.best_diff_split.exact.unfiltered.tsv --taxmap /tmp/cami2_marine_samples3_5_20260625/run/gtdb232_refseqvirus_species_taxmap.tsv --candidate-surface-taxmap /tmp/cami2_toymouse_current_default_20260626/gtdb_r232_species.taxmap.tsv --model-cache /tmp/minco_model_cache_bench_20260627/minco_profile_rf_hgb.train12.unfiltered.joblib --scope bacteria --train-pool train12 --strategy universal-auto-exact --candidate-rescue-switch emitted-ani90-xny100-br01-af70 --candidate-surface-switch accession-current-or-ani93-xny650-br20 --candidate-abundance-policy normalized-depth-alpha2 -o /tmp/minco_raw_retention_surface_wrapper_cross_panel_20260630/normalized_depth_alpha2/hmp_airskin_gtdb_source_abundance.sample18.accession-current-or-ani93-xny650-br20.tsv	15.264
