genome_id	otu	ncbi_id	novelty_category	source_path	source_label	normalized_source_label	matched_gtdb_species_count	matched_gtdb_species	match_decision	assembly_summary_gtdb_species_count	assembly_summary_gtdb_species	assembly_summary_accessions	assembly_summary_decision
Otu2006	2	40269	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A2_S2_contigs.fasta	A2 S2	a2 s2	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1398	2157	1008460	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Pyrococcus_yayanosii_CH1_genomic.fasta	Pyrococcus yayanosii CH1	pyrococcus yayanosii ch1	1	s__Pyrococcus yayanosii	exact_source_name_unique_gtdb_species	1	s__Pyrococcus yayanosii	GCF_000215995.1	assembly_summary_unique_gtdb_species
Otu2003	2	316	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Pseudomonas_stutzeri_CCUG_29243_genomic.fasta	Pseudomonas stutzeri CCUG 29243	pseudomonas stutzeri ccug 29243	0		no_exact_source_name_match	1	s__Stutzerimonas kunmingensis_B	GCF_000267545.1	assembly_summary_unique_gtdb_species
Otu64.0	213119	2296	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Desulfobacterium_autotrophicum_HRM2_genomic.fasta	Desulfobacterium autotrophicum HRM2	desulfobacterium autotrophicum hrm2	0		no_exact_source_name_match	1	s__Desulforapulum autotrophicum	GCF_000020365.1	assembly_summary_unique_gtdb_species
Otu1106	2	80852	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Aliivibrio_wodanis_genomic.fasta	Aliivibrio wodanis	aliivibrio wodanis	1	s__Aliivibrio wodanis	exact_source_name_unique_gtdb_species	0			assembly_summary_no_match
Otu71	2	161895	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Corynebacterium_phocae_strain_M408_89_1_genomic.fasta	Corynebacterium phocae strain M408 89 1	corynebacterium phocae m408 89 1	0		no_exact_source_name_match	1	s__Corynebacterium phocae	GCF_001941565.1	assembly_summary_unique_gtdb_species
Otu852.0	89374	1008	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Saprospira_grandis_str_Lewin_genomic.fasta	Saprospira grandis str Lewin	saprospira grandis lewin	1	s__Saprospira grandis	exact_source_name_unique_gtdb_species	1	s__Saprospira grandis	GCF_000250635.1	assembly_summary_unique_gtdb_species
Otu1146.0	49546	1763534	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Flavobacterium_sp_LPB0076_genomic.fasta	Flavobacterium sp LPB0076	flavobacterium sp lpb0076	0		no_exact_source_name_match	1	s__Flavobacterium crassostreae	GCF_001686945.1,GCF_001831475.1	assembly_summary_unique_gtdb_species
Otu472.1	31989	60136	new_species	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/GB02J24_S7_contigs.fasta	GB02J24 S7	gb02j24 s7	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu472.0	31989	292414	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Ruegeria_sp_TM1040_genomic.fasta	Ruegeria sp TM1040	ruegeria sp tm1040	1	s__Epibacterium sp000014065	exact_source_name_unique_gtdb_species	1	s__Epibacterium sp000014065	GCF_000014065.1	assembly_summary_unique_gtdb_species
Otu2363.0	1237	1238	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Piscirickettsia_salmonis_strain_PM21567A_genomic.fasta	Piscirickettsia salmonis strain PM21567A	piscirickettsia salmonis pm21567a	0		no_exact_source_name_match	1	s__Piscirickettsia salmonis	GCF_001932735.1	assembly_summary_unique_gtdb_species
Otu1136.0	49546	1774273	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Polaribacter_sp_LPB0003_genomic.fasta	Polaribacter sp LPB0003	polaribacter sp lpb0003	0		no_exact_source_name_match	1	s__Polaribacter vadi	GCF_001680885.1,GCF_001761365.1	assembly_summary_unique_gtdb_species
Otu644	2	2335	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Thermotoga_sp_RQ7_genomic.fasta	Thermotoga sp RQ7	thermotoga sp rq7	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu128	2	80854	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/9_S9_contigs.fasta	9 S9	9 s9	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1399	2	39766	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Sulfurimonas_denitrificans_DSM_1251_genomic.fasta	Sulfurimonas denitrificans DSM 1251	sulfurimonas denitrificans dsm 1251	1	s__Sulfurimonas denitrificans	exact_source_name_unique_gtdb_species	1	s__Sulfurimonas denitrificans	GCF_000012965.1	assembly_summary_unique_gtdb_species
Otu608	2	657445	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Francisella_noatunensis_subsp_orientalis_strain_FNO190_genomic.fasta	Francisella noatunensis subsp orientalis strain FNO190	francisella noatunensis subsp orientalis fno190	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1472	2	84588	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Synechococcus_sp_WH_8102_genomic.fasta	Synechococcus sp WH 8102	synechococcus sp wh 8102	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu909	2	543877	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Altererythrobacter_marensis_strain_KCTC_22370_genomic.fasta	Altererythrobacter marensis strain KCTC 22370	altererythrobacter marensis kctc 22370	0		no_exact_source_name_match	1	s__Pelagerythrobacter marensis	GCF_001028625.1	assembly_summary_unique_gtdb_species
Otu1515	2	669	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Vibrio_harveyi_strain_QT520_genomic.fasta	Vibrio harveyi strain QT520	vibrio harveyi qt520	0		no_exact_source_name_match	1	s__Vibrio harveyi	GCF_001908435.2	assembly_summary_unique_gtdb_species
Otu1519	2	62322	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Shewanella_baltica_OS117_genomic.fasta	Shewanella baltica OS117	shewanella baltica os117	1	s__Shewanella baltica	exact_source_name_unique_gtdb_species	1	s__Shewanella baltica	GCF_000215895.1	assembly_summary_unique_gtdb_species
Otu133.1	49546	762954	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Siansivirga_zeaxanthinifaciens_CC-SAMT-1_genomic.fasta	Siansivirga zeaxanthinifaciens CC-SAMT-1	siansivirga zeaxanthinifaciens cc samt 1	1	s__Siansivirga zeaxanthinifaciens	exact_source_name_unique_gtdb_species	1	s__Siansivirga zeaxanthinifaciens	GCF_000941055.1	assembly_summary_unique_gtdb_species
Otu133.0	49546	983548	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Krokinobacter_sp_4H-3-7-5_genomic.fasta	Krokinobacter sp 4H-3-7-5	krokinobacter sp 4h 3 7 5	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu323.0	49546	292691	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Gramella_sp_MAR_2010_102_genomic.fasta	Gramella sp MAR 2010 102	gramella sp mar 2010 102	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu903	2	56812	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Titti18_S5_contigs.fasta	Titti18 S5	titti18 s5	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu123.0	1608298	1076588	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Thiolapillus_brandeum_Hiromi_1_genomic.fasta	Thiolapillus brandeum Hiromi 1	thiolapillus brandeum hiromi 1	0		no_exact_source_name_match	1	s__Thiolapillus brandeum	GCF_000828615.1	assembly_summary_unique_gtdb_species
Otu1450	2	2336	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Thermotoga_maritima_MSB8_3_genomic.fasta	Thermotoga maritima MSB8 3	thermotoga maritima msb8 3	0		no_exact_source_name_match	1	s__Thermotoga maritima	GCF_000008545.1,GCF_000230655.2,GCF_000390265.1,GCF_000978555.1	assembly_summary_unique_gtdb_species
Otu1455	2	135577	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Idiomarina_loihiensis_L2TR_genomic.fasta	Idiomarina loihiensis L2TR	idiomarina loihiensis l2tr	1	s__Idiomarina loihiensis	exact_source_name_unique_gtdb_species	1	s__Idiomarina loihiensis	GCF_000008465.1	assembly_summary_unique_gtdb_species
Otu1505.0	563798	104	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cyclobacterium_marinum_DSM_745_genomic.fasta	Cyclobacterium marinum DSM 745	cyclobacterium marinum dsm 745	1	s__Cyclobacterium marinum	exact_source_name_unique_gtdb_species	1	s__Cyclobacterium marinum	GCF_000222485.1	assembly_summary_unique_gtdb_species
Otu12.0	109168	84980	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Desulfotalea_psychrophila_LSv54_genomic.fasta	Desulfotalea psychrophila LSv54	desulfotalea psychrophila lsv54	1	s__Desulfotalea psychrophila	exact_source_name_unique_gtdb_species	1	s__Desulfotalea psychrophila	GCF_000025945.1	assembly_summary_unique_gtdb_species
Otu1078	2157	1873524	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/haloarchaeon_HSR6_genomic.fasta	haloarchaeon HSR6	haloarchaeon hsr6	0		no_exact_source_name_match	1	s__Halodesulfurarchaeum formicicum	GCF_001886955.1	assembly_summary_unique_gtdb_species
Otu2090	2	645	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-2013-70-F524-1_S1_contigs.fasta	A-2013-70-F524-1 S1	a 2013 70 f524 1 s1	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu936	2157	2189	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Methanotorris_igneus_Kol_5_genomic.fasta	Methanotorris igneus Kol 5	methanotorris igneus kol 5	1	s__Methanotorris igneus	exact_source_name_unique_gtdb_species	1	s__Methanotorris igneus	GCF_000214415.1	assembly_summary_unique_gtdb_species
Otu635	2	80854	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Mv5450_S4_contigs.fasta	Mv5450 S4	mv5450 s4	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu639	2	110662	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Synechococcus_sp_CC9605_genomic.fasta	Synechococcus sp CC9605	synechococcus sp cc9605	1	s__Parasynechococcus sp000012625	exact_source_name_unique_gtdb_species	1	s__Parasynechococcus sp000012625	GCF_000012625.1	assembly_summary_unique_gtdb_species
Otu2098	2157	55802	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Thermococcus_barophilus_CH5_genomic.fasta	Thermococcus barophilus CH5	thermococcus barophilus ch5	0		no_exact_source_name_match	1	s__Thermococcus_B barophilus	GCF_001433455.1	assembly_summary_unique_gtdb_species
Otu2099	2	1307763	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Verrucomicrobia_bacterium_L21-Fru-AB_genomic.fasta	Verrucomicrobia bacterium L21-Fru-AB	verrucomicrobia bacterium l21 fru ab	0		no_exact_source_name_match	1	s__Kiritimatiella glycovorans	GCF_001017655.1	assembly_summary_unique_gtdb_species
Otu664.0	563798	232259	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Belliella_baltica_DSM_15883_genomic.fasta	Belliella baltica DSM 15883	belliella baltica dsm 15883	1	s__Belliella baltica	exact_source_name_unique_gtdb_species	1	s__Belliella baltica	GCF_000265405.1	assembly_summary_unique_gtdb_species
Otu1952	2	1267766	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Altererythrobacter_atlanticus_strain_26DY36_genomic.fasta	Altererythrobacter atlanticus strain 26DY36	altererythrobacter atlanticus 26dy36	0		no_exact_source_name_match	1	s__Croceibacterium_C atlanticum	GCF_001008165.2	assembly_summary_unique_gtdb_species
Otu72.0	81	1427356	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Hyphomicrobium_nitrativorans_NL23_genomic.fasta	Hyphomicrobium nitrativorans NL23	hyphomicrobium nitrativorans nl23	1	s__Hyphomicrobium_C nitrativorans	exact_source_name_unique_gtdb_species	1	s__Hyphomicrobium_C nitrativorans	GCF_000503895.1	assembly_summary_unique_gtdb_species
Otu454.0	875170	1208324	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Celeribacter_indicus_P73_genomic.fasta	Celeribacter indicus P73	celeribacter indicus p73	0		no_exact_source_name_match	1	s__Celeribacter indicus	GCF_000819565.1,GCF_900106965.1	assembly_summary_unique_gtdb_species
Otu24.0	682522	467094	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Ilumatobacter_coccineum_YM16-304_genomic.fasta	Ilumatobacter coccineum YM16-304	ilumatobacter coccineum ym16 304	0		no_exact_source_name_match	1	s__Ilumatobacter_A coccineus	GCF_000348785.1	assembly_summary_unique_gtdb_species
Otu1040	2	62322	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Shewanella_baltica_OS155_genomic.fasta	Shewanella baltica OS155	shewanella baltica os155	1	s__Shewanella baltica	exact_source_name_unique_gtdb_species	1	s__Shewanella baltica	GCF_000015845.1	assembly_summary_unique_gtdb_species
Otu1763.0	2425	2426	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Teredinibacter_turnerae_T7901_genomic.fasta	Teredinibacter turnerae T7901	teredinibacter turnerae t7901	1	s__Teredinibacter turnerae_B	exact_source_name_unique_gtdb_species	1	s__Teredinibacter turnerae_B	GCF_000023025.1	assembly_summary_unique_gtdb_species
Otu22	2	1372	new_species	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/AW02J18_S11_contigs.fasta	AW02J18 S11	aw02j18 s11	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu157.0	28256	1897729	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Halolamina_sediminis_strain_Hb3_genomic.fasta	Halolamina sediminis strain Hb3	halolamina sediminis hb3	0		no_exact_source_name_match	1	s__Halomonas aestuarii	GCF_001886615.1	assembly_summary_unique_gtdb_species
Otu26.0	135620	936476	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Marinomonas_posidonica_IVIA-Po-181_genomic.fasta	Marinomonas posidonica IVIA-Po-181	marinomonas posidonica ivia po 181	1	s__Marinomonas posidonica	exact_source_name_unique_gtdb_species	1	s__Marinomonas posidonica	GCF_000214215.1	assembly_summary_unique_gtdb_species
Otu1817	2	1898108	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/bacterium_AB1_strain_AB1-8_genomic.fasta	bacterium AB1 strain AB1-8	bacterium ab1 ab1 8	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1894	2	40269	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A5_S5_contigs.fasta	A5 S5	a5 s5	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu839	2	234831	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/GB02J33_S8_contigs.fasta	GB02J33 S8	gb02j33 s8	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu2455	2	62322	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Shewanella_baltica_OS185_genomic.fasta	Shewanella baltica OS185	shewanella baltica os185	1	s__Shewanella baltica	exact_source_name_unique_gtdb_species	1	s__Shewanella baltica	GCF_000017325.1	assembly_summary_unique_gtdb_species
Otu1209	2	80852	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-12_S11_contigs.fasta	A-Hdes-12 S11	a hdes 12 s11	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu2453	2	160798	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Marinitoga_sp_1137_genomic.fasta	Marinitoga sp 1137	marinitoga sp 1137	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1204	2157	1737403	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Nanohaloarchaea_archaeon_SG9_genomic.fasta	Nanohaloarchaea archaeon SG9	nanohaloarchaea archaeon sg9	1	s__JBDGSM01 sp001761425	exact_source_name_unique_gtdb_species	0			assembly_summary_no_match
Otu2352	2	228745	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/hermovibrio_ammonificans_HB-1_genomic.fasta	hermovibrio ammonificans HB-1	hermovibrio ammonificans hb 1	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu2351	2157	1604004	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Halanaeroarchaeum_sulfurireducens_strain_M27-SA2_genomic.fasta	Halanaeroarchaeum sulfurireducens strain M27-SA2	halanaeroarchaeum sulfurireducens m27 sa2	0		no_exact_source_name_match	1	s__Halanaeroarchaeum sulfurireducens	GCF_001305655.1	assembly_summary_unique_gtdb_species
Otu2459	2157	67760	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Methanocaldococcus_infernus_ME_genomic.fasta	Methanocaldococcus infernus ME	methanocaldococcus infernus me	1	s__Methanocaldococcus infernus	exact_source_name_unique_gtdb_species	1	s__Methanocaldococcus infernus	GCF_000092305.1	assembly_summary_unique_gtdb_species
Otu1379	2	93466	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Fervidobacterium_pennivorans_strain_DYC_genomic.fasta	Fervidobacterium pennivorans strain DYC	fervidobacterium pennivorans dyc	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu394.0	72275	314275	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Alteromonas_mediterranea_strain_RG65_genomic.fasta	Alteromonas mediterranea strain RG65	alteromonas mediterranea rg65	0		no_exact_source_name_match	1	s__Alteromonas mediterranea	GCF_001886435.1,GCF_927797765.1	assembly_summary_unique_gtdb_species
Otu394.1	72275	28108	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Alteromonas_macleodii_str_English_Channel_673_genomic.fasta	Alteromonas macleodii str English Channel 673	alteromonas macleodii english channel 673	1	s__Alteromonas macleodii	exact_source_name_unique_gtdb_species	2	s__Alteromonas macleodii,s__Alteromonas macleodii_A	GCF_000299955.1,GCF_901446615.2,GCF_901446755.2,GCF_901457775.2,GCF_901457785.2,GCF_901457815.2,GCF_901457835.2,GCF_903772925.1	assembly_summary_ambiguous_gtdb_species
Otu555.0	72275	589873	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Alteromonas_australica_DE170_genomic.fasta	Alteromonas australica DE170	alteromonas australica de170	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1200.0	135620	400668	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Marinomonas_sp_MWYL1_genomic.fasta	Marinomonas sp MWYL1	marinomonas sp mwyl1	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1180.0	72275	28108	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Alteromonas_macleodii_str_Balearic_Sea_AD45_genomic.fasta	Alteromonas macleodii str Balearic Sea AD45	alteromonas macleodii balearic sea ad45	1	s__Alteromonas macleodii	exact_source_name_unique_gtdb_species	2	s__Alteromonas macleodii,s__Alteromonas macleodii_A	GCF_000300175.1,GCF_901446615.2,GCF_901446755.2,GCF_901457775.2,GCF_901457785.2,GCF_901457815.2,GCF_901457835.2,GCF_903772925.1	assembly_summary_ambiguous_gtdb_species
Otu137.0	72275	314275	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Alteromonas_macleodii_str_Ionian_Sea_U8_genomic.fasta	Alteromonas macleodii str Ionian Sea U8	alteromonas macleodii ionian sea u8	0		no_exact_source_name_match	1	s__Alteromonas mediterranea	GCF_000439515.1,GCF_000439535.1,GCF_000439555.1,GCF_000439575.1,GCF_000439595.1	assembly_summary_unique_gtdb_species
Otu571.0	31989	42443	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Roseobacter_litoralis_Och_149_genomic.fasta	Roseobacter litoralis Och 149	roseobacter litoralis och 149	1	s__Roseobacter litoralis	exact_source_name_unique_gtdb_species	1	s__Roseobacter litoralis	GCF_000154785.2	assembly_summary_unique_gtdb_species
Otu172.0	31989	60890	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Phaeobacter_gallaeciensis_DSM_26640_genomic.fasta	Phaeobacter gallaeciensis DSM 26640	phaeobacter gallaeciensis dsm 26640	1	s__Phaeobacter gallaeciensis	exact_source_name_unique_gtdb_species	1	s__Phaeobacter gallaeciensis	GCF_000511385.1,GCF_000819625.1	assembly_summary_unique_gtdb_species
Otu40.1	41295	171437	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Tistrella_mobilis_KA081020-065_genomic.fasta	Tistrella mobilis KA081020-065	tistrella mobilis ka081020 065	1	s__Tistrella mobilis	exact_source_name_unique_gtdb_species	1	s__Tistrella mobilis	GCF_000264455.2	assembly_summary_unique_gtdb_species
Otu1462.0	186818	192421	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Planococcus_maritimus_strain_DSM_17275_genomic.fasta	Planococcus maritimus strain DSM 17275	planococcus maritimus dsm 17275	0		no_exact_source_name_match	1	s__Planococcus maritimus	GCF_001687625.2	assembly_summary_unique_gtdb_species
Otu945	2	1760	new_order	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Titti33_S13_contigs.fasta	Titti33 S13	titti33 s13	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu2258.1	511678	40269	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/VSalmN5541_S14_contigs.fasta	VSalmN5541 S14	vsalmn5541 s14	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1415	2157	83171	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Methanocaldococcus_fervens_AG86_genomic.fasta	Methanocaldococcus fervens AG86	methanocaldococcus fervens ag86	1	s__Methanocaldococcus fervens	exact_source_name_unique_gtdb_species	1	s__Methanocaldococcus fervens	GCF_000023985.1	assembly_summary_unique_gtdb_species
Otu2232	2	1648404	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Erythrobacter_sp_s21-N3_genomic.fasta	Erythrobacter sp s21-N3	erythrobacter sp s21 n3	0		no_exact_source_name_match	1	s__Alteraurantiacibacter atlanticus	GCF_001077815.2	assembly_summary_unique_gtdb_species
Otu2234	2	286	new_species	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/GB04J27_S10_contigs.fasta	GB04J27 S10	gb04j27 s10	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu2239	2	759620	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Weissella_ceti_strain_WS105_genomic.fasta	Weissella ceti strain WS105	weissella ceti ws105	0		no_exact_source_name_match	1	s__Weissella tructae	GCF_000750535.1	assembly_summary_unique_gtdb_species
Otu76.0	49546	59732	new_species	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/R2A29_S8_contigs.fasta	R2A29 S8	r2a29 s8	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1958.0	72293	138563	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Helicobacter_cetorum_MIT_00-7128_genomic.fasta	Helicobacter cetorum MIT 00-7128	helicobacter cetorum mit 00 7128	1	s__Helicobacter cetorum_B	exact_source_name_unique_gtdb_species	1	s__Helicobacter cetorum_B	GCF_000259255.1	assembly_summary_unique_gtdb_species
Otu2169.0	224467	244787	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Nautilia_profundicola_AmH_genomic.fasta	Nautilia profundicola AmH	nautilia profundicola amh	1	s__Nautilia profundicola	exact_source_name_unique_gtdb_species	1	s__Nautilia profundicola	GCF_000021725.1	assembly_summary_unique_gtdb_species
Otu1889	2157	2265	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Thermococcus_litoralis_DSM_5473_genomic.fasta	Thermococcus litoralis DSM 5473	thermococcus litoralis dsm 5473	1	s__Thermococcus_A litoralis	exact_source_name_unique_gtdb_species	1	s__Thermococcus_A litoralis	GCF_000246985.2,GCF_900064395.1	assembly_summary_unique_gtdb_species
Otu1468.0	49546	320324	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Formosa_agariphila_KMM_3901_genomic.fasta	Formosa agariphila KMM 3901	formosa agariphila kmm 3901	1	s__Formosa agariphila	exact_source_name_unique_gtdb_species	1	s__Formosa agariphila	GCF_000723205.1	assembly_summary_unique_gtdb_species
Otu1458.0	80864	1763535	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Hydrogenophaga_sp_LPB0072_genomic.fasta	Hydrogenophaga sp LPB0072	hydrogenophaga sp lpb0072	0		no_exact_source_name_match	1	s__Hydrogenophaga crassostreae	GCF_001640105.1,GCF_001761385.1	assembly_summary_unique_gtdb_species
Otu176.0	67572	314282	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Psychromonas_sp_CNPT3_genomic.fasta	Psychromonas sp CNPT3	psychromonas sp cnpt3	1	s__Psychromonas sp000153405	exact_source_name_unique_gtdb_species	1	s__Psychromonas sp000153405	GCF_000153405.2	assembly_summary_unique_gtdb_species
Otu921.0	67572	67572	new_species	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Titti20_S7_contigs.fasta	Titti20 S7	titti20 s7	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1287	2	82654	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Pseudanabaena_sp_PCC_7367_genomic.fasta	Pseudanabaena sp PCC 7367	pseudanabaena sp pcc 7367	0		no_exact_source_name_match	0			assembly_summary_no_match
