sample	gtdb_species	abundance_pct_all	source_taxids	truth_names	truth_transfer_rules	truth_abundance
3	s__Pseudoalteromonas atlantica	0.0195	288	Pseudoalteromonas atlantica	unique_gtdb_binomial	0.0006374152973133762
3	s__Pseudoalteromonas haloplanktis	0.0098	228	Pseudoalteromonas haloplanktis	unique_gtdb_binomial	0.00032034204685492753
3	s__Pseudoalteromonas luteoviolacea	0.0195	43657	Pseudoalteromonas luteoviolacea	unique_gtdb_binomial	0.0006374152973133762
3	s__Pseudoalteromonas phenolica	0.0342	161398	Pseudoalteromonas phenolica	unique_gtdb_binomial	0.0011179283675957676
3	s__Pseudoalteromonas piratica	0.0049	1348114	Pseudoalteromonas sp. OCN003	unique_taxid	0.00016017102342746377
3	s__Pseudoalteromonas rubra	0.0195	43658	Pseudoalteromonas rubra	unique_gtdb_binomial	0.0006374152973133762
3	s__Pseudoalteromonas tetraodonis	0.0439	234831	Pseudoalteromonas sp. SM9913	unique_taxid	0.0014350016180542163
3	s__Pseudodesulfovibrio piezophilus	0.0732	879567	Desulfovibrio piezophilus	unique_taxid	0.00239275896222252
3	s__Pseudothioglobus singularis	0.0244	1427364	Candidatus Thioglobus singularis	strict_source_name_or_assembly_sources_unique	0.00079758632074084
3	s__Pseudovibrio sp000156235	0.0105	911045	Pseudovibrio sp. FO-BEG1	unique_taxid	0.0003432236216302795
3	s__Psychrobacter glaciei	0.0098	1112209	Psychrobacter sp. PAMC 21119	unique_taxid	0.00032034204685492753
3	s__Psychrobacter sp000586415	0.444	1298608	Psychrobacter sp. JCM 18900	unique_taxid	0.014513456000366104
3	s__Psychromonas ingrahamii	0.0098	357794	Psychromonas ingrahamii	unique_taxid	0.00032034204685492753
3	s__Psychromonas sp000153405	0.0049	314282	Psychromonas sp. CNPT3	unique_taxid	0.00016017102342746377
3	s__Pusillimonas_C sp000209655	0.0049	1007105	Pusillimonas sp. T7-7	unique_taxid	0.00016017102342746377
3	s__Pyrobaculum aerophilum	0.039	13773	Pyrobaculum aerophilum	unique_taxid	0.0012748305946267524
3	s__Pyrococcus abyssi	0.0049	29292	Pyrococcus abyssi	unique_taxid	0.00016017102342746377
3	s__Pyrococcus furiosus	0.0293	2261	Pyrococcus furiosus	unique_taxid	0.0009577573441683037
3	s__Pyrococcus horikoshii	0.0244	53953	Pyrococcus horikoshii	unique_taxid	0.00079758632074084
3	s__Pyrococcus sp000211475	0.1561	342949	Pyrococcus sp. NA2	unique_taxid	0.0051025911749034885
3	s__Pyrococcus yayanosii	0.0049	1008460	Pyrococcus yayanosii	unique_taxid	0.00016017102342746377
3	s__RCC307 sp000063525	0.0878	316278	Synechococcus sp. RCC307	unique_taxid	0.0028700032361084326
3	s__Rhodobacter xanthinilyticus	0.0067	1850250	Rhodobacter sp. LPB0142	unique_taxid	0.00021900935856408312
3	s__Rhodococcoides sp000954115	0.039	1564114	Rhodococcus sp. B7740	unique_taxid	0.0012748305946267524
3	s__Rhodococcus_F erythropolis	0.0049	1833	Rhodococcus erythropolis	strict_source_name_or_assembly_sources_unique	0.00016017102342746377
3	s__Rhodococcus_F sp001767395	0.0049	679318	Rhodococcus sp. WMMA185	unique_taxid	0.00016017102342746377
3	s__Rhodoferax ferrireducens	0.0244	192843	Rhodoferax ferrireducens	unique_gtdb_binomial	0.00079758632074084
3	s__Rhodothermus marinus	0.0634	29549	Rhodothermus marinus	unique_gtdb_binomial	0.002072416915367592
3	s__Rhodovulum sulfidophilum	0.0195	35806	Rhodovulum sulfidophilum	unique_gtdb_binomial	0.0006374152973133762
3	s__Rivularia sp000316665	0.0098	373994	Rivularia sp. PCC 7116	unique_taxid	0.00032034204685492753
3	s__Robiginitalea biformata	0.0195	252307	Robiginitalea biformata	unique_gtdb_binomial	0.0006374152973133762
3	s__Roseibacterium elongatum	0.0476	159346	Roseibacterium elongatum	unique_taxid	0.0015559470847239338
3	s__Roseobacter denitrificans	0.0927	2434	Roseobacter denitrificans	unique_taxid	0.0030301742595358963
3	s__Roseobacter litoralis	0.0098	42443	Roseobacter litoralis	unique_taxid	0.00032034204685492753
3	s__Ruegeria_B pomeroyi	0.039	89184	Ruegeria pomeroyi	strict_source_name_or_assembly_sources_unique	0.0012748305946267524
3	s__Ruthia magnifica	0.0146	386487	Candidatus Ruthia magnifica	unique_taxid	0.00047724427388591247
3	s__Saccharophagus degradans	0.0293	86304	Saccharophagus degradans	unique_taxid	0.0009577573441683037
3	s__Salinibacter ruber	0.0195	146919	Salinibacter ruber	unique_taxid	0.0006374152973133762
3	s__Salinispira pacifica	0.0098	1307761	Salinispira pacifica	unique_taxid	0.00032034204685492753
3	s__Salipiger sp001687105	0.0342	1792508	Yangia sp. CCB-MM3	unique_taxid	0.0011179283675957676
3	s__Salmonella enterica	0.0049	28901	Salmonella enterica	unique_gtdb_binomial	0.00016017102342746377
3	s__Saprospira grandis	0.0439	1008	Saprospira grandis	unique_gtdb_binomial	0.0014350016180542163
3	s__Sedimenticola thiotaurini	0.0049	1543721	Sedimenticola thiotaurini	unique_gtdb_binomial	0.00016017102342746377
3	s__Sediminicola sp001430825	0.0049	1453352	Sediminicola sp. YIK13	unique_taxid	0.00016017102342746377
3	s__Shewanella amazonensis	0.0098	60478	Shewanella amazonensis	unique_taxid	0.00032034204685492753
3	s__Shewanella baltica	0.2049	62322	Shewanella baltica	unique_taxid	0.0066977638163851685
3	s__Shewanella denitrificans	0.0098	192073	Shewanella denitrificans	unique_taxid	0.00032034204685492753
3	s__Shewanella halifaxensis	0.1659	271098	Shewanella halifaxensis	unique_gtdb_binomial	0.005422933221758416
3	s__Shewanella pealeana	0.0049	70864	Shewanella pealeana	unique_taxid	0.00016017102342746377
3	s__Shewanella piezotolerans	0.0488	404011	Shewanella piezotolerans	unique_taxid	0.00159517264148168
3	s__Shewanella sediminis	0.0049	271097	Shewanella sediminis	unique_taxid	0.00016017102342746377
3	s__Shewanella sp029835735	0.161	94122	Shewanella sp. ANA-3	unique_taxid	0.005262762198330952
3	s__Shewanella woodyi	0.0049	60961	Shewanella woodyi	unique_gtdb_binomial	0.00016017102342746377
3	s__Siansivirga zeaxanthinifaciens	0.0007	762954	Siansivirga zeaxanthinifaciens	unique_taxid	2.2881574775351968e-05
3	s__Simiduia agarivorans	0.0098	447471	Simiduia agarivorans	unique_taxid	0.00032034204685492753
3	s__Spiribacter curvatus	2.5519	1335757	Spiribacter curvatus	unique_taxid	0.08341641524174383
3	s__Spiribacter salinus	0.8002	1335746	Spiribacter salinus	unique_taxid	0.026156908764623777
3	s__Spongiibacter sp001010805	0.0244	1620392	Spongiibacter sp. IMCC21906	unique_taxid	0.00079758632074084
3	s__Staphylococcus epidermidis	0.0488	1282	Staphylococcus epidermidis	unique_gtdb_binomial	0.00159517264148168
3	s__Staphylococcus equorum	0.039	246432	Staphylococcus equorum	unique_gtdb_binomial	0.0012748305946267524
3	s__Staphylococcus warneri	1.1027	1292	Staphylococcus warneri	unique_gtdb_binomial	0.0360450178639723
3	s__Staphylothermus marinus	0.0098	2280	Staphylothermus marinus	unique_taxid	0.00032034204685492753
3	s__Stappia sp900105595	0.0098	1881061	Stappia sp. ES.058	unique_taxid	0.00032034204685492753
3	s__Streptococcus agalactiae	0.0098	1311	Streptococcus agalactiae	unique_gtdb_binomial	0.00032034204685492753
3	s__Streptococcus iniae	0.0293	1346	Streptococcus iniae	unique_taxid	0.0009577573441683037
3	s__Streptomyces albus	0.0098	1888	Streptomyces albus	unique_gtdb_binomial	0.00032034204685492753
3	s__Sulfitobacter alexandrii	0.0049	1917485	Sulfitobacter sp. AM1-D1	unique_taxid	0.00016017102342746377
3	s__Sulfurimonas denitrificans	0.0244	39766	Sulfurimonas denitrificans	unique_taxid	0.00079758632074084
3	s__Sulfurovum sp000010345	1.2345	387093	Sulfurovum sp. NBC37-1	unique_taxid	0.04035329151453143
3	s__Synechococcus_C sp000014585	0.0195	64471	Synechococcus sp. CC9311	unique_taxid	0.0006374152973133762
3	s__Synechococcus_C sp000063505	0.0244	32051	Synechococcus sp. WH 7803	unique_taxid	0.00079758632074084
3	s__Syntrophotalea acetylenica	1.1423	29542	Pelobacter acetylenicus	unique_taxid	0.037339461236977935
3	s__Syntrophotalea carbinolica	0.0629	19	Pelobacter carbinolicus	unique_taxid	0.002056072933385198
3	s__Thalassolituus oleivorans	0.3966	187493	Thalassolituus oleivorans	unique_gtdb_binomial	0.012964046508435129
3	s__Thalassoporum mexicanum	0.0244	82654	Pseudanabaena sp. PCC 7367	unique_taxid	0.00079758632074084
3	s__Thalassotalea_A crassostreae	0.0195	1763536	Thalassotalea sp. LPB0090	unique_taxid	0.0006374152973133762
3	s__Thermaerobacter marianensis	0.0146	73919	Thermaerobacter marianensis	unique_gtdb_binomial	0.00047724427388591247
3	s__Thermoclostridium stercorarium	0.0244	1510	[Clostridium] stercorarium	unique_taxid	0.00079758632074084
3	s__Thermococcus eurythermalis	0.0049	1505907	Thermococcus eurythermalis	unique_taxid	0.00016017102342746377
3	s__Thermococcus gammatolerans	0.0049	187878	Thermococcus gammatolerans	unique_taxid	0.00016017102342746377
3	s__Thermococcus onnurineus	0.0146	342948	Thermococcus onnurineus	unique_taxid	0.00047724427388591247
3	s__Thermococcus piezophilus	0.0049	1712654	Thermococcus piezophilus	unique_taxid	0.00016017102342746377
3	s__Thermococcus sp000151205	0.0049	246969	Thermococcus sp. AM4	unique_taxid	0.00016017102342746377
3	s__Thermococcus sp000221185	0.0488	1042877	Thermococcus sp. 4557	unique_taxid	0.00159517264148168
3	s__Thermococcus_A litoralis	0.0098	2265	Thermococcus litoralis	unique_taxid	0.00032034204685492753
3	s__Thermococcus_B paralvinellae	0.0195	582419	Thermococcus paralvinellae	strict_source_name_or_assembly_sources_unique	0.0006374152973133762
3	s__Thermodesulfatator indicus	0.0098	171695	Thermodesulfatator indicus	unique_taxid	0.00032034204685492753
3	s__Thermoplasma volcanium	0.0049	50339	Thermoplasma volcanium	unique_taxid	0.00016017102342746377
3	s__Thermosediminibacter oceani	0.0049	291990	Thermosediminibacter oceani	unique_taxid	0.00016017102342746377
3	s__Thermosipho melanesiensis	0.0146	46541	Thermosipho melanesiensis	unique_taxid	0.00047724427388591247
3	s__Thermotoga maritima	0.1708	126740,2336	Thermotoga maritima;Thermotoga sp. RQ2	unique_taxid	0.0055831042451858805
3	s__Thermotoga neapolitana	0.0049	2337	Thermotoga neapolitana	unique_taxid	0.00016017102342746377
3	s__Thermovirga lienii	0.0439	336261	Thermovirga lienii	unique_taxid	0.0014350016180542163
3	s__Thioflavicoccus mobilis	0.2147	80679	Thioflavicoccus mobilis	unique_taxid	0.007018105863240096
3	s__Thiolapillus brandeum	0.1269	1076588	Thiolapillus brandeum	unique_gtdb_binomial	0.004148102627131664
3	s__Tistrella mobilis	0.0616	171437	Tistrella mobilis	unique_gtdb_binomial	0.0020135785802309733
3	s__Tsuneonella dongtanensis	0.0049	692370	Altererythrobacter dongtanensis	unique_taxid	0.00016017102342746377
3	s__UBA3537 sp001735715	0.0486	1336795	Formosa sp. Hel3_A1_48	strict_source_name_or_assembly_sources_unique	0.0015886350486887222
3	s__UJ101 sp001880285	0.0146	1150389	Flavobacteriaceae bacterium UJ101	unique_taxid	0.00047724427388591247
3	s__Vibrio alginolyticus	0.0195	663	Vibrio alginolyticus	unique_gtdb_binomial	0.0006374152973133762
3	s__Vibrio anguillarum	0.2342	55601	Vibrio anguillarum	unique_taxid	0.007655521160553472
3	s__Vibrio breoganii	0.0098	553239	Vibrio breoganii	unique_taxid	0.00032034204685492753
3	s__Vibrio campbellii	0.0049	680	Vibrio campbellii	unique_gtdb_binomial	0.00016017102342746377
3	s__Vibrio cholerae	0.1561	666	Vibrio cholerae	unique_gtdb_binomial	0.0051025911749034885
3	s__Vibrio coralliilyticus	0.2537	190893	Vibrio coralliilyticus	unique_gtdb_binomial	0.008292936457866848
3	s__Vibrio furnissii	0.0293	29494	Vibrio furnissii	unique_taxid	0.0009577573441683037
3	s__Vibrio harveyi	0.0439	669	Vibrio harveyi	unique_gtdb_binomial	0.0014350016180542163
3	s__Vibrio natriegens	0.0098	1116375	Vibrio sp. EJY3	unique_taxid	0.00032034204685492753
3	s__Vibrio nigripulchritudo	0.0244	28173	Vibrio nigripulchritudo	unique_taxid	0.00079758632074084
3	s__Vibrio parahaemolyticus	0.0049	670	Vibrio parahaemolyticus	unique_gtdb_binomial	0.00016017102342746377
3	s__Vibrio scophthalmi	0.1708	45658	Vibrio scophthalmi	unique_gtdb_binomial	0.0055831042451858805
3	s__Vibrio tasmaniensis	0.0976	212663	Vibrio tasmaniensis	unique_gtdb_binomial	0.00319034528296336
3	s__Vibrio tubiashii	0.0829	29498	Vibrio tubiashii	unique_gtdb_binomial	0.0027098322126809684
3	s__Vibrio vulnificus	0.0293	672	Vibrio vulnificus	unique_gtdb_binomial	0.0009577573441683037
3	s__Vreelandella titanicae	0.0998	1380358	Halomonas sp. 23_GOM-1509m	unique_taxid	0.003262258803685895
3	s__Wenyingzhuangia fucanilytica	0.0546	1790137	Wenyingzhuangia fucanilytica	unique_taxid	0.0017847628324774536
3	s__Winmispira thermophila	0.0244	154	Spirochaeta thermophila	strict_source_name_or_assembly_sources_unique	0.00079758632074084
3	s__Woeseia oceani	0.0732	1548547	Woeseia oceani	unique_taxid	0.00239275896222252
3	s__Xianfuyuplasma sp000755705	0.0976	1541959	Candidatus Izimaplasma sp. HR1	unique_taxid	0.00319034528296336
3	s__Yersinia aldovae	0.0195	29483	Yersinia aldovae	unique_taxid	0.0006374152973133762
3	s__Yersinia ruckeri	0.0195	29486	Yersinia ruckeri	unique_taxid	0.0006374152973133762
3	s__Zunongwangia profunda	0.0732	398743	Zunongwangia profunda	unique_taxid	0.00239275896222252
4	s__Aciduliprofundum boonei	0.0192	379547	Aciduliprofundum boonei	unique_taxid	0.0006391605691192234
4	s__Acinetobacter venetianus	0.0575	52133	Acinetobacter venetianus	unique_taxid	0.0019141527460601743
4	s__Aegicerativicinus sp900104375	0.0096	1250295	Flavobacteriaceae bacterium MAR_2010_188	unique_taxid	0.0003195802845596117
4	s__Aeromonas salmonicida	0.0384	645	Aeromonas salmonicida	unique_taxid	0.0012783211382384467
4	s__Aeropyrum camini	0.0384	229980	Aeropyrum camini	unique_taxid	0.0012783211382384467
4	s__Alcanivorax borkumensis	0.0096	59754	Alcanivorax borkumensis	unique_taxid	0.0003195802845596117
4	s__Aliivibrio salmonicida	0.4219	40269	Aliivibrio salmonicida	unique_taxid	0.014044887714135436
4	s__Aliivibrio wodanis	0.5178	80852	Aliivibrio wodanis	unique_taxid	0.01723736159843406
4	s__Alteraurantiacibacter atlanticus	0.0288	1648404	Erythrobacter atlanticus	unique_taxid	0.0009587408536788351
4	s__Alteriqipengyuania bathyomarina	0.0479	1634516	Citromicrobium sp. JL477	unique_taxid	0.0015945724615005624
4	s__Alteromonas australica	0.0192	589873	Alteromonas australica	unique_taxid	0.0006391605691192234
4	s__Alteromonas macleodii	0.7959	28108	Alteromonas macleodii	unique_gtdb_binomial	0.02649520296677031
4	s__Alteromonas mediterranea	1.3162	314275	Alteromonas mediterranea	unique_taxid	0.043815788597641764
4	s__Aquibium oceanicum	0.0192	1670800	Mesorhizobium sp. B7	unique_taxid	0.0006391605691192234
4	s__Aquiluna sp900100865	0.0096	1855377	Candidatus Aquiluna sp. UB-MaderosW2red	unique_taxid	0.0003195802845596117
4	s__Archaeoglobus fulgidus	0.2014	2234	Archaeoglobus fulgidus	unique_taxid	0.0067045280531568534
4	s__Atelocyanobacterium thalassae	0.0479	713887	Candidatus Atelocyanobacterium thalassa	strict_source_name_or_assembly_sources_unique	0.0015945724615005624
4	s__Bacillus pumilus	0.0192	1408	Bacillus pumilus	unique_gtdb_binomial	0.0006391605691192234
4	s__Bacillus_AB infantis	0.0288	324767	Bacillus infantis	strict_source_name_or_assembly_sources_unique	0.0009587408536788351
4	s__Bdellovibrio bacteriovorus	0.0384	959	Bdellovibrio bacteriovorus	unique_gtdb_binomial	0.0012783211382384467
4	s__Belliella baltica	0.0192	232259	Belliella baltica	unique_taxid	0.0006391605691192234
4	s__Bernardetia litoralis	0.0096	999	Bernardetia litoralis	unique_taxid	0.0003195802845596117
4	s__Brucella melitensis	0.048	120576,120577	Brucella ceti;Brucella pinnipedialis	unique_taxid	0.0015979014227980586
4	s__Campylobacter_D peloridis	0.0192	488546	Campylobacter peloridis	unique_taxid	0.0006391605691192234
4	s__Carnobacterium divergens	0.0384	2748	Carnobacterium divergens	unique_gtdb_binomial	0.0012783211382384467
4	s__Celeribacter marinus	0.0096	1397108	Celeribacter marinus	unique_gtdb_binomial	0.0003195802845596117
4	s__Cellulophaga algicola	0.0111	59600	Cellulophaga algicola	unique_taxid	0.00036951470402205104
4	s__Cellulophaga baltica	0.0771	76594	Cellulophaga baltica	unique_gtdb_binomial	0.0025666291603693814
4	s__Cellulophaga lytica	0.0288	979	Cellulophaga lytica	unique_gtdb_binomial	0.0009587408536788351
4	s__Cenarchaeum symbiosum	0.0192	46770	Cenarchaeum symbiosum	unique_taxid	0.0006391605691192234
4	s__Cereibacter_A sphaeroides	0.0126	1063	Rhodobacter sphaeroides	strict_source_name_or_assembly_sources_unique	0.0004194491234844904
4	s__Chlorobium phaeobacteroides	0.1342	1096	Chlorobium phaeobacteroides	unique_gtdb_binomial	0.004467466061239572
4	s__Chloroherpeton thalassium	0.0575	100716	Chloroherpeton thalassium	unique_gtdb_binomial	0.0019141527460601743
4	s__Christiangramia sp900105135	0.0006	1250205	Gramella sp. MAR_2010_147	unique_taxid	1.997376778497573e-05
4	s__Chromatium violascens	0.0479	73141	Thiocystis violascens	strict_source_name_or_assembly_sources_unique	0.0015945724615005624
4	s__Clostridium cagae	0.163	1491	Clostridium botulinum	strict_source_name_or_assembly_sources_unique	0.005426206914918407
4	s__Colwellia psychrerythraea_A	0.0096	28229	Colwellia psychrerythraea	strict_source_name_or_assembly_sources_unique	0.0003195802845596117
4	s__Corynebacterium maris	0.0096	575200	Corynebacterium maris	unique_taxid	0.0003195802845596117
4	s__Corynebacterium phocae	0.0671	161895	Corynebacterium phocae	unique_taxid	0.002233733030619786
4	s__Corynebacterium stationis	0.0192	1705	Corynebacterium stationis	unique_taxid	0.0006391605691192234
4	s__Croceibacter atlanticus	0.0089	313588	Croceibacter atlanticus	unique_taxid	0.00029627755547714
4	s__Cyclobacterium amurskyense	0.0192	320787	Cyclobacterium amurskyense	unique_taxid	0.0006391605691192234
4	s__Cycloclasticus pugetii	0.9014	1329899	Cycloclasticus zancles	unique_taxid	0.03000725713562854
4	s__Deferribacter desulfuricans	0.0096	197162	Deferribacter desulfuricans	unique_taxid	0.0003195802845596117
4	s__Denitrovibrio acetiphilus	0.0096	118000	Denitrovibrio acetiphilus	unique_taxid	0.0003195802845596117
4	s__Desulfobacula toluolica	0.1918	28223	Desulfobacula toluolica	unique_taxid	0.0063849477685972425
4	s__Desulfocapsa sulfexigens	0.0288	65555	Desulfocapsa sulfexigens	unique_gtdb_binomial	0.0009587408536788351
4	s__Desulfococcus multivorans	0.1055	897	Desulfococcus multivorans	unique_taxid	0.0035120541688582326
4	s__Desulfocurvibacter africanus	0.0863	873	Desulfovibrio africanus	unique_taxid	0.0028728935997390094
4	s__Desulforapulum autotrophicum	0.0288	2296	Desulfobacterium autotrophicum	strict_source_name_or_assembly_sources_unique	0.0009587408536788351
4	s__Desulfotalea psychrophila	0.0671	84980	Desulfotalea psychrophila	unique_taxid	0.002233733030619786
4	s__Desulfovibrio desulfuricans	0.0384	876	Desulfovibrio desulfuricans	unique_gtdb_binomial	0.0012783211382384467
4	s__Dinoroseobacter shibae	0.0192	215813	Dinoroseobacter shibae	unique_taxid	0.0006391605691192234
4	s__Dokdonia sp000212355	0.1878	983548	Dokdonia sp. 4H-3-7-5	unique_taxid	0.006251789316697404
4	s__Dokdonia sp947496725	0.0192	313590	Dokdonia sp. MED134	unique_taxid	0.0006391605691192234
4	s__Draconibacterium orientale	0.0192	1168034	Draconibacterium orientale	unique_gtdb_binomial	0.0006391605691192234
4	s__Epibacterium sp000014065	0.0069	292414	Ruegeria sp. TM1040	unique_taxid	0.0002296983295272209
4	s__Erythrobacter epoxidivorans	0.0096	361183	Altererythrobacter epoxidivorans	unique_taxid	0.0003195802845596117
4	s__Erythrobacter ishigakiensis	0.0096	476157	Altererythrobacter ishigakiensis	unique_taxid	0.0003195802845596117
4	s__Erythrobacter litoralis	0.2493	39960	Erythrobacter litoralis	unique_gtdb_binomial	0.008299100514657416
4	s__Filomicrobium insigne	0.0192	1608628	Candidatus Filomicrobium marinum	unique_taxid	0.0006391605691192234
4	s__Flagellimonas ruestringensis	0.0384	111501	Muricauda ruestringensis	strict_source_name_or_assembly_sources_unique	0.0012783211382384467
4	s__Flagellimonas_A lutaonensis	0.0096	516051	Muricauda lutaonensis	unique_taxid	0.0003195802845596117
4	s__Flammeovirga yaeyamensis	0.5657	1191459	Flammeovirga sp. MY04	unique_taxid	0.018831934059934618
4	s__Flavobacterium psychrophilum	0.2117	96345	Flavobacterium psychrophilum	unique_gtdb_binomial	0.007047411066798937
4	s__Flexistipes sinusarabici	0.0096	2352	Flexistipes sinusarabici	unique_taxid	0.0003195802845596117
4	s__Francisella noatunensis	0.0288	657445	Francisella noatunensis	unique_taxid	0.0009587408536788351
4	s__Francisella uliginis	0.0096	573570	Francisella sp. TX077310	unique_taxid	0.0003195802845596117
4	s__Glaciecola nitratireducens	0.0575	300231	Glaciecola nitratireducens	unique_taxid	0.0019141527460601743
4	s__Gloeomargarita lithophora	0.0192	1188228	Gloeomargarita lithophora	unique_taxid	0.0006391605691192234
4	s__Gymnodinialimonas sp000013565	0.0384	290400	Jannaschia sp. CCS1	unique_taxid	0.0012783211382384467
4	s__Hahella chejuensis	0.0192	158327	Hahella chejuensis	unique_taxid	0.0006391605691192234
4	s__Halanaeroarchaeum sulfurireducens	0.0096	1604004	Halanaeroarchaeum sulfurireducens	unique_taxid	0.0003195802845596117
4	s__Halolamina sediminis	0.0096	1480675	Halolamina sediminis	unique_taxid	0.0003195802845596117
4	s__Halomonas aestuarii	0.1342	1897729	Halomonas aestuarii	unique_taxid	0.004467466061239572
4	s__Halomonas elongata	0.002	2746	Halomonas elongata	unique_gtdb_binomial	6.657922594991911e-05
4	s__Halorhabdus tiamatea	0.0575	430914	Halorhabdus tiamatea	unique_taxid	0.0019141527460601743
4	s__Hel1-33-131 sp001735745	0.0063	1336794	Formosa sp. Hel1_33_131	strict_source_name_or_assembly_sources_unique	0.0002097245617422452
4	s__Hungateiclostridium thermocellum	0.0575	1515	Ruminiclostridium thermocellum	unique_taxid	0.0019141527460601743
4	s__Hydrogenovibrio crunogenus	0.0192	39765	Thiomicrospira crunogena	unique_taxid	0.0006391605691192234
4	s__Hyperthermus butylicus	1.6013	54248	Hyperthermus butylicus	unique_taxid	0.05330665725680273
4	s__Hyphomicrobium_C nitrativorans	0.326	1427356	Hyphomicrobium nitrativorans	unique_taxid	0.010852413829836814
4	s__Hyphomonas neptunia	0.1342	81032	Hyphomonas neptunium	unique_taxid	0.004467466061239572
4	s__Idiomarina loihiensis	0.0096	135577	Idiomarina loihiensis	unique_gtdb_binomial	0.0003195802845596117
4	s__Ignicoccus hospitalis	0.0192	160233	Ignicoccus hospitalis	unique_taxid	0.0006391605691192234
4	s__Ilumatobacter_A coccineus	0.4123	467094	Ilumatobacter coccineus	strict_source_name_or_assembly_sources_unique	0.013725307429575824
4	s__Ilyobacter polytropus	0.0096	167642	Ilyobacter polytropus	unique_gtdb_binomial	0.0003195802845596117
4	s__Isoalcanivorax pacificus	0.0096	1306787	Alcanivorax pacificus	unique_taxid	0.0003195802845596117
4	s__Kangiella geojedonensis	0.0192	914150	Kangiella geojedonensis	unique_taxid	0.0006391605691192234
4	s__Kangiella koreensis	0.0288	261964	Kangiella koreensis	unique_taxid	0.0009587408536788351
4	s__Lacinutrix sp000211855	0.0959	983544	Lacinutrix sp. 5H-3-7-4	unique_taxid	0.0031924738842986212
4	s__Lactococcus garvieae	0.0096	1363	Lactococcus garvieae	unique_gtdb_binomial	0.0003195802845596117
4	s__Leisingera methylohalidivorans	0.0096	133924	Leisingera methylohalidivorans	unique_taxid	0.0003195802845596117
4	s__Leuconostoc lactis	0.0096	1246	Leuconostoc lactis	unique_gtdb_binomial	0.0003195802845596117
4	s__MONJU sp000801295	0.0096	1248727	endosymbiont of unidentified scaly snail isolate Monju	unique_taxid	0.0003195802845596117
4	s__MRBY01 sp001693275	0.0192	32049	Synechococcus sp. PCC 7002	unique_taxid	0.0006391605691192234
4	s__MTP4 sp000970045	0.0192	1434100	Methanosarcina sp. MTP4	unique_taxid	0.0006391605691192234
4	s__Magnetospira sp000968135	0.1731	1288970	Magnetospira sp. QH-2	unique_taxid	0.0057624320059654986
4	s__Maribacter dokdonensis	0.0096	1644130	Maribacter sp. 1_2014MBL_MicDiv	unique_taxid	0.0003195802845596117
4	s__Maribacter_A sp000153165	0.0384	313603	Maribacter sp. HTCC2170	unique_taxid	0.0012783211382384467
4	s__Marinitoga piezophila	0.0192	149715	Marinitoga piezophila	unique_taxid	0.0006391605691192234
4	s__Marinobacter adhaerens	0.0096	1033846	Marinobacter adhaerens	unique_gtdb_binomial	0.0003195802845596117
4	s__Marinobacter nauticus	0.0357	2743	Marinobacter hydrocarbonoclasticus	strict_source_name_or_assembly_sources_unique	0.0011884391832060561
4	s__Marinobacter psychrophilus	0.0959	490759	Marinobacter sp. BSs20148	unique_taxid	0.0031924738842986212
4	s__Marinobacter salinus	0.0141	1874317	Marinobacter salinus	unique_taxid	0.0004693835429469297
4	s__Marinobacter similis	0.0479	1420916	Marinobacter similis	unique_taxid	0.0015945724615005624
4	s__Marinobacterium_A aestuarii	0.0306	1821621	Marinobacterium sp. ST58-10	unique_taxid	0.0010186621570337623
4	s__Marinomonas mediterranea	0.0096	119864	Marinomonas mediterranea	unique_taxid	0.0003195802845596117
4	s__Marinomonas posidonica	0.7192	936476	Marinomonas posidonica	unique_gtdb_binomial	0.023941889651590907
4	s__Marinovum algicola	0.0027	42444	Marinovum algicola	unique_taxid	8.988195503239079e-05
4	s__Marivirga tractuosa	0.0288	1006	Marivirga tractuosa	unique_gtdb_binomial	0.0009587408536788351
4	s__Marivivens geojensis	0.0037	1920883	Donghicola sp. JLT3646	unique_taxid	0.00012317156800735035
4	s__Metabacillus weihaiensis	0.0192	1547283	Bacillus weihaiensis	unique_taxid	0.0006391605691192234
4	s__Methanocaldococcus sp000025525	0.0096	644281	Methanocaldococcus sp. FS406-22	unique_taxid	0.0003195802845596117
4	s__Methanocaldococcus vulcanius	0.0288	73913	Methanocaldococcus vulcanius	unique_taxid	0.0009587408536788351
4	s__Methanococcus maripaludis	0.0671	39152	Methanococcus maripaludis	unique_gtdb_binomial	0.002233733030619786
4	s__Methanococcus voltae	0.0192	2188	Methanococcus voltae	unique_gtdb_binomial	0.0006391605691192234
4	s__Methanoculleus marisnigri	0.0384	2198	Methanoculleus marisnigri	unique_gtdb_binomial	0.0012783211382384467
4	s__Methanosarcina siciliae	0.1726	38027	Methanosarcina siciliae	unique_taxid	0.005745787199478019
4	s__Methyloceanibacter caenitepidi	0.5945	1384459	Methyloceanibacter caenitepidi	unique_taxid	0.019790674913613453
4	s__Methylomonas methanica	0.0767	421	Methylomonas methanica	unique_gtdb_binomial	0.002553313315179398
4	s__Micrococcus luteus	0.0384	1270	Micrococcus luteus	unique_gtdb_binomial	0.0012783211382384467
4	s__Micromonospora arenicola	0.0726	168697	Salinispora arenicola	unique_taxid	0.0024168259019820633
4	s__Micromonospora gifhornensis	0.0164	1003110	Verrucosispora maris	unique_taxid	0.0005459496527893367
