sample	source_genome_id	source_profile_taxid	species_taxid	species_label	abundance_pct_all	profile_scope	taxpathsn	recommended_gtdb_species	recommended_resolution_rule	taxid_gtdb_species_count	ncbi_name_gtdb_species_count	gtdb_binomial_species_count
3	hvASV39.2	2315527.1	2956036	Justusliebigvirus PD06	0.0027	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Justusliebigvirus|Justusliebigvirus PD06|Escherichia phage vB_vPM_PD06 strain		out_of_scope	0	0	0
3	vASV62.0	1540098.1	1921555	Seuratvirus seurat	0.0027	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Seuratvirus|Seuratvirus seurat|Escherichia phage Seurat strain		out_of_scope	0	0	0
3	ASV741.7	573.1	573	Klebsiella pneumoniae	0.0026	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella pneumoniae|Klebsiella pneumoniae strain	s__Klebsiella pneumoniae	unique_gtdb_binomial	63	63	1
3	ASV615.1	33037.1	33037	Anaerococcus vaginalis	0.0026	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Tissierellia|Tissierellales|Peptoniphilaceae|Anaerococcus|Anaerococcus vaginalis|Anaerococcus vaginalis strain	s__Anaerococcus vaginalis	unique_gtdb_binomial	4	4	1
3	ASV514.4	1305.9	1305	Streptococcus sanguinis	0.0026	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sanguinis|Streptococcus sanguinis strain	s__Streptococcus sanguinis	unique_gtdb_binomial	27	27	1
3	ASV67.4	216816.34	216816	Bifidobacterium longum	0.0026	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium longum|Bifidobacterium longum strain	s__Bifidobacterium longum	unique_gtdb_binomial	10	10	1
3	vASV68.0	1527524.1	2843956	Pseudotevenvirus miller	0.0023	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Pseudotevenvirus|Pseudotevenvirus miller|Citrobacter phage Miller strain		out_of_scope	0	0	0
3	ASV557.8	1547.7	1547	Thomasclavelia ramosa	0.0023	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Erysipelotrichia|Erysipelotrichales|Coprobacillaceae|Thomasclavelia|Thomasclavelia ramosa|Thomasclavelia ramosa strain	s__Thomasclavelia ramosa	unique_gtdb_binomial	4	4	1
3	ASV385.9	47715.8	47715	Lacticaseibacillus rhamnosus	0.0023	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lacticaseibacillus|Lacticaseibacillus rhamnosus|Lacticaseibacillus rhamnosus strain	s__Lacticaseibacillus rhamnosus	unique_species_taxid	1	1	1
3	vASV21.0	1391223.1	1920755	Gamaleyavirus APEC7	0.002	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Schitoviridae|Gamaleyavirus|Gamaleyavirus APEC7|Escherichia phage vB_EcoP_PhAPEC7 strain		out_of_scope	0	0	0
3	vASV52.0	1852563.1	2734031	Vilniusvirus NBD2	0.0019	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Vilniusvirus|Vilniusvirus NBD2|Escherichia phage vB_EcoS_NBD2 strain		out_of_scope	0	0	0
3	ASV610.0	37734.7	37734	Enterococcus casseliflavus	0.0017	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus casseliflavus|Enterococcus casseliflavus strain		unresolved	3	3	0
3	hvASV37.1	2024339.1	2845173	Ceduovirus cv62403	0.0015	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Ceduovirus|Ceduovirus cv62403|Lactococcus phage 62403 strain		out_of_scope	0	0	0
3	ASV627.14	2764326.1	2764326	Fusobacterium hominis	0.0015	gtdb_profile_scope	cellular organisms|Bacteria|Fusobacteriati|Fusobacteriota|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium hominis|Fusobacterium hominis strain	s__Fusobacterium_A hominis	unique_species_taxid	1	1	0
3	ASV412.1	1737424.3	1737424	Blautia massiliensis (ex Durand et al. 2017)	0.0015	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Blautia|Blautia massiliensis (ex Durand et al. 2017)|Blautia massiliensis (ex Durand et al. 2017) strain		unresolved	8	8	0
3	ASV87.9	28026.27	28026	Bifidobacterium pseudocatenulatum	0.0015	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium pseudocatenulatum|Bifidobacterium pseudocatenulatum strain	s__Bifidobacterium pseudocatenulatum	unique_gtdb_binomial	4	4	1
3	ASV440.14	666.8	666	Vibrio cholerae	0.0015	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio cholerae|Vibrio cholerae strain	s__Vibrio cholerae	unique_gtdb_binomial	4	4	1
3	ASV331.10	562.83	562	Escherichia coli	0.0015	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	s__Escherichia coli	unique_gtdb_binomial	51	51	1
3	pASV99	45202.100	45202	unidentified plasmid	0.0013	out_of_scope	other entries||||||||unidentified plasmid|unidentified plasmid strain		out_of_scope	0	0	0
3	fASV195.0	746128.1	746128	Aspergillus fumigatus	0.0013	out_of_scope	cellular organisms|Eukaryota|Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus fumigatus|Aspergillus fumigatus strain		out_of_scope	0	0	0
3	hvASV35.7	2994041.1	355246	Rtpvirus Rtp	0.0012	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Rtpvirus|Rtpvirus Rtp|Escherichia phage Rtp strain		out_of_scope	0	0	0
3	pASV96	45202.97	45202	unidentified plasmid	0.0012	out_of_scope	other entries||||||||unidentified plasmid|unidentified plasmid strain		out_of_scope	0	0	0
3	hvASV24.0	1208309.1	1208309	Deltapolyomavirus decihominis	0.0012	out_of_scope	Viruses|Monodnaviria|Shotokuvirae|Cossaviricota|Papovaviricetes|Sepolyvirales|Polyomaviridae|Deltapolyomavirus|Deltapolyomavirus decihominis|Deltapolyomavirus decihominis strain		out_of_scope	0	0	0
3	pASV98	45202.99	45202	unidentified plasmid	0.0012	out_of_scope	other entries||||||||unidentified plasmid|unidentified plasmid strain		out_of_scope	0	0	0
3	pASV102	45202.103	45202	unidentified plasmid	0.0012	out_of_scope	other entries||||||||unidentified plasmid|unidentified plasmid strain		out_of_scope	0	0	0
3	pASV100	45202.101	45202	unidentified plasmid	0.0012	out_of_scope	other entries||||||||unidentified plasmid|unidentified plasmid strain		out_of_scope	0	0	0
3	ASV551.0	100886.1	100886	Catenibacterium mitsuokai	0.0012	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Erysipelotrichia|Erysipelotrichales|Coprobacillaceae|Catenibacterium|Catenibacterium mitsuokai|Catenibacterium mitsuokai strain		unresolved	4	4	0
3	ASV243.0	1290.1	1290	Staphylococcus hominis	0.0012	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus hominis|Staphylococcus hominis strain	s__Staphylococcus hominis	unique_species_taxid	1	1	1
3	ASV31.1	2943492.1	2943492	Corynebacterium intestinale	0.0012	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Mycobacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium intestinale|Corynebacterium intestinale strain	s__Corynebacterium hesseae	unique_species_taxid	1	1	0
3	ASV466.4	33038.9	33038	Mediterraneibacter gnavus	0.0012	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Mediterraneibacter|Mediterraneibacter gnavus|Mediterraneibacter gnavus strain	s__Mediterraneibacter gnavus	unique_gtdb_binomial	4	4	1
3	ASV134.1	28116.8	28116	Bacteroides ovatus	0.0012	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides ovatus|Bacteroides ovatus strain	s__Bacteroides ovatus	unique_gtdb_binomial	10	10	1
3	ASV576.14	1351.32	1351	Enterococcus faecalis	0.0012	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	s__Enterococcus faecalis	unique_gtdb_binomial	8	8	1
3	ASV156.7	818.18	818	Bacteroides thetaiotaomicron	0.0012	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides thetaiotaomicron|Bacteroides thetaiotaomicron strain	s__Bacteroides thetaiotaomicron	unique_gtdb_binomial	12	12	1
3	ASV62.4	28026.22	28026	Bifidobacterium pseudocatenulatum	0.0012	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium pseudocatenulatum|Bifidobacterium pseudocatenulatum strain	s__Bifidobacterium pseudocatenulatum	unique_gtdb_binomial	4	4	1
3	ASV519.11	1304.21	1304	Streptococcus salivarius	0.0012	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus salivarius|Streptococcus salivarius strain	s__Streptococcus salivarius	unique_gtdb_binomial	10	10	1
3	ASV374.8	1579.6	1579	Lactobacillus acidophilus	0.0012	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus acidophilus|Lactobacillus acidophilus strain	s__Lactobacillus acidophilus	unique_gtdb_binomial	2	2	1
3	ASV497.8	1351.101	1351	Enterococcus faecalis	0.0012	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	s__Enterococcus faecalis	unique_gtdb_binomial	8	8	1
3	pASV97	45202.98	45202	unidentified plasmid	0.0012	out_of_scope	other entries||||||||unidentified plasmid|unidentified plasmid strain		out_of_scope	0	0	0
3	pASV101	45202.102	45202	unidentified plasmid	0.0012	out_of_scope	other entries||||||||unidentified plasmid|unidentified plasmid strain		out_of_scope	0	0	0
3	hASV1.0	9606.1	9606	Homo sapiens	0.001	out_of_scope	cellular organisms|Eukaryota|Metazoa|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens|Homo sapiens strain		out_of_scope	0	0	0
3	hvASV34.2	1595998.1	1595998	Human smacovirus 1	0.001	out_of_scope	Viruses|Monodnaviria|Shotokuvirae|Cressdnaviricota|Arfiviricetes|Cremevirales|Smacoviridae|Huchismacovirus|Human smacovirus 1|Human smacovirus 1 strain		out_of_scope	0	0	0
3	vASV30.0	2508185.1	3428278	Dhillonvirus PTXU06	0.0009	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Dhillonvirus|Dhillonvirus PTXU06|Escherichia phage vB_EcoS_PTXU06 strain		out_of_scope	0	0	0
3	ASV245.13	1303.1	1303	Streptococcus oralis	0.0009	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus oralis|Streptococcus oralis strain	s__Streptococcus oralis	unique_gtdb_binomial	100	100	1
3	ASV827.0	3115151.1	3115151	Akkermansia sp. AE01SA01	0.0009	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Verrucomicrobiota|Verrucomicrobiia|Verrucomicrobiales|Akkermansiaceae|Akkermansia|Akkermansia sp. AE01SA01|Akkermansia sp. AE01SA01 strain	s__Akkermansia sp004167605	unique_species_taxid	1	1	0
3	ASV582.2	437897.3	437897	Megamonas funiformis	0.0009	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Negativicutes|Selenomonadales|Selenomonadaceae|Megamonas|Megamonas funiformis|Megamonas funiformis strain	s__Megamonas funiformis	unique_species_taxid	1	1	1
3	ASV113.4	310297.3	310297	Phocaeicola plebeius	0.0009	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Phocaeicola|Phocaeicola plebeius|Phocaeicola plebeius strain	s__Phocaeicola plebeius	unique_gtdb_binomial	8	8	1
3	ASV596.10	1351.53	1351	Enterococcus faecalis	0.0009	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	s__Enterococcus faecalis	unique_gtdb_binomial	8	8	1
3	ASV689.12	571.3	571	Klebsiella oxytoca	0.0009	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella oxytoca|Klebsiella oxytoca strain	s__Klebsiella oxytoca	unique_gtdb_binomial	9	9	1
3	ASV494.16	195.4	195	Campylobacter coli	0.0009	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter coli|Campylobacter coli strain		unresolved	5	5	0
3	ASV506.3	548.2	548	Klebsiella aerogenes	0.0009	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella aerogenes|Klebsiella aerogenes strain	s__Klebsiella aerogenes	unique_gtdb_binomial	6	6	1
3	ASV564.0	1735.1	1735	Holdemanella biformis	0.0006	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Holdemanella|Holdemanella biformis|Holdemanella biformis strain	s__Holdemanella biformis	unique_gtdb_binomial	6	6	1
3	ASV124.1	821.1	821	Phocaeicola vulgatus	0.0006	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Phocaeicola|Phocaeicola vulgatus|Phocaeicola vulgatus strain	s__Phocaeicola vulgatus	unique_gtdb_binomial	10	10	1
3	ASV227.0	29391.1	29391	Gemella morbillorum	0.0006	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Bacillales|Gemellaceae|Gemella|Gemella morbillorum|Gemella morbillorum strain	s__Gemella morbillorum	unique_gtdb_binomial	2	2	1
3	ASV19.6	1686.2	1686	Bifidobacterium catenulatum	0.0006	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium catenulatum|Bifidobacterium catenulatum strain	s__Bifidobacterium catenulatum	unique_gtdb_binomial	5	5	1
3	ASV481.4	261299.7	261299	Intestinibacter bartlettii	0.0006	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Peptostreptococcales|Peptostreptococcaceae|Intestinibacter|Intestinibacter bartlettii|Intestinibacter bartlettii strain	s__Intestinibacter bartlettii	unique_gtdb_binomial	2	2	1
3	ASV173.5	823.17	823	Parabacteroides distasonis	0.0006	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides distasonis|Parabacteroides distasonis strain	s__Parabacteroides distasonis	unique_gtdb_binomial	23	23	1
3	ASV483.9	1261.8	1261	Peptostreptococcus anaerobius	0.0006	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Peptostreptococcales|Peptostreptococcaceae|Peptostreptococcus|Peptostreptococcus anaerobius|Peptostreptococcus anaerobius strain	s__Peptostreptococcus anaerobius	unique_species_taxid	1	1	1
3	ASV498.1	2787078.1	2787078	Anaeromassilibacillus sp. D41t1_190614_C2	0.0006	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Acutalibacteraceae|Anaeromassilibacillus|Anaeromassilibacillus sp. D41t1_190614_C2|Anaeromassilibacillus sp. D41t1_190614_C2 strain	s__Anaeromassilibacillus stercoravium	unique_species_taxid	1	1	0
3	ASV60.14	216816.15	216816	Bifidobacterium longum	0.0006	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium longum|Bifidobacterium longum strain	s__Bifidobacterium longum	unique_gtdb_binomial	10	10	1
3	ASV8.0	216816.24	216816	Bifidobacterium longum	0.0006	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium longum|Bifidobacterium longum strain	s__Bifidobacterium longum	unique_gtdb_binomial	10	10	1
3	ASV148.12	818.20	818	Bacteroides thetaiotaomicron	0.0006	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides thetaiotaomicron|Bacteroides thetaiotaomicron strain	s__Bacteroides thetaiotaomicron	unique_gtdb_binomial	12	12	1
3	ASV35.0	1683.1	1683	Bifidobacterium angulatum	0.0006	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium angulatum|Bifidobacterium angulatum strain	s__Bifidobacterium angulatum	unique_gtdb_binomial	2	2	1
3	ASV493.9	1623.2	1623	Ligilactobacillus ruminis	0.0006	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus|Ligilactobacillus ruminis|Ligilactobacillus ruminis strain	s__Ligilactobacillus ruminis	unique_gtdb_binomial	5	5	1
3	ASV475.12	1305.8	1305	Streptococcus sanguinis	0.0006	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sanguinis|Streptococcus sanguinis strain	s__Streptococcus sanguinis	unique_gtdb_binomial	27	27	1
3	ASV398.11	28901.6	28901	Salmonella enterica	0.0006	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica strain	s__Salmonella enterica	unique_gtdb_binomial	11	11	1
3	vASV99.0	2508187.1	3428289	Dhillonvirus WF1	0.0005	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Dhillonvirus|Dhillonvirus WF1|Escherichia phage vB_EcoS_WFI strain		out_of_scope	0	0	0
3	hvASV20.3	2029662.1	2845161	Skunavirus sv38503	0.0004	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv38503|Lactococcus phage 38503 strain		out_of_scope	0	0	0
3	ASV149.7	165179.4	165179	Segatella copri	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Segatella|Segatella copri|Segatella copri strain		unresolved	58	58	0
3	ASV127.7	487174.1	487174	Barnesiella intestinihominis	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Barnesiellaceae|Barnesiella|Barnesiella intestinihominis|Barnesiella intestinihominis strain	s__Barnesiella intestinihominis	unique_gtdb_binomial	13	13	1
3	ASV714.0	665942.1	665942	Desulfovibrio sp. 6_1_46AFAA	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Thermodesulfobacteriota|Desulfovibrionia|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio sp. 6_1_46AFAA|Desulfovibrio sp. 6_1_46AFAA strain	s__Desulfovibrio fairfieldensis	unique_species_taxid	1	1	0
3	ASV96.12	28116.7	28116	Bacteroides ovatus	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides ovatus|Bacteroides ovatus strain	s__Bacteroides ovatus	unique_gtdb_binomial	10	10	1
3	ASV380.6	2293103.1	2293103	Eubacterium sp. AF15-50	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium|Eubacterium sp. AF15-50|Eubacterium sp. AF15-50 strain	s__Eubacterium_G segne	unique_species_taxid	1	1	0
3	ASV341.4	1502.4	1502	Clostridium perfringens	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium perfringens|Clostridium perfringens strain		unresolved	7	7	0
3	ASV297.3	33038.2	33038	Mediterraneibacter gnavus	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Mediterraneibacter|Mediterraneibacter gnavus|Mediterraneibacter gnavus strain	s__Mediterraneibacter gnavus	unique_gtdb_binomial	4	4	1
3	ASV392.10	33039.2	33039	[Ruminococcus] torques	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Mediterraneibacter|[Ruminococcus] torques|[Ruminococcus] torques strain		unresolved	12	12	0
3	ASV265.16	1597.1	1597	Lacticaseibacillus paracasei	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lacticaseibacillus|Lacticaseibacillus paracasei|Lacticaseibacillus paracasei strain	s__Lacticaseibacillus paracasei	unique_species_taxid	1	1	1
3	ASV286.3	1318.4	1318	Streptococcus parasanguinis	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus parasanguinis|Streptococcus parasanguinis strain	s__Streptococcus parasanguinis	unique_gtdb_binomial	46	46	1
3	ASV226.9	1396.1	1396	Bacillus cereus	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus cereus|Bacillus cereus strain		unresolved	40	45	0
3	ASV617.0	1260.1	1260	Finegoldia magna	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Tissierellia|Tissierellales|Peptoniphilaceae|Finegoldia|Finegoldia magna|Finegoldia magna strain	s__Finegoldia magna	unique_gtdb_binomial	7	7	1
3	ASV468.3	1550024.2	1550024	Ruthenibacterium lactatiformans	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Ruthenibacterium|Ruthenibacterium lactatiformans|Ruthenibacterium lactatiformans strain	s__Ruthenibacterium lactatiformans	unique_gtdb_binomial	6	6	1
3	ASV64.9	28026.10	28026	Bifidobacterium pseudocatenulatum	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium pseudocatenulatum|Bifidobacterium pseudocatenulatum strain	s__Bifidobacterium pseudocatenulatum	unique_gtdb_binomial	4	4	1
3	ASV153.6	818.14	818	Bacteroides thetaiotaomicron	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides thetaiotaomicron|Bacteroides thetaiotaomicron strain	s__Bacteroides thetaiotaomicron	unique_gtdb_binomial	12	12	1
3	ASV150.2	28116.18	28116	Bacteroides ovatus	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides ovatus|Bacteroides ovatus strain	s__Bacteroides ovatus	unique_gtdb_binomial	10	10	1
3	ASV655.10	2819695.1	2819695	Salmonella sp. 32058101201500184GS-01-SM-01	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella sp. 32058101201500184GS-01-SM-01|Salmonella sp. 32058101201500184GS-01-SM-01 strain	s__Salmonella enterica	unique_species_taxid	1	1	0
3	ASV546.4	197614.2	197614	Streptococcus pasteurianus	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pasteurianus|Streptococcus pasteurianus strain	s__Streptococcus pasteurianus	unique_gtdb_binomial	4	4	1
3	ASV256.1	37734.6	37734	Enterococcus casseliflavus	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus casseliflavus|Enterococcus casseliflavus strain		unresolved	3	3	0
3	ASV80.0	216816.20	216816	Bifidobacterium longum	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium longum|Bifidobacterium longum strain	s__Bifidobacterium longum	unique_gtdb_binomial	10	10	1
3	ASV630.10	851.5	851	Fusobacterium nucleatum	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Fusobacteriati|Fusobacteriota|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium nucleatum|Fusobacterium nucleatum strain	s__Fusobacterium nucleatum	unique_gtdb_binomial	10	10	1
3	ASV789.1	573.10	573	Klebsiella pneumoniae	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella pneumoniae|Klebsiella pneumoniae strain	s__Klebsiella pneumoniae	unique_gtdb_binomial	63	63	1
3	ASV248.13	1328.2	1328	Streptococcus anginosus	0.0003	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus anginosus|Streptococcus anginosus strain	s__Streptococcus anginosus	unique_gtdb_binomial	4	4	1
