sample	gtdb_species	abundance_pct_all	truth_abundance	source_taxids
1	s__Phaeobacter inhibens	0.013	0.0004170195293453422	221822
1	s__Photobacterium gaetbulicola	0.0259	0.0008308312161572587	1295392
1	s__Photobacterium profundum	0.0259	0.0008308312161572587	74109
1	s__Piscirickettsia salmonis	0.2075	0.006656273256858347	1238
1	s__Planktomarina temperata	0.0133	0.0004266430569456194	1284658
1	s__Planococcus antarcticus	0.0389	0.001247850745502601	161360
1	s__Planococcus donghaensis	0.0389	0.001247850745502601	414778
1	s__Planococcus maritimus	0.013	0.0004170195293453422	192421
1	s__Polaribacter todarodis	0.0778	0.002495701491005202	1850252
1	s__Polaribacter vadi	0.0389	0.001247850745502601	1774273
1	s__Prochlorococcus_A sp000757845	0.0519	0.0016648702748479434	1501268
1	s__Prochlorococcus_B sp000757865	0.013	0.0004170195293453422	1501269
1	s__Pseudalgibacter alginicilyticus	0.0519	0.0016648702748479434	1736674
1	s__Pseudoalteromonas haloplanktis	0.0519	0.0016648702748479434	228
1	s__Pseudoalteromonas luteoviolacea	0.0259	0.0008308312161572587	43657
1	s__Pseudoalteromonas piratica	0.0259	0.0008308312161572587	1348114
1	s__Pseudodesulfovibrio piezophilus	0.1167	0.003743552236507803	879567
1	s__Psychrobacter sp000586415	0.4797	0.015388020632843129	1298608
1	s__Pusillimonas_C sp000209655	0.0389	0.001247850745502601	1007105
1	s__Pyrobaculum aerophilum	0.0259	0.0008308312161572587	13773
1	s__Pyrococcus furiosus	0.0778	0.002495701491005202	2261
1	s__Pyrococcus horikoshii	0.013	0.0004170195293453422	53953
1	s__Pyrococcus sp000211475	0.1686	0.005408422511355746	342949
1	s__Pyrococcus sp000263735	0.013	0.0004170195293453422	1183377
1	s__RCC307 sp000063525	0.0259	0.0008308312161572587	316278
1	s__Rhodobacter xanthinilyticus	0.0036	0.00011548233120332554	1850250
1	s__Rhodococcoides sp000954115	0.0648	0.0020786819616598596	1564114
1	s__Rhodoferax ferrireducens	0.0519	0.0016648702748479434	192843
1	s__Rhodovulum sulfidophilum	0.0259	0.0008308312161572587	35806
1	s__Saccharophagus degradans	0.013	0.0004170195293453422	86304
1	s__Salinibacter ruber	0.013	0.0004170195293453422	146919
1	s__Salinispira pacifica	0.1426	0.004574383452665062	1307761
1	s__Salipiger sp001687105	0.0519	0.0016648702748479434	1792508
1	s__Salmonella enterica	0.2982	0.009565786434675467	28901
1	s__Saprospira grandis	0.013	0.0004170195293453422	1008
1	s__Sedimenticola thiotaurini	0.0389	0.001247850745502601	1543721
1	s__Shewanella amazonensis	0.013	0.0004170195293453422	60478
1	s__Shewanella baltica	0.2982	0.009565786434675467	62322
1	s__Shewanella denitrificans	0.013	0.0004170195293453422	192073
1	s__Shewanella frigidimarina	0.1167	0.003743552236507803	56812
1	s__Shewanella halifaxensis	0.0519	0.0016648702748479434	271098
1	s__Shewanella piezotolerans	0.0778	0.002495701491005202	404011
1	s__Shewanella sp029835735	0.2723	0.008734955218518206	94122
1	s__Shewanella woodyi	0.013	0.0004170195293453422	60961
1	s__Siansivirga zeaxanthinifaciens	0.0035	0.00011227448866989984	762954
1	s__Spiribacter curvatus	2.3857	0.07652949931993715	1335757
1	s__Spiribacter salinus	0.9724	0.0311930607950316	1335746
1	s__Spongiibacter sp001010805	0.0648	0.0020786819616598596	1620392
1	s__Sporosarcina psychrophila	0.0259	0.0008308312161572587	1476
1	s__Staphylococcus equorum	0.013	0.0004170195293453422	246432
1	s__Staphylococcus warneri	0.8168	0.026201657813021195	1292
1	s__Staphylothermus hellenicus	0.0259	0.0008308312161572587	84599
1	s__Staphylothermus marinus	0.0389	0.001247850745502601	2280
1	s__Stappia sp900105595	0.0259	0.0008308312161572587	1881061
1	s__Streptococcus agalactiae	0.0389	0.001247850745502601	1311
1	s__Streptococcus iniae	0.0778	0.002495701491005202	1346
1	s__Streptomyces albus	0.013	0.0004170195293453422	1888
1	s__Streptomyces sp001011035	0.0389	0.001247850745502601	444103
1	s__Sulfurimonas denitrificans	0.0389	0.001247850745502601	39766
1	s__Sulfurovum sp000010345	0.9076	0.02911437883337174	387093
1	s__Synechococcus_C sp000014585	0.1556	0.004991402982010404	64471
1	s__Synechococcus_C sp000063505	0.0908	0.0029127210203505447	32051
1	s__Syntrophotalea acetylenica	0.553	0.017739369209844175	29542
1	s__Syntrophotalea carbinolica	0.0305	0.0009783919726948415	19
1	s__Thalassolituus oleivorans	0.3524	0.011304437087792201	187493
1	s__Thalassoporum mexicanum	0.0259	0.0008308312161572587	82654
1	s__Thalassotalea_A crassostreae	0.0259	0.0008308312161572587	1763536
1	s__Thermaerobacter marianensis	0.013	0.0004170195293453422	73919
1	s__Thermoclostridium stercorarium	0.013	0.0004170195293453422	1510
1	s__Thermococcus gammatolerans	0.013	0.0004170195293453422	187878
1	s__Thermococcus sp000151205	0.0259	0.0008308312161572587	246969
1	s__Thermococcus sp000221185	0.0519	0.0016648702748479434	1042877
1	s__Thermoplasma volcanium	0.0519	0.0016648702748479434	50339
1	s__Thermosipho melanesiensis	0.013	0.0004170195293453422	46541
1	s__Thermotoga maritima	0.0519	0.0016648702748479434	2336
1	s__Thermovibrio ammonificans	0.013	0.0004170195293453422	228745
1	s__Thermovirga lienii	0.2464	0.007904124002360948	336261
1	s__Thioflavicoccus mobilis	0.2204	0.007070084943670264	80679
1	s__Thiolapillus brandeum	0.0648	0.0020786819616598596	1076588
1	s__Tistrella mobilis	0.0556	0.0017835604485846944	171437
1	s__UJ101 sp001880285	0.0259	0.0008308312161572587	1150389
1	s__Vibrio alginolyticus	0.013	0.0004170195293453422	663
1	s__Vibrio anguillarum	0.5575	0.017883722123848332	55601
1	s__Vibrio cholerae	0.1297	0.004160571765853146	666
1	s__Vibrio coralliilyticus	0.4538	0.01455718941668587	190893
1	s__Vibrio furnissii	0.0519	0.0016648702748479434	29494
1	s__Vibrio harveyi	0.0648	0.0020786819616598596	669
1	s__Vibrio nigripulchritudo	0.0648	0.0020786819616598596	28173
1	s__Vibrio parahaemolyticus	0.1167	0.003743552236507803	670
1	s__Vibrio scophthalmi	0.1167	0.003743552236507803	45658
1	s__Vibrio tasmaniensis	0.0519	0.0016648702748479434	212663
1	s__Vibrio tubiashii	0.1167	0.003743552236507803	29498
1	s__Vibrio vulnificus	0.0519	0.0016648702748479434	672
1	s__Vreelandella titanicae	0.0379	0.001215772320168344	1380358
1	s__Weissella ceti	0.013	0.0004170195293453422	759620
1	s__Wenyingzhuangia fucanilytica	0.0677	0.0021717093951292054	1790137
1	s__Woeseia oceani	0.1426	0.004574383452665062	1548547
1	s__Xianfuyuplasma sp000755705	0.2464	0.007904124002360948	1541959
1	s__Yersinia ruckeri	0.0259	0.0008308312161572587	29486
1	s__Zunongwangia profunda	0.013	0.0004170195293453422	398743
2	s__Aciduliprofundum boonei	0.0273	0.000976800103047043	379547
2	s__Aciduliprofundum sp000327505	0.0683	0.002443789268795349	673860
2	s__Acinetobacter venetianus	0.0273	0.000976800103047043	52133
2	s__Actinoalloteichus_A fjordicus	0.0547	0.0019571782284495695	1612552
2	s__Actinoalloteichus_A hymeniacidonis	0.0137	0.0004901890627012633	340345
2	s__Aegicerativicinus sp900104375	0.0137	0.0004901890627012633	1250295
2	s__Aeromonas salmonicida	0.205	0.00733494582874153	645
2	s__Aeropyrum camini	0.0547	0.0019571782284495695	229980
2	s__Agarivorans gilvus	0.0273	0.000976800103047043	680279
2	s__Agrococcus jejuensis	0.0137	0.0004901890627012633	399736
2	s__Aliivibrio fischeri	0.0273	0.000976800103047043	668
2	s__Aliivibrio salmonicida	0.3826	0.013689513532080535	40269
2	s__Aliivibrio wodanis	0.2869	0.010265346137882658	80852
2	s__Alteraurantiacibacter gangjinensis	0.0273	0.000976800103047043	502682
2	s__Alteromonas australica	0.0137	0.0004901890627012633	589873
2	s__Alteromonas macleodii	0.1661	0.005943095132458382	28108
2	s__Alteromonas mediterranea	0.7733	0.027668846874955248	314275
2	s__Alteromonas naphthalenivorans	0.0273	0.000976800103047043	715451
2	s__Aquibium oceanicum	0.0137	0.0004901890627012633	1670800
2	s__Aquiluna sp900100865	0.041	0.0014669891657483063	1855377
2	s__Arcanobacterium phocae	0.0137	0.0004901890627012633	131112
2	s__Archaeoglobus fulgidus	0.123	0.004400967497244918	2234
2	s__Bacillus pumilus	0.0956	0.003420589371842392	1408
2	s__Bdellovibrio bacteriovorus	0.0547	0.0019571782284495695	959
2	s__Belliella baltica	0.0137	0.0004901890627012633	232259
2	s__Brucella melitensis	0.09570000000000001	0.003424167394197876	120576,120577
2	s__Caldithrix abyssi	0.0273	0.000976800103047043	187145
2	s__Campylobacter_D peloridis	0.0273	0.000976800103047043	488546
2	s__Carnobacterium divergens	0.0137	0.0004901890627012633	2748
2	s__Celeribacter indicus	0.0547	0.0019571782284495695	1208324
2	s__Cellulophaga algicola	0.0197	0.0007048704040302836	59600
2	s__Cellulophaga baltica	0.0251	0.0008980836112264021	76594
2	s__Chlorobium phaeobacteroides	0.0956	0.003420589371842392	1096
2	s__Chloroherpeton thalassium	0.0956	0.003420589371842392	100716
2	s__Christiangramia forsetii	0.0273	0.000976800103047043	411153
2	s__Colwellia marinimaniae	0.0547	0.0019571782284495695	58049
2	s__Corynebacterium phocae	0.123	0.004400967497244918	161895
2	s__Corynebacterium sphenisci	0.0137	0.0004901890627012633	191493
2	s__Croceicoccus naphthovorans	0.0137	0.0004901890627012633	1348774
2	s__Cyclobacterium amurskyense	0.0137	0.0004901890627012633	320787
2	s__Cycloclasticus pugetii	0.3689	0.013199324469379272	1329899
2	s__Desulfobacula toluolica	0.1366	0.004887578537590698	28223
2	s__Desulfocapsa sulfexigens	0.0683	0.002443789268795349	65555
2	s__Desulfococcus multivorans	0.164	0.005867956662993225	897
2	s__Desulfocurvibacter africanus	0.1093	0.003910778434543655	873
2	s__Desulfotalea psychrophila	0.082	0.0029339783314966126	84980
2	s__Desulfovibrio desulfuricans	0.0683	0.002443789268795349	876
2	s__Dinoroseobacter shibae	0.0137	0.0004901890627012633	215813
2	s__Erythrobacter ishigakiensis	0.0273	0.000976800103047043	476157
2	s__Erythrobacter litoralis	0.7242	0.025912037898412763	39960
2	s__Fervidobacterium pennivorans	0.0137	0.0004901890627012633	93466
2	s__Filomicrobium insigne	0.0137	0.0004901890627012633	1608628
2	s__Flagellimonas_A lutaonensis	0.082	0.0029339783314966126	516051
2	s__Flammeovirga yaeyamensis	0.0273	0.000976800103047043	1191459
2	s__Flavobacterium crassostreae	0.0137	0.0004901890627012633	1763534
2	s__Flavobacterium psychrophilum	0.1093	0.003910778434543655	96345
2	s__Flexistipes sinusarabici	0.0137	0.0004901890627012633	2352
2	s__Formosa agariphila	0.041	0.0014669891657483063	320324
2	s__Formosa haliotis	0.0683	0.002443789268795349	1555194
2	s__Francisella uliginis	0.0137	0.0004901890627012633	573570
2	s__Geoglobus ahangari	0.0137	0.0004901890627012633	113653
2	s__Glaciecola nitratireducens	0.041	0.0014669891657483063	300231
2	s__Gloeomargarita lithophora	0.082	0.0029339783314966126	1188228
2	s__Hahella chejuensis	0.0137	0.0004901890627012633	158327
2	s__Haloarcula hispanica	0.0137	0.0004901890627012633	51589
2	s__Haloferax mediterranei	0.0273	0.000976800103047043	2252
2	s__Halomonas aestuarii	0.0956	0.003420589371842392	1897729
2	s__Halomonas elongata	0.0025	8.945055888709184e-05	2746
2	s__Haloquadratum walsbyi	0.041	0.0014669891657483063	293091
2	s__Halorhabdus tiamatea	0.0273	0.000976800103047043	430914
2	s__Henriciella sp001854405	0.041	0.0014669891657483063	1906738
2	s__Hippea maritima	0.0137	0.0004901890627012633	84405
2	s__Hirschia baltica	0.0201	0.0007191824934522184	2724
2	s__Hungateiclostridium thermocellum	0.0273	0.000976800103047043	1515
2	s__Hydrogenophaga crassostreae	0.082	0.0029339783314966126	1763535
2	s__Hydrogenovibrio crunogenus	0.0137	0.0004901890627012633	39765
2	s__Hyperthermus butylicus	2.3775	0.08506748150162434	54248
2	s__Hyphomicrobium_C nitrativorans	0.0547	0.0019571782284495695	1427356
2	s__Hyphomonas neptunia	0.082	0.0029339783314966126	81032
2	s__Idiomarina loihiensis	0.0137	0.0004901890627012633	135577
2	s__Ignicoccus islandicus	0.0137	0.0004901890627012633	54259
2	s__Ilyobacter polytropus	0.082	0.0029339783314966126	167642
2	s__JBDGSM01 sp001761425	0.0137	0.0004901890627012633	1737403
2	s__Kangiella geojedonensis	0.041	0.0014669891657483063	914150
2	s__Kangiella koreensis	0.0137	0.0004901890627012633	261964
2	s__Kosmotoga_B pacifica	0.0137	0.0004901890627012633	1330330
2	s__Kytococcus sedentarius	0.0137	0.0004901890627012633	1276
2	s__Lacinutrix sp000211855	0.1776	0.006354567703339004	983544
2	s__Lactococcus garvieae	0.0273	0.000976800103047043	1363
2	s__Leisingera methylohalidivorans	0.0683	0.002443789268795349	133924
2	s__Leuconostoc lactis	0.0273	0.000976800103047043	1246
2	s__Luteimonas sp001717465	0.123	0.004400967497244918	1896164
2	s__MONJU sp000801295	0.0273	0.000976800103047043	1248727
2	s__Magnetococcus marinus	0.0683	0.002443789268795349	1124597
2	s__Magnetospira sp000968135	0.1298	0.0046442730174178085	1288970
2	s__Maribacter dokdonensis	0.0273	0.000976800103047043	1644130
2	s__Maricaulis maris	0.0209	0.0007478066722960877	74318
2	s__Maridesulfovibrio hydrothermalis	0.123	0.004400967497244918	191026
2	s__Marinithermus hydrothermalis	0.164	0.005867956662993225	186192
2	s__Marinobacter psychrophilus	0.041	0.0014669891657483063	490759
2	s__Marinobacterium_A aestuarii	0.0228	0.0008157890970502776	1821621
2	s__Marinomonas mediterranea	0.1093	0.003910778434543655	119864
2	s__Marinomonas posidonica	0.2596	0.009288546034835617	936476
2	s__Marivirga tractuosa	0.1913	0.006844756766040267	1006
2	s__Marivivens geojensis	0.0017	6.082638004322245e-05	1920883
2	s__Methanocaldococcus jannaschii	0.0137	0.0004901890627012633	2190
2	s__Methanocaldococcus vulcanius	0.0956	0.003420589371842392	73913
2	s__Methanococcoides methylutens	0.041	0.0014669891657483063	2226
2	s__Methanohalophilus halophilus	0.0273	0.000976800103047043	2177
2	s__Methanosarcina siciliae	0.041	0.0014669891657483063	38027
2	s__Methanotorris igneus	0.0137	0.0004901890627012633	2189
2	s__Methyloceanibacter caenitepidi	0.1776	0.006354567703339004	1384459
2	s__Methylomonas methanica	0.1503	0.0053777676002919605	421
2	s__Micrococcus luteus	0.0273	0.000976800103047043	1270
2	s__Micromonospora arenicola	0.0724	0.00259048818537018	168697
2	s__Micromonospora gifhornensis	0.0272	0.0009732220806915592	1003110
2	s__Micromonospora krabiensis	0.0232	0.0008301011864722122	307121
2	s__Micromonospora tropica	0.0684	0.002447367291150833	168695
2	s__Mor1 sp001664505	0.0273	0.000976800103047043	1660251
2	s__Moritella marina	0.0048	0.00017174507306321631	90736
2	s__Moritella viscosa	0.1591	0.005692633567574525	80854
2	s__Mycobacterium chelonae	0.0137	0.0004901890627012633	1774
2	s__Nanoarchaeum equitans	0.0547	0.0019571782284495695	160232
2	s__Nitratifractor salsuginis	0.0137	0.0004901890627012633	269261
2	s__Nitratiruptor sp000010325	0.0137	0.0004901890627012633	387092
2	s__Nitrosococcus halophilus	2.2955	0.08213350317012773	133539
2	s__Nitrosococcus oceani	0.6285	0.022487870504214885	1229
2	s__Nitrosopelagicus brevis	0.0137	0.0004901890627012633	1410606
2	s__Nitrosopumilus piranensis	0.0273	0.000976800103047043	1582439
2	s__Nitrosopumilus sediminis	0.041	0.0014669891657483063	1229909
2	s__Nocardiopsis dassonvillei	0.0137	0.0004901890627012633	2014
2	s__Nodularia spumigena	0.0137	0.0004901890627012633	70799
2	s__Nonlabens sp900101765	0.0137	0.0004901890627012633	1336802
2	s__Novosphingobium pentaromativorans	0.0273	0.000976800103047043	205844
2	s__Novosphingobium sp000253255	0.0956	0.003420589371842392	702113
2	s__Oceanobacillus iheyensis	0.041	0.0014669891657483063	182710
2	s__Octadecabacter antarcticus	0.0273	0.000976800103047043	1217908
2	s__Octadecabacter temperatus	0.0273	0.000976800103047043	1458307
2	s__Oleispira antarctica	0.0137	0.0004901890627012633	188908
2	s__Oscillibacter valericigenes	0.0547	0.0019571782284495695	351091
2	s__Owenweeksia hongkongensis	0.041	0.0014669891657483063	253245
2	s__Palaeococcus pacificus	0.5875	0.021020881338466583	971279
2	s__Paraglaciecola chathamensis	0.0137	0.0004901890627012633	983545
2	s__Paraglaciecola psychrophila	0.0064	0.00022899343075095512	326544
2	s__Paraoerskovia marina	0.041	0.0014669891657483063	545619
2	s__Parasynechococcus sp000161795	0.0137	0.0004901890627012633	166314
2	s__Parasynechococcus sp000737535	0.0137	0.0004901890627012633	1280380
2	s__Paraurantiacibacter namhicola	0.0137	0.0004901890627012633	645517
2	s__Parvularcula bermudensis	0.0273	0.000976800103047043	208216
2	s__Pelagibacter sp000299095	0.0273	0.000976800103047043	859653
2	s__Pelagibacterium halotolerans	0.0137	0.0004901890627012633	531813
2	s__Persephonella marina	0.041	0.0014669891657483063	309805
2	s__Phaeobacter gallaeciensis	0.1056	0.003778391607390759	60890
2	s__Phaeobacter inhibens	0.0547	0.0019571782284495695	221822
2	s__Photobacterium gaetbulicola	0.0137	0.0004901890627012633	1295392
2	s__Photobacterium profundum	0.041	0.0014669891657483063	74109
2	s__Piscirickettsia salmonis	0.1503	0.0053777676002919605	1238
2	s__Planktomarina temperata	0.0186	0.0006655121581199632	1284658
2	s__Polaribacter todarodis	0.0137	0.0004901890627012633	1850252
2	s__Polaribacter vadi	0.0137	0.0004901890627012633	1774273
2	s__Prochlorococcus_A sp000757845	0.0683	0.002443789268795349	1501268
2	s__Pseudalgibacter alginicilyticus	0.1093	0.003910778434543655	1736674
2	s__Pseudoalteromonas haloplanktis	0.041	0.0014669891657483063	228
2	s__Pseudoalteromonas luteoviolacea	0.0683	0.002443789268795349	43657
2	s__Pseudoalteromonas phenolica	0.0137	0.0004901890627012633	161398
2	s__Pseudoalteromonas rubra	0.0137	0.0004901890627012633	43658
2	s__Pseudodesulfovibrio piezophilus	0.041	0.0014669891657483063	879567
2	s__Psychrobacter glaciei	0.0137	0.0004901890627012633	1112209
2	s__Psychrobacter pacificensis	0.0956	0.003420589371842392	1720344
2	s__Psychrobacter sp000586415	0.4236	0.01515650269782884	1298608
2	s__Psychromonas sp000153405	0.0137	0.0004901890627012633	314282
2	s__Pusillimonas_C sp000209655	0.0137	0.0004901890627012633	1007105
2	s__Pyrobaculum aerophilum	0.0547	0.0019571782284495695	13773
2	s__Pyrococcus abyssi	0.0137	0.0004901890627012633	29292
2	s__Pyrococcus furiosus	0.0273	0.000976800103047043	2261
2	s__Pyrococcus horikoshii	0.0137	0.0004901890627012633	53953
2	s__Pyrococcus sp000211475	0.0956	0.003420589371842392	342949
2	s__Pyrococcus yayanosii	0.0273	0.000976800103047043	1008460
2	s__Pyrodictium delaneyi	0.0137	0.0004901890627012633	1273541
2	s__RCC307 sp000063525	0.0547	0.0019571782284495695	316278
2	s__Rhodobacter xanthinilyticus	0.0038	0.0001359648495083796	1850250
2	s__Rhodococcoides sp000954115	0.041	0.0014669891657483063	1564114
2	s__Rhodoferax ferrireducens	0.082	0.0029339783314966126	192843
2	s__Rhodothermus marinus	0.041	0.0014669891657483063	29549
2	s__Roseibacterium elongatum	0.0667	0.00238654091110761	159346
2	s__Roseobacter denitrificans	0.0683	0.002443789268795349	2434
2	s__Ruthia magnifica	0.0683	0.002443789268795349	386487
2	s__Saccharophagus degradans	0.0273	0.000976800103047043	86304
2	s__Salinibacter ruber	0.0137	0.0004901890627012633	146919
2	s__Salinispira pacifica	0.0273	0.000976800103047043	1307761
2	s__Salipiger sp001687105	0.0137	0.0004901890627012633	1792508
2	s__Sedimenticola thiotaurini	0.0137	0.0004901890627012633	1543721
2	s__Sediminicola sp001430825	0.041	0.0014669891657483063	1453352
2	s__Shewanella amazonensis	0.0137	0.0004901890627012633	60478
2	s__Shewanella baltica	0.205	0.00733494582874153	62322
2	s__Shewanella frigidimarina	0.0137	0.0004901890627012633	56812
2	s__Shewanella halifaxensis	0.0956	0.003420589371842392	271098
2	s__Shewanella loihica	0.0137	0.0004901890627012633	359303
2	s__Shewanella pealeana	0.0137	0.0004901890627012633	70864
2	s__Shewanella piezotolerans	0.0273	0.000976800103047043	404011
2	s__Shewanella sp029835735	0.123	0.004400967497244918	94122
2	s__Shewanella woodyi	0.0273	0.000976800103047043	60961
2	s__Spiribacter curvatus	3.3339	0.11928768730947019	1335757
2	s__Spiribacter salinus	1.0658	0.038134562264744994	1335746
2	s__Spongiibacter sp001010805	0.0137	0.0004901890627012633	1620392
2	s__Sporosarcina psychrophila	0.0137	0.0004901890627012633	1476
2	s__Staphylococcus warneri	0.8198	0.029332627270255155	1292
2	s__Streptococcus parauberis	0.0137	0.0004901890627012633	1348
2	s__Sulfitobacter alexandrii	0.0137	0.0004901890627012633	1917485
2	s__Sulfurimonas autotrophica	0.0137	0.0004901890627012633	202747
2	s__Sulfurovum sp000010345	0.9291	0.03324340570479881	387093
2	s__Synechococcus_C sp000014585	0.0273	0.000976800103047043	64471
2	s__Synechococcus_C sp000063505	0.0273	0.000976800103047043	32051
2	s__Syntrophotalea acetylenica	0.3238	0.011585636387056134	29542
2	s__Syntrophotalea carbinolica	0.0178	0.0006368879792760939	19
2	s__Thalassolituus oleivorans	0.3051	0.010916546206580688	187493
2	s__Thermaerobacter marianensis	0.0273	0.000976800103047043	73919
2	s__Thermoclostridium stercorarium	0.0137	0.0004901890627012633	1510
2	s__Thermococcus sp000221185	0.0683	0.002443789268795349	1042877
2	s__Thermococcus_B barophilus	0.0137	0.0004901890627012633	55802
2	s__Thermodesulfatator indicus	0.0137	0.0004901890627012633	171695
2	s__Thermoplasma volcanium	0.1913	0.006844756766040267	50339
2	s__Thermosediminibacter oceani	0.0137	0.0004901890627012633	291990
2	s__Thermotoga maritima	0.1503	0.0053777676002919605	126740,2336
2	s__Thermovibrio ammonificans	0.0137	0.0004901890627012633	228745
2	s__Thermovirga lienii	0.0273	0.000976800103047043	336261
2	s__Thioflavicoccus mobilis	0.2459	0.008798356972134354	80679
2	s__Thiolapillus brandeum	0.0547	0.0019571782284495695	1076588
2	s__Tistrella mobilis	0.0814	0.00291251019736371	171437
2	s__Vibrio alginolyticus	0.0137	0.0004901890627012633	663
2	s__Vibrio anguillarum	0.164	0.005867956662993225	55601
2	s__Vibrio campbellii	0.0273	0.000976800103047043	680
2	s__Vibrio cholerae	0.0547	0.0019571782284495695	666
2	s__Vibrio coralliilyticus	0.3143	0.011245724263285187	190893
2	s__Vibrio furnissii	0.041	0.0014669891657483063	29494
2	s__Vibrio harveyi	0.041	0.0014669891657483063	669
2	s__Vibrio nigripulchritudo	0.0273	0.000976800103047043	28173
2	s__Vibrio parahaemolyticus	0.0956	0.003420589371842392	670
2	s__Vibrio scophthalmi	0.1503	0.0053777676002919605	45658
2	s__Vibrio tasmaniensis	0.1093	0.003910778434543655	212663
2	s__Vibrio tubiashii	0.123	0.004400967497244918	29498
2	s__Vreelandella titanicae	0.0932	0.003334716835310784	1380358
2	s__Weissella ceti	0.0683	0.002443789268795349	759620
2	s__Wenyingzhuangia fucanilytica	0.0408	0.0014598331210373388	1790137
2	s__Woeseia oceani	0.3553	0.012712713429033492	1548547
2	s__Xianfuyuplasma sp000755705	0.1366	0.004887578537590698	1541959
2	s__Yersinia ruckeri	0.0137	0.0004901890627012633	29486
2	s__Zunongwangia profunda	0.0273	0.000976800103047043	398743
3	s__Aciduliprofundum boonei	0.0049	0.00016690225999284713	379547
3	s__Aciduliprofundum sp000327505	0.039	0.001328405742800212	673860
3	s__Acinetobacter johnsonii	0.0049	0.00016690225999284713	40214
3	s__Acinetobacter venetianus	0.039	0.001328405742800212	52133
3	s__Actinoalloteichus_A fjordicus	0.0488	0.0016622102627859062	1612552
3	s__Aegicerativicinus sp900104375	0.0146	0.0004973006114072588	1250295
3	s__Aeromonas salmonicida	0.1073	0.0036548188769862243	645
3	s__Aeropyrum camini	0.0683	0.002326413134186012	229980
3	s__Aeropyrum pernix	0.0049	0.00016690225999284713	56636
3	s__Agarivorans gilvus	0.0488	0.0016622102627859062	680279
3	s__Agrococcus jejuensis	0.0146	0.0004973006114072588	399736
3	s__Alcanivorax borkumensis	0.0098	0.00033380451998569425	59754
3	s__Aliivibrio fischeri	0.0098	0.00033380451998569425	668
3	s__Aliivibrio salmonicida	0.7807	0.026591958036003213	40269
3	s__Aliivibrio wodanis	0.3903	0.013294275933715965	80852
3	s__Alloalcanivorax dieselolei	0.0098	0.00033380451998569425	285091
3	s__Alteraurantiacibacter gangjinensis	0.0146	0.0004973006114072588	502682
3	s__Alteriqipengyuania bathyomarina	0.0049	0.00016690225999284713	1634516
3	s__Alteromonas australica	0.0244	0.0008311051313929531	589873
3	s__Alteromonas macleodii	0.1464	0.004986630788357718	28108
3	s__Alteromonas mediterranea	0.7755	0.026414837270296518	314275
3	s__Aquibium oceanicum	0.0098	0.00033380451998569425	1670800
3	s__Aquiluna sp900100865	0.0049	0.00016690225999284713	1855377
3	s__Aquipseudomonas pohangensis	0.0049	0.00016690225999284713	364197
3	s__Aquipseudomonas rustica	0.0146	0.0004973006114072588	1699311
3	s__Arcanobacterium phocae	0.0049	0.00016690225999284713	131112
3	s__Archaeoglobus fulgidus	0.1025	0.003491322785564659	2234
3	s__Archaeoglobus_B profundus	0.0098	0.00033380451998569425	84156
3	s__Bacillus pumilus	0.0439	0.001495308002793059	1408
3	s__Bacillus velezensis	0.0098	0.00033380451998569425	492670
3	s__Bdellovibrio bacteriovorus	0.0537	0.0018291125227787532	959
3	s__Belliella baltica	0.0244	0.0008311051313929531	232259
3	s__Bernardetia litoralis	0.039	0.001328405742800212	999
3	s__Brucella melitensis	0.0683	0.002326413134186012	120576,120577
3	s__Caldithrix abyssi	0.0098	0.00033380451998569425	187145
3	s__Carnobacterium divergens	0.0098	0.00033380451998569425	2748
3	s__Celeribacter indicus	0.0244	0.0008311051313929531	1208324
3	s__Celeribacter marinus	0.0244	0.0008311051313929531	1397108
3	s__Cellulophaga algicola	0.0197	0.000671015208542671	59600
3	s__Cellulophaga baltica	0.0377	0.001284125551373538	76594
3	s__Cellulophaga lytica	0.0683	0.002326413134186012	979
3	s__Cenarchaeum symbiosum	0.0195	0.000664202871400106	46770
3	s__Chlorobium phaeobacteroides	0.0586	0.0019960147827716005	1096
3	s__Chlorobium phaeovibrioides	0.0195	0.000664202871400106	1094
3	s__Chloroherpeton thalassium	0.0537	0.0018291125227787532	100716
3	s__Christiangramia sp900105135	0.001	3.406168571282595e-05	1250205
3	s__Chromohalobacter moromii	0.0098	0.00033380451998569425	158080
3	s__Colwellia marinimaniae	0.0537	0.0018291125227787532	58049
3	s__Colwellia_A sp001767295	0.0146	0.0004973006114072588	1816218
3	s__Corynebacterium marinum	0.0098	0.00033380451998569425	349751
3	s__Corynebacterium maris	0.0049	0.00016690225999284713	575200
3	s__Corynebacterium phocae	0.1025	0.003491322785564659	161895
3	s__Corynebacterium stationis	0.039	0.001328405742800212	1705
3	s__Croceibacter atlanticus	0.0137	0.0004666450942657155	313588
3	s__Croceibacterium_C atlanticum	0.0098	0.00033380451998569425	1267766
3	s__Croceicoccus naphthovorans	0.0049	0.00016690225999284713	1348774
3	s__Cyclobacterium amurskyense	0.0146	0.0004973006114072588	320787
3	s__Cyclobacterium marinum	0.0049	0.00016690225999284713	104
3	s__Cycloclasticus pugetii	0.5123	0.01744980159068073	1329899
3	s__Denitrovibrio acetiphilus	0.0098	0.00033380451998569425	118000
3	s__Desulfobacula toluolica	0.2147	0.007313043922543731	28223
3	s__Desulfocapsa sulfexigens	0.0683	0.002326413134186012	65555
