sample	genome_id	taxid	truth_name	transfer_method	source_sequence_id	source_sequence_id_class	sampled_read_rows	taxid_gtdb_species_count	truth_abundance_pct_all
5	Otu1191	1462	Geobacillus kaustophilus	ambiguous_taxid	BA000043.1	other	810	2	0.017
5	Otu1108.1	198252	Candidatus Pelagibacter ubique	ambiguous_taxid	CP000084.1	other	706	21	0.0412
5	Otu1389.0	1833	Rhodococcus erythropolis	ambiguous_taxid	AP008957.1	other	704	5	0.0085
5	Otu2019	1219	Prochlorococcus marinus	ambiguous_taxid	CP000554.1	other	578	55	0.2215
5	Otu1673	316	Pseudomonas stutzeri	ambiguous_taxid	NZ_CP007509.1	other	508	51	0.0426
5	Otu64.0	2296	Desulfobacterium autotrophicum	ambiguous_taxid	CP001088.1	other	384	2	0.4175
5	Otu511	1219	Prochlorococcus marinus	ambiguous_taxid	AE017126.1	other	376	55	0.2215
5	Otu583	1219	Prochlorococcus marinus	ambiguous_taxid	CP000552.1	other	372	55	0.2215
5	Otu2073	155863	Methanothermococcus okinawensis	ambiguous_taxid	CP002792.1	other	348	6	0.017
5	Otu2042	1705394	Candidatus Thioglobus autotrophicus	ambiguous_taxid	NZ_CP010552.1	other	288	3	0.017
5	Otu183.1	2743	Marinobacter hydrocarbonoclasticus	ambiguous_taxid	CP000515.1	other	280	4	0.0792
5	Otu183.1	2743	Marinobacter hydrocarbonoclasticus	ambiguous_taxid	CP000516.1	other	216	4	0.0792
5	Otu767	1427364	Candidatus Thioglobus singularis	ambiguous_taxid	NZ_CP006911.1	other	208	3	0.017
5	Otu1548.1	1063	Rhodobacter sphaeroides	ambiguous_taxid	NZ_CP015210.1	other	200	6	0.0056
5	Otu975	410330	Calyptogena okutanii thioautotrophic gill symbiont	unmapped	AP009247.1	other	190	0	0.017
5	Otu1682	1219	Prochlorococcus marinus	ambiguous_taxid	CP000551.1	other	184	55	0.2215
5	Otu1236	1219	Prochlorococcus marinus	ambiguous_taxid	CP000111.1	other	178	55	0.2215
5	Otu465	713887	Candidatus Atelocyanobacterium thalassa	ambiguous_taxid	CP001842.1	other	176	3	0.0085
5	Otu966	744985	alpha proteobacterium HIMB59	ambiguous_taxid	CP003801.1	other	144	2	0.0085
5	Otu1374	1427364	Candidatus Thioglobus singularis	ambiguous_taxid	NZ_CP008725.1	other	136	3	0.017
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_1_length_171587_cov_117.312621	assembly_contig_label	124	2	0.0573
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_2_length_170203_cov_135.356893	assembly_contig_label	116	2	0.0573
5	Otu801.1	2743	Marinobacter hydrocarbonoclasticus	ambiguous_taxid	FO203363.1	other	114	4	0.0792
5	Otu805	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_1_length_962030_cov_73.229633	assembly_contig_label	92	124	0.017
5	Otu212.0	89184	Ruegeria pomeroyi	ambiguous_taxid	CP000032.1	other	84	2	0.017
5	Otu447.0	1336794	Formosa sp. Hel1_33_131	ambiguous_taxid	NZ_CP017260.1	other	80	2	0.0022
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_4_length_110084_cov_122.382340	assembly_contig_label	76	2	0.0573
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_3_length_136262_cov_118.861101	assembly_contig_label	72	2	0.0573
5	Otu805	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_3_length_461570_cov_68.345945	assembly_contig_label	68	124	0.017
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_7_length_83220_cov_130.211907	assembly_contig_label	64	2	0.0573
5	Otu1876	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_2_length_458795_cov_40.599556	assembly_contig_label	64	124	0.017
5	Otu1548.1	1063	Rhodobacter sphaeroides	ambiguous_taxid	NZ_CP015211.1	other	60	6	0.0056
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_8_length_81896_cov_141.644706	assembly_contig_label	60	2	0.0573
5	Otu805	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_2_length_581975_cov_71.138082	assembly_contig_label	60	124	0.017
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_5_length_92643_cov_113.590990	assembly_contig_label	56	2	0.0573
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_10_length_71629_cov_115.236430	assembly_contig_label	56	2	0.0573
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_9_length_79324_cov_106.609000	assembly_contig_label	56	2	0.0573
5	Otu1876	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_6_length_335371_cov_36.585833	assembly_contig_label	54	124	0.017
5	Otu805	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_8_length_259034_cov_71.734136	assembly_contig_label	54	124	0.017
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_11_length_68039_cov_114.520011	assembly_contig_label	52	2	0.0573
5	Otu805	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_5_length_338678_cov_70.874087	assembly_contig_label	48	124	0.017
5	Otu1876	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_1_length_529272_cov_49.563655	assembly_contig_label	48	124	0.017
5	Otu1876	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_4_length_379621_cov_41.734404	assembly_contig_label	48	124	0.017
5	Otu1337	1491	Clostridium botulinum	ambiguous_taxid	CP006904.1	other	44	13	0.0767
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_6_length_85447_cov_126.900574	assembly_contig_label	44	2	0.0573
5	Otu1876	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_3_length_425187_cov_49.355317	assembly_contig_label	42	124	0.017
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_13_length_59571_cov_111.185233	assembly_contig_label	40	2	0.0573
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_14_length_54764_cov_145.416897	assembly_contig_label	38	2	0.0573
5	Otu805	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_6_length_304206_cov_65.441356	assembly_contig_label	38	124	0.017
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_15_length_50324_cov_121.311035	assembly_contig_label	36	2	0.0573
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_19_length_44227_cov_97.793855	assembly_contig_label	32	2	0.0573
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_22_length_39644_cov_102.039375	assembly_contig_label	32	2	0.0573
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_16_length_49901_cov_122.656286	assembly_contig_label	32	2	0.0573
5	Otu1876	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_7_length_282449_cov_48.113452	assembly_contig_label	32	124	0.017
5	Otu1876	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_5_length_363749_cov_40.664902	assembly_contig_label	32	124	0.017
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_18_length_46197_cov_113.181572	assembly_contig_label	32	2	0.0573
5	Otu805	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_4_length_365366_cov_71.959109	assembly_contig_label	30	124	0.017
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_12_length_63549_cov_103.594557	assembly_contig_label	30	2	0.0573
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_38_length_23011_cov_142.004064	assembly_contig_label	30	2	0.0573
5	Otu1389.0	1833	Rhodococcus erythropolis	ambiguous_taxid	AP008931.1	other	28	5	0.0085
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_31_length_29269_cov_107.515785	assembly_contig_label	28	2	0.0573
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_21_length_40309_cov_100.043403	assembly_contig_label	28	2	0.0573
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_26_length_35674_cov_107.271331	assembly_contig_label	26	2	0.0573
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_20_length_40742_cov_76.410710	assembly_contig_label	26	2	0.0573
5	Otu805	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_7_length_294693_cov_70.516024	assembly_contig_label	26	124	0.017
5	Otu805	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_10_length_182315_cov_64.735713	assembly_contig_label	24	124	0.017
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_23_length_38199_cov_114.534041	assembly_contig_label	24	2	0.0573
5	Otu1876	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_15_length_140361_cov_38.342727	assembly_contig_label	24	124	0.017
5	Otu805	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_17_length_116898_cov_77.929769	assembly_contig_label	24	124	0.017
5	Otu805	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_9_length_188306_cov_77.732276	assembly_contig_label	22	124	0.017
5	Otu1876	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_8_length_211777_cov_50.085689	assembly_contig_label	22	124	0.017
5	Otu1062.0	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_1_length_161859_cov_107.833898	assembly_contig_label	22	2	0.0573
5	Otu1876	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_9_length_202899_cov_36.479105	assembly_contig_label	22	124	0.017
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_17_length_48777_cov_121.816835	assembly_contig_label	22	2	0.0573
5	Otu1876	294	Pseudomonas fluorescens	ambiguous_taxid	NODE_10_length_195738_cov_39.908456	assembly_contig_label	22	124	0.017
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_25_length_35882_cov_130.356286	assembly_contig_label	20	2	0.0573
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_30_length_29742_cov_133.572784	assembly_contig_label	20	2	0.0573
5	Otu370.1	669041	Tenacibaculum dicentrarchi	ambiguous_taxid	NODE_35_length_25006_cov_153.335263	assembly_contig_label	20	2	0.0573
