panel	sample	gtdb_species	is_truth_species	calibrated_probability	calibrated_abundance	reported_ani	max_xny	max_breadth	max_real_min_af	max_zip_af	max_mean_depth	max_depth_cv	profile
hmp_airskin_gtdb_source_abundance	3	s__Levilactobacillus brevis	True	0.9652522575108218	0.0191659516117971	0.9942	646.0	0.620624	0.646	0.880213	10.038768	14.717272	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Companilactobacillus allii	True	0.9609589023045856	0.0055542178929396	1.0	995.0	0.948591	0.995	1.0	4.487882	0.561672	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Lacticaseibacillus paracasei	True	0.9603553791532796	0.0107527378156011	0.998258	996.0	0.952834	0.996	0.962391	8.647836	0.51579	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Pediococcus claussenii	True	0.9577003216258476	0.0062804796884721	1.0	982.0	0.929708	0.982	1.0	4.952599	0.653868	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Ureaplasma parvum	True	0.9571601664977458	0.0097543069758625	1.0	1000.0	0.908772	1.0	1.0	7.483219	0.605396	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Bifidobacterium bifidum	True	0.9562958682314082	0.0042804448235349	1.0	793.0	0.694522	0.793	1.0	2.578556	0.86991	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Campylobacter_D jejuni	True	0.9562359102943034	0.0168118183355436	1.0	760.0	0.489747	0.76	1.0	6.94877	22.338308	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Lactobacillus helveticus	True	0.9561286815689496	0.0526916752803451	0.9845	917.0	0.775335	0.917	0.775335	34.478857	0.796629	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Limosilactobacillus fermentum	True	0.9505173971581689	0.0080236399223105	1.0	907.0	0.870322	0.907	1.0	5.900259	0.718807	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Melissococcus plutonius	True	0.9487982523621924	0.0021483911452113	1.0	707.0	0.697785	0.707	1.0	1.51183	0.974955	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Secundilactobacillus paracollinoides	True	0.9471237214741588	0.0024524387050322	1.0	780.0	0.735294	0.78	1.0	1.741714	0.93965	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Latilactobacillus curvatus	True	0.946694277748139	0.0103709098603145	0.996475	840.0	0.764439	0.84	0.92538	6.691907	2.30619	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Clostridioides difficile	True	0.9446799979159456	0.0021265293714596	1.0	665.0	0.47256	0.665	1.0	1.017127	22.338308	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Companilactobacillus crustorum	True	0.9434265739749348	0.0042439845231399	1.0	887.0	0.826901	0.887	1.0	3.046529	0.806177	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Lactobacillus acidophilus	True	0.9382283946163656	0.0031062291449099	1.0	851.0	0.798069	0.851	1.0	2.256168	1.764182	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Prevotella melaninogenica	True	0.9381933318839396	0.0020820946394846	1.0	836.0	0.445358	0.836	1.0	0.945753	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Campylobacter_D coli	True	0.9376400785206056	0.0036611344425308	1.0	687.0	0.518878	0.687	1.0	1.679694	5.553083	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Pediococcus damnosus	True	0.9352178139105632	0.0092362126711579	1.0	898.0	0.840727	0.898	1.0	6.556153	2.44879	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Pediococcus acidilactici	True	0.9340789762143976	0.0023022817591995	0.995329	515.0	0.454593	0.515	0.902336	1.030998	13.990432	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Latilactobacillus sakei	True	0.9217908919965214	0.0025783733031404	1.0	482.0	0.396105	0.482	1.0	0.972286	3.452412	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Pediococcus pentosaceus	True	0.9202641892409844	0.0037751902769611	1.0	684.0	0.637937	0.684	1.0	2.120166	6.513288	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Ligilactobacillus salivarius	True	0.914020269812122	0.0053640013965905	0.999981	715.0	0.685912	0.715	0.999579	3.139066	0.92367	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Lactobacillus delbrueckii	True	0.9063716067630588	0.0208852538409407	0.961165	775.0	0.490643	0.775	0.490643	8.648222	6.915788	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Lacticaseibacillus rhamnosus	True	0.9052831397476656	0.0031309400417425	0.99825	577.0	0.557302	0.577	0.962227	1.585479	1.29738	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Bifidobacterium swidsinskii	True	0.8868088086332895	0.0138333127302401	0.971354	721.0	0.349524	0.721	0.532484	4.080641	6.374375	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Lactobacillus kefiranofaciens	True	0.8648115223351358	0.0094207790940961	1.0	602.0	0.52237	0.602	1.0	4.154698	6.475995	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Lentilactobacillus buchneri	True	0.8628612885974287	0.0022549487965342	1.0	500.0	0.451921	0.5	1.0	1.010755	1.531941	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Lactiplantibacillus plantarum	True	0.8618331698990704	0.0552185758531049	0.984009	950.0	0.796071	0.95	0.796071	37.098681	15.459625	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Campylobacter_D sp000816245	True	0.8394420861464449	0.0028242896486173	1.0	900.0	0.746435	0.9	1.0	1.959934	0.819379	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Herbaspirillum seropedicae	True	0.8332000361081995	0.0184450865867594	0.997822	1000.0	0.80951	1.0	0.953207	12.601562	0.719355	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Bifidobacterium pseudocatenulatum	True	0.8276417888875035	0.0042326887863332	1.0	972.0	0.533233	0.972	1.0	1.959886	1.807813	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Streptococcus pneumoniae	True	0.8260703040654704	0.0020911703697661	1.0	635.0	0.18363	0.635	1.0	0.39103	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Herbaspirillum rubrisubalbicans	True	0.8224741097562013	0.0015465402140636	1.0	587.0	0.471503	0.587	1.0	0.84432	1.311161	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Sphingobium sp001563265	True	0.7990342158261903	0.0020853686960185	1.0	833.0	0.599686	0.833	1.0	1.274747	1.025557	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Anaerococcus prevotii	True	0.7818605229400735	0.0019861449468236	1.0	812.0	0.581455	0.812	1.0	1.198947	1.133114	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Porphyromonas asaccharolytica	True	0.778278955025495	0.0020903869986691	1.0	819.0	0.584087	0.819	1.0	1.243485	1.155923	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Porphyromonas sp902490315	False	0.7726398590779764	0.0003606062844014	1.0	224.0	0.142393	0.224	1.0	0.304337	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Lactobacillus sp947568765	False	0.7593785538924058	0.0375351963629899	1.0	383.0	0.187204	0.383	1.0	6.17037	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Lactobacillus helsingborgensis	True	0.5649091065012064	0.0020311829414073	1.0	439.0	0.327076	0.439	1.0	0.683848	1.800519	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Lactiplantibacillus paraplantarum	True	0.5359092437409702	0.0096221138132189	0.98089	609.0	0.42738	0.609	0.656768	3.471644	2.418399	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Ureaplasma urealyticum	True	0.5153582066548635	0.0041216244801948	1.0	373.0	0.279231	0.373	1.0	1.002224	2.136479	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Fusobacterium vincentii	True	0.4988195837563206	0.0040879510482231	1.0	586.0	0.315465	0.586	1.0	1.124055	2.02535	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Prevotella intermedia	True	0.4322225554497095	0.0043068188162975	0.967024	491.0	0.404175	0.491	0.484096	1.508906	1.76288	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	3	s__Lactobacillus amylovorus	True	0.3757683932807379	0.0566980491939747	0.965678	635.0	0.490787	0.635	0.490787	23.484571	1.376628	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Staphylococcus aureus	True	0.9895720230266608	0.261071425440598	0.991568	1000.0	0.830684	1.0	0.830684	151.739261	18.513509	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Aerococcus sanguinicola	True	0.9879647098158534	0.0009356629627797	0.992371	463.0	0.406161	0.463	1.0	0.553516	23.549003	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Clostridioides difficile	True	0.9849714949340423	0.004362764266736	0.979644	836.0	0.608828	0.836	1.0	1.95063	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Pasteurella multocida	True	0.979267847834915	0.0041823665652108	0.990985	858.0	0.776147	0.858	1.0	2.399889	2.506344	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Lacrimispora saccharolytica	True	0.9776358383269188	0.0002558121316043	1.0	172.0	0.157289	0.172	1.0	0.178988	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Carnobacterium maltaromaticum	True	0.9775370233066808	0.0019041906883236	0.991975	630.0	0.617004	0.63	1.0	1.116712	21.29002	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Corynebacterium halotolerans	True	0.9770027001222588	0.0027713954476664	0.995894	855.0	0.782225	0.855	1.0	1.771634	23.067508	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Murdochiella vaginalis	True	0.9746490024879236	0.0009431676998588	0.994088	477.0	0.42419	0.477	1.0	0.57944	1.32541	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Streptococcus pyogenes	True	0.9708733291165808	0.0352663391688005	0.995942	1000.0	0.914602	1.0	0.914602	22.568116	0.643118	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Corynebacterium pseudotuberculosis	True	0.9686590699344064	0.0212520054605702	0.997802	991.0	0.952786	0.991	0.952786	14.167658	0.507899	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Staphylococcus epidermidis	True	0.9680808695011064	0.0032927143761961	1.0	819.0	0.764755	0.819	1.0	2.303864	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Sphingomonas panacis	True	0.9657191643429076	0.0008248664956258	1.0	508.0	0.442676	0.508	1.0	0.577147	1.257215	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Corynebacterium flavescens	True	0.9646685690947416	0.0103183185492503	0.997785	989.0	0.951751	0.989	1.0	6.876271	0.704357	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Staphylococcus lugdunensis	True	0.9645679210070413	0.0490890092921025	0.9971	965.0	0.938187	0.965	1.0	32.223778	0.528232	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Exercitatus succinogenes	True	0.9640195715248424	0.0071970868540895	0.998159	993.0	0.954055	0.993	1.0	4.835769	0.50952	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Carnobacterium_A antarcticum	True	0.9610666681931136	0.0008747551719349	0.999662	468.0	0.454369	0.468	1.0	0.607515	1.29192	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Ethanoligenens harbinense	True	0.9610654085760656	0.0009693653646846	0.997975	493.0	0.471037	0.493	1.0	0.648698	1.251556	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Acinetobacter larvae	True	0.9609417001505072	0.0009971645412361	0.997091	480.0	0.471138	0.48	1.0	0.654453	1.264748	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Sneathia vaginalis	True	0.9609224354764764	0.0009645610286378	0.996887	473.0	0.458304	0.473	1.0	0.630221	1.256946	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Corynebacterium atypicum	True	0.960919348084429	0.0028553784596099	0.998096	863.0	0.828913	0.863	1.0	1.9159	0.748536	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Pauljensenia meyeri	True	0.9607964010200328	0.0009284701828097	0.989169	401.0	0.376468	0.401	1.0	0.511899	1.460056	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Corynebacterium glutamicum	True	0.96056759614155	0.210903718447822	0.992684	936.0	0.851326	0.936	0.851326	125.626978	0.859612	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Peptoniphilus_E sp000952975	True	0.9594168913416048	0.0008737038586564	0.998985	464.0	0.447263	0.464	1.0	0.597815	1.278058	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Christiangramia salexigens	True	0.9592834376900112	0.0028598381345044	0.999124	874.0	0.848291	0.874	1.0	1.962792	1.165968	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Streptococcus iniae	True	0.9590176670274756	0.007348027932913	0.996478	944.0	0.920036	0.944	1.0	4.758023	0.565561	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Staphylococcus carnosus	True	0.9586752052745976	0.0011387005306228	0.990211	494.0	0.442799	0.494	1.0	0.642374	1.473263	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Corynebacterium maris	True	0.9586061301691392	0.0063251749208823	0.994722	985.0	0.879717	0.985	1.0	3.940459	0.588832	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Corynebacterium aurimucosum_F	True	0.9567561549146026	0.0023786047106698	0.975536	714.0	0.47327	0.714	1.0	0.971602	16.703293	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Proteiniphilum massiliensis	True	0.9567426713071162	0.0017904987431387	0.984864	546.0	0.511988	0.546	1.0	0.897968	1.239216	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Glaesserella parasuis	True	0.9565466003465104	0.0034360363529766	0.981687	706.0	0.608006	0.706	0.991876	1.606906	1.064586	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Corynebacterium resistens	True	0.956410347161738	0.0012139278330527	0.987513	482.0	0.434835	0.482	1.0	0.645335	2.312198	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Lactococcus lactis	True	0.9563500018325786	0.0027159406521697	0.980644	627.0	0.555553	0.627	1.0	1.241326	1.142104	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Staphylococcus equorum	True	0.956257989496056	0.0035115956008227	0.976842	756.0	0.549323	0.756	1.0	1.47619	10.493384	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Anaerococcus mediterraneensis	True	0.955325835033086	0.0019081506658658	0.992533	718.0	0.625243	0.718	1.0	1.132854	1.018963	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Corynebacterium frankenforstense	True	0.95470511476741	0.0008647330569467	0.98455	414.0	0.323137	0.414	1.0	0.43069	15.779734	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Lactococcus cremoris	True	0.9521755522688666	0.0037586365401151	0.990244	813.0	0.748683	0.813	1.0	2.121897	0.825899	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Neisseria weaveri	True	0.9516524017396664	0.0036717069339327	0.986327	763.0	0.68352	0.763	1.0	1.901675	0.900546	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Propionibacterium freudenreichii	True	0.9485132523576733	0.007152781207007	0.994978	946.0	0.8894	0.946	1.0	4.48123	0.752414	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Porphyromonas gingivalis	True	0.9451423804081716	0.0054947321243783	0.991647	912.0	0.814328	0.912	0.902584	3.199201	0.781958	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Bibersteinia trehalosi	True	0.9418455316864968	0.0011709106819573	0.979368	375.0	0.355201	0.375	1.0	0.520353	2.291645	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Erysipelothrix rhusiopathiae	True	0.9413048209551788	0.0010033355788514	0.978005	406.0	0.310913	0.406	1.0	0.432712	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Enterocloster clostridioformis	False	0.9396775213771068	0.0024565173106035	0.965753	526.0	0.386353	0.526	1.0	0.80912	3.700524	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Staphylococcus saprophyticus	True	0.9353438959478572	0.0021610370523645	0.990525	712.0	0.63287	0.712	1.0	1.227553	2.895596	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Flavobacterium psychrophilum	True	0.9318458094526352	0.0004159183858272	1.0	276.0	0.251222	0.276	1.0	0.291012	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Corynebacterium casei	True	0.930616159662212	0.0017672378463603	0.969697	497.0	0.364321	0.497	1.0	0.634843	5.388917	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Haemophilus_B ducreyi	True	0.9268233647902594	0.0283953317119683	0.99165	855.0	0.832178	0.855	0.96883	16.533544	0.724597	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Corynebacterium camporealense	True	0.9265489751943689	0.0035008219120693	0.994051	845.0	0.80157	0.845	1.0	2.148965	3.433825	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Aggregatibacter actinomycetemcomitans	True	0.923560107176941	0.002155075183027	0.961798	439.0	0.335988	0.439	0.57429	0.650675	9.134793	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Acinetobacter haemolyticus	True	0.923127542586514	0.0035376436182449	0.9523	497.0	0.320683	0.497	1.0	0.866692	4.673684	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Fusobacterium nucleatum	True	0.9218855512808128	0.005592174741584	0.970763	865.0	0.515097	0.865	0.536107	2.056552	6.20369	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
hmp_airskin_gtdb_source_abundance	4	s__Macrococcoides caseolyticum	True	0.9217085148161742	0.0015185098048225	0.955545	301.0	0.246096	0.301	1.0	0.399558	16.703293	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv
