gtdb_species	sample	abundance_pct_all	source_taxids	truth_names	truth_abundance
s__Methyloceanibacter caenitepidi	3	0.1903	1384459	Methyloceanibacter caenitepidi	0.00810936348101778
s__Methylophaga nitratireducenticrescens	3	0.0195	754476	Methylophaga nitratireducenticrescens	0.000830964728743283
s__Micromonospora arenicola	3	0.0222	168697	Salinispora arenicola	0.0009460213834923529
s__Micromonospora gifhornensis	3	0.0236	1003110	Verrucosispora maris	0.0010056803896585373
s__Micromonospora krabiensis	3	0.0071	307121	Micromonospora krabiensis	0.000302556388414221
s__Micromonospora tropica	3	0.0593	168695	Salinispora tropica	0.0025269850468962398
s__Moritella marina	3	0.0075	90736	Moritella marina	0.0003196018187474165
s__Moritella viscosa	3	0.2707	80854	Moritella viscosa	0.011535494977990087
s__Myxococcus fulvus	3	0.0146	33	Myxococcus fulvus	0.0006221582071616375
s__Nanoarchaeum equitans	3	0.1025	160232	Nanoarchaeum equitans	0.0043678915228813585
s__Nautilia profundicola	3	0.0195	244787	Nautilia profundicola	0.000830964728743283
s__Nitratifractor salsuginis	3	0.0146	269261	Nitratifractor salsuginis	0.0006221582071616375
s__Nitratiruptor sp000010325	3	0.0146	387092	Nitratiruptor sp. SB155-2	0.0006221582071616375
s__Nitrosarchaeum limnae	3	0.0244	1007084	Candidatus Nitrosoarchaeum limnia	0.0010397712503249284
s__Nitrosococcus halophilus	3	1.9078	133539	Nitrosococcus halophilus	0.08129817997417615
s__Nitrosococcus oceani	3	0.444	1229	Nitrosococcus oceani	0.018920427669847056
s__Nitrosopelagicus brevis	3	0.0829	1410606	Candidatus Nitrosopelagicus brevis	0.003532665436554777
s__Nitrosopumilus koreensis	3	0.0098	1510466	Candidatus Nitrosopumilus koreensis	0.00041761304316329087
s__Nitrosopumilus maritimus	3	0.0049	338192	Nitrosopumilus maritimus	0.00020880652158164543
s__Nitrosopumilus piranensis	3	0.0244	1582439	Candidatus Nitrosopumilus piranensis	0.0010397712503249284
s__Nitrosopumilus sediminis	3	0.122	1229909	Candidatus Nitrosopumilus sediminis	0.005198856251624642
s__Nodularia spumigena	3	0.0195	70799	Nodularia spumigena	0.000830964728743283
s__Nonlabens marinus	3	0.0049	930802	Nonlabens marinus	0.00020880652158164543
s__Nonlabens sp900101765	3	0.0439	1336802	Nonlabens sp. Hel1_33_55	0.0018707359790682114
s__Novosphingobium sp000253255	3	0.0927	702113	Novosphingobium sp. PP1Y	0.003950278479718068
s__Octadecabacter antarcticus	3	0.0683	1217908	Octadecabacter antarcticus	0.0029105072293931396
s__Octadecabacter arcticus	3	0.0195	53946	Octadecabacter arcticus	0.000830964728743283
s__Octadecabacter temperatus	3	0.0293	1458307	Octadecabacter temperatus	0.0012485777719065739
s__Oleispira antarctica	3	0.0049	188908	Oleispira antarctica	0.00020880652158164543
s__Ornithinicoccus hydrothermalis	3	0.0293	1758689	Serinicoccus sp. JLT9	0.0012485777719065739
s__Paenibacillus_AQ crassostreae	3	0.0293	1763538	Paenibacillus sp. LPB0068	0.0012485777719065739
s__Palaeococcus pacificus	3	0.5367	971279	Palaeococcus pacificus	0.022870706149565125
s__Paraglaciecola chathamensis	3	0.0488	983545	Glaciecola sp. 4H-3-7+YE-5	0.002079542500649857
s__Paraoerskovia marina	3	0.0683	545619	Paraoerskovia marina	0.0029105072293931396
s__Parasynechococcus sp000161795	3	0.0049	166314	Synechococcus sp. WH 8109	0.00020880652158164543
s__Parasynechococcus sp000737535	3	0.0098	1280380	Synechococcus sp. KORDI-100	0.00041761304316329087
s__Parasynechococcus sp000737595	3	0.039	585425	Synechococcus sp. KORDI-52	0.001661929457486566
s__Paraurantiacibacter namhicola	3	0.0293	645517	Altererythrobacter namhicola	0.0012485777719065739
s__Parvularcula bermudensis	3	0.0439	208216	Parvularcula bermudensis	0.0018707359790682114
s__Pelagibacter sp000299095	3	0.039	859653	alpha proteobacterium HIMB5	0.001661929457486566
s__Persephonella marina	3	0.0342	309805	Persephonella marina	0.0014573842934882193
s__Phaeobacter inhibens	3	0.0293	221822	Phaeobacter inhibens	0.0012485777719065739
s__Photobacterium gaetbulicola	3	0.039	1295392	Photobacterium gaetbulicola	0.001661929457486566
s__Photobacterium phosphoreum	3	0.0195	659	Photobacterium phosphoreum	0.000830964728743283
s__Planktomarina temperata	3	0.0067	1284658	Planktomarina temperata	0.0002855109580810254
s__Planococcus antarcticus	3	0.0098	161360	Planococcus antarcticus	0.00041761304316329087
s__Planococcus kocurii	3	0.0098	1374	Planococcus kocurii	0.00041761304316329087
s__Polaribacter todarodis	3	0.0586	1850252	Tenacibaculum sp. LPB0136	0.0024971555438131478
s__Prochlorococcus_A sp000757845	3	0.0098	1501268	Prochlorococcus sp. MIT 0604	0.00041761304316329087
s__Prochlorococcus_B sp000757865	3	0.0098	1501269	Prochlorococcus sp. MIT 0801	0.00041761304316329087
s__Prosthecochloris vibrioformis	3	0.0195	1868325	Prosthecochloris sp. CIB 2401	0.000830964728743283
s__Pseudalgibacter alginicilyticus	3	0.1854	1736674	Algibacter alginolytica	0.007900556959436136
s__Pseudoalteromonas piratica	3	0.0049	1348114	Pseudoalteromonas sp. OCN003	0.00020880652158164543
s__Pseudoalteromonas tetraodonis	3	0.0439	234831	Pseudoalteromonas sp. SM9913	0.0018707359790682114
s__Pseudodesulfovibrio piezophilus	3	0.0732	879567	Desulfovibrio piezophilus	0.0031193137509747853
s__Pseudovibrio sp000156235	3	0.0105	911045	Pseudovibrio sp. FO-BEG1	0.00044744254624638313
s__Psychrobacter glaciei	3	0.0098	1112209	Psychrobacter sp. PAMC 21119	0.00041761304316329087
s__Psychrobacter sp000586415	3	0.444	1298608	Psychrobacter sp. JCM 18900	0.018920427669847056
s__Psychromonas ingrahamii	3	0.0098	357794	Psychromonas ingrahamii	0.00041761304316329087
s__Psychromonas sp000153405	3	0.0049	314282	Psychromonas sp. CNPT3	0.00020880652158164543
s__Pusillimonas_C sp000209655	3	0.0049	1007105	Pusillimonas sp. T7-7	0.00020880652158164543
s__Pyrobaculum aerophilum	3	0.039	13773	Pyrobaculum aerophilum	0.001661929457486566
s__Pyrococcus abyssi	3	0.0049	29292	Pyrococcus abyssi	0.00020880652158164543
s__Pyrococcus furiosus	3	0.0293	2261	Pyrococcus furiosus	0.0012485777719065739
s__Pyrococcus horikoshii	3	0.0244	53953	Pyrococcus horikoshii	0.0010397712503249284
s__Pyrococcus sp000211475	3	0.1561	342949	Pyrococcus sp. NA2	0.006651979187529562
s__Pyrococcus yayanosii	3	0.0049	1008460	Pyrococcus yayanosii	0.00020880652158164543
s__RCC307 sp000063525	3	0.0878	316278	Synechococcus sp. RCC307	0.0037414719581364228
s__Rhodobacter xanthinilyticus	3	0.0067	1850250	Rhodobacter sp. LPB0142	0.0002855109580810254
s__Rhodococcoides sp000954115	3	0.039	1564114	Rhodococcus sp. B7740	0.001661929457486566
s__Rhodococcus_F sp001767395	3	0.0049	679318	Rhodococcus sp. WMMA185	0.00020880652158164543
s__Rivularia sp000316665	3	0.0098	373994	Rivularia sp. PCC 7116	0.00041761304316329087
s__Roseibacterium elongatum	3	0.0476	159346	Roseibacterium elongatum	0.00202840620965027
s__Roseobacter denitrificans	3	0.0927	2434	Roseobacter denitrificans	0.003950278479718068
s__Roseobacter litoralis	3	0.0098	42443	Roseobacter litoralis	0.00041761304316329087
s__Ruthia magnifica	3	0.0146	386487	Candidatus Ruthia magnifica	0.0006221582071616375
s__Saccharophagus degradans	3	0.0293	86304	Saccharophagus degradans	0.0012485777719065739
s__Salinibacter ruber	3	0.0195	146919	Salinibacter ruber	0.000830964728743283
s__Salinispira pacifica	3	0.0098	1307761	Salinispira pacifica	0.00041761304316329087
s__Salipiger sp001687105	3	0.0342	1792508	Yangia sp. CCB-MM3	0.0014573842934882193
s__Sediminicola sp001430825	3	0.0049	1453352	Sediminicola sp. YIK13	0.00020880652158164543
s__Shewanella amazonensis	3	0.0098	60478	Shewanella amazonensis	0.00041761304316329087
s__Shewanella baltica	3	0.2049	62322	Shewanella baltica	0.008731521688179419
s__Shewanella denitrificans	3	0.0098	192073	Shewanella denitrificans	0.00041761304316329087
s__Shewanella pealeana	3	0.0049	70864	Shewanella pealeana	0.00020880652158164543
s__Shewanella piezotolerans	3	0.0488	404011	Shewanella piezotolerans	0.002079542500649857
s__Shewanella sediminis	3	0.0049	271097	Shewanella sediminis	0.00020880652158164543
s__Shewanella sp029835735	3	0.161	94122	Shewanella sp. ANA-3	0.006860785709111208
s__Siansivirga zeaxanthinifaciens	3	0.0007	762954	Siansivirga zeaxanthinifaciens	2.982950308309221e-05
s__Simiduia agarivorans	3	0.0098	447471	Simiduia agarivorans	0.00041761304316329087
s__Spiribacter curvatus	3	2.5519	1335757	Spiribacter curvatus	0.10874558416820429
s__Spiribacter salinus	3	0.8002	1335746	Spiribacter salinus	0.03409938338155769
s__Spongiibacter sp001010805	3	0.0244	1620392	Spongiibacter sp. IMCC21906	0.0010397712503249284
s__Staphylothermus marinus	3	0.0098	2280	Staphylothermus marinus	0.00041761304316329087
s__Stappia sp900105595	3	0.0098	1881061	Stappia sp. ES.058	0.00041761304316329087
s__Streptococcus iniae	3	0.0293	1346	Streptococcus iniae	0.0012485777719065739
s__Sulfitobacter alexandrii	3	0.0049	1917485	Sulfitobacter sp. AM1-D1	0.00020880652158164543
s__Sulfurimonas denitrificans	3	0.0244	39766	Sulfurimonas denitrificans	0.0010397712503249284
s__Sulfurovum sp000010345	3	1.2345	387093	Sulfurovum sp. NBC37-1	0.052606459365824754
s__Synechococcus_C sp000014585	3	0.0195	64471	Synechococcus sp. CC9311	0.000830964728743283
s__Synechococcus_C sp000063505	3	0.0244	32051	Synechococcus sp. WH 7803	0.0010397712503249284
s__Syntrophotalea acetylenica	3	1.1423	29542	Pelobacter acetylenicus	0.04867748767402319
s__Syntrophotalea carbinolica	3	0.0629	19	Pelobacter carbinolicus	0.0026803939198949997
s__Thalassoporum mexicanum	3	0.0244	82654	Pseudanabaena sp. PCC 7367	0.0010397712503249284
s__Thalassotalea_A crassostreae	3	0.0195	1763536	Thalassotalea sp. LPB0090	0.000830964728743283
s__Thermoclostridium stercorarium	3	0.0244	1510	[Clostridium] stercorarium	0.0010397712503249284
s__Thermococcus eurythermalis	3	0.0049	1505907	Thermococcus eurythermalis	0.00020880652158164543
s__Thermococcus gammatolerans	3	0.0049	187878	Thermococcus gammatolerans	0.00020880652158164543
s__Thermococcus onnurineus	3	0.0146	342948	Thermococcus onnurineus	0.0006221582071616375
s__Thermococcus piezophilus	3	0.0049	1712654	Thermococcus piezophilus	0.00020880652158164543
s__Thermococcus sp000151205	3	0.0049	246969	Thermococcus sp. AM4	0.00020880652158164543
s__Thermococcus sp000221185	3	0.0488	1042877	Thermococcus sp. 4557	0.002079542500649857
s__Thermococcus_A litoralis	3	0.0098	2265	Thermococcus litoralis	0.00041761304316329087
s__Thermodesulfatator indicus	3	0.0098	171695	Thermodesulfatator indicus	0.00041761304316329087
s__Thermoplasma volcanium	3	0.0049	50339	Thermoplasma volcanium	0.00020880652158164543
s__Thermosediminibacter oceani	3	0.0049	291990	Thermosediminibacter oceani	0.00020880652158164543
s__Thermosipho melanesiensis	3	0.0146	46541	Thermosipho melanesiensis	0.0006221582071616375
s__Thermotoga maritima	3	0.1708	126740,2336	Thermotoga maritima;Thermotoga sp. RQ2	0.007278398752274499
s__Thermotoga neapolitana	3	0.0049	2337	Thermotoga neapolitana	0.00020880652158164543
s__Thermovirga lienii	3	0.0439	336261	Thermovirga lienii	0.0018707359790682114
s__Thioflavicoccus mobilis	3	0.2147	80679	Thioflavicoccus mobilis	0.00914913473134271
s__Tsuneonella dongtanensis	3	0.0049	692370	Altererythrobacter dongtanensis	0.00020880652158164543
s__UJ101 sp001880285	3	0.0146	1150389	Flavobacteriaceae bacterium UJ101	0.0006221582071616375
s__Vibrio anguillarum	3	0.2342	55601	Vibrio anguillarum	0.009980099460085993
s__Vibrio breoganii	3	0.0098	553239	Vibrio breoganii	0.00041761304316329087
s__Vibrio furnissii	3	0.0293	29494	Vibrio furnissii	0.0012485777719065739
s__Vibrio natriegens	3	0.0098	1116375	Vibrio sp. EJY3	0.00041761304316329087
s__Vibrio nigripulchritudo	3	0.0244	28173	Vibrio nigripulchritudo	0.0010397712503249284
s__Vreelandella titanicae	3	0.0998	1380358	Halomonas sp. 23_GOM-1509m	0.004252834868132289
s__Wenyingzhuangia fucanilytica	3	0.0546	1790137	Wenyingzhuangia fucanilytica	0.0023267012404811923
s__Woeseia oceani	3	0.0732	1548547	Woeseia oceani	0.0031193137509747853
s__Xianfuyuplasma sp000755705	3	0.0976	1541959	Candidatus Izimaplasma sp. HR1	0.004159085001299714
s__Yersinia aldovae	3	0.0195	29483	Yersinia aldovae	0.000830964728743283
s__Yersinia ruckeri	3	0.0195	29486	Yersinia ruckeri	0.000830964728743283
s__Zunongwangia profunda	3	0.0732	398743	Zunongwangia profunda	0.0031193137509747853
s__Aciduliprofundum boonei	4	0.0192	379547	Aciduliprofundum boonei	0.0008708075379277499
s__Acinetobacter venetianus	4	0.0575	52133	Acinetobacter venetianus	0.002607887157856543
s__Aegicerativicinus sp900104375	4	0.0096	1250295	Flavobacteriaceae bacterium MAR_2010_188	0.00043540376896387495
s__Aeromonas salmonicida	4	0.0384	645	Aeromonas salmonicida	0.0017416150758554998
s__Aeropyrum camini	4	0.0384	229980	Aeropyrum camini	0.0017416150758554998
s__Alcanivorax borkumensis	4	0.0096	59754	Alcanivorax borkumensis	0.00043540376896387495
s__Aliivibrio salmonicida	4	0.4219	40269	Aliivibrio salmonicida	0.019135088554776965
s__Aliivibrio wodanis	4	0.5178	80852	Aliivibrio wodanis	0.02348459078848901
s__Alteraurantiacibacter atlanticus	4	0.0288	1648404	Erythrobacter atlanticus	0.001306211306891625
s__Alteriqipengyuania bathyomarina	4	0.0479	1634516	Citromicrobium sp. JL477	0.002172483388892668
s__Alteromonas australica	4	0.0192	589873	Alteromonas australica	0.0008708075379277499
s__Alteromonas mediterranea	4	1.3162	314275	Alteromonas mediterranea	0.05969567090731795
s__Aquibium oceanicum	4	0.0192	1670800	Mesorhizobium sp. B7	0.0008708075379277499
s__Aquiluna sp900100865	4	0.0096	1855377	Candidatus Aquiluna sp. UB-MaderosW2red	0.00043540376896387495
s__Archaeoglobus fulgidus	4	0.2014	2234	Archaeoglobus fulgidus	0.009134408236387961
s__Belliella baltica	4	0.0192	232259	Belliella baltica	0.0008708075379277499
s__Bernardetia litoralis	4	0.0096	999	Bernardetia litoralis	0.00043540376896387495
s__Brucella melitensis	4	0.048	120576,120577	Brucella ceti;Brucella pinnipedialis	0.0021770188448193752
s__Campylobacter_D peloridis	4	0.0192	488546	Campylobacter peloridis	0.0008708075379277499
s__Cellulophaga algicola	4	0.0111	59600	Cellulophaga algicola	0.0005034356078644805
s__Cenarchaeum symbiosum	4	0.0192	46770	Cenarchaeum symbiosum	0.0008708075379277499
s__Christiangramia sp900105135	4	0.0006	1250205	Gramella sp. MAR_2010_147	2.7212735560242184e-05
s__Corynebacterium maris	4	0.0096	575200	Corynebacterium maris	0.00043540376896387495
s__Corynebacterium phocae	4	0.0671	161895	Corynebacterium phocae	0.0030432909268204183
s__Corynebacterium stationis	4	0.0192	1705	Corynebacterium stationis	0.0008708075379277499
s__Croceibacter atlanticus	4	0.0089	313588	Croceibacter atlanticus	0.0004036555774769258
s__Cyclobacterium amurskyense	4	0.0192	320787	Cyclobacterium amurskyense	0.0008708075379277499
s__Cycloclasticus pugetii	4	0.9014	1329899	Cycloclasticus zancles	0.04088259972333718
s__Deferribacter desulfuricans	4	0.0096	197162	Deferribacter desulfuricans	0.00043540376896387495
s__Denitrovibrio acetiphilus	4	0.0096	118000	Denitrovibrio acetiphilus	0.00043540376896387495
s__Desulfobacula toluolica	4	0.1918	28223	Desulfobacula toluolica	0.008699004467424085
s__Desulfococcus multivorans	4	0.1055	897	Desulfococcus multivorans	0.004784906002675918
s__Desulfocurvibacter africanus	4	0.0863	873	Desulfovibrio africanus	0.003914098464748168
s__Desulfotalea psychrophila	4	0.0671	84980	Desulfotalea psychrophila	0.0030432909268204183
s__Dinoroseobacter shibae	4	0.0192	215813	Dinoroseobacter shibae	0.0008708075379277499
s__Dokdonia sp000212355	4	0.1878	983548	Dokdonia sp. 4H-3-7-5	0.008517586230355804
s__Dokdonia sp947496725	4	0.0192	313590	Dokdonia sp. MED134	0.0008708075379277499
s__Epibacterium sp000014065	4	0.0069	292414	Ruegeria sp. TM1040	0.0003129464589427852
s__Erythrobacter epoxidivorans	4	0.0096	361183	Altererythrobacter epoxidivorans	0.00043540376896387495
s__Erythrobacter ishigakiensis	4	0.0096	476157	Altererythrobacter ishigakiensis	0.00043540376896387495
s__Filomicrobium insigne	4	0.0192	1608628	Candidatus Filomicrobium marinum	0.0008708075379277499
s__Flagellimonas_A lutaonensis	4	0.0096	516051	Muricauda lutaonensis	0.00043540376896387495
s__Flammeovirga yaeyamensis	4	0.5657	1191459	Flammeovirga sp. MY04	0.025657074177381677
s__Flexistipes sinusarabici	4	0.0096	2352	Flexistipes sinusarabici	0.00043540376896387495
s__Francisella noatunensis	4	0.0288	657445	Francisella noatunensis	0.001306211306891625
s__Francisella uliginis	4	0.0096	573570	Francisella sp. TX077310	0.00043540376896387495
s__Glaciecola nitratireducens	4	0.0575	300231	Glaciecola nitratireducens	0.002607887157856543
s__Gloeomargarita lithophora	4	0.0192	1188228	Gloeomargarita lithophora	0.0008708075379277499
s__Gymnodinialimonas sp000013565	4	0.0384	290400	Jannaschia sp. CCS1	0.0017416150758554998
s__Hahella chejuensis	4	0.0192	158327	Hahella chejuensis	0.0008708075379277499
s__Halanaeroarchaeum sulfurireducens	4	0.0096	1604004	Halanaeroarchaeum sulfurireducens	0.00043540376896387495
s__Halolamina sediminis	4	0.0096	1480675	Halolamina sediminis	0.00043540376896387495
s__Halomonas aestuarii	4	0.1342	1897729	Halomonas aestuarii	0.006086581853640837
s__Halorhabdus tiamatea	4	0.0575	430914	Halorhabdus tiamatea	0.002607887157856543
s__Hungateiclostridium thermocellum	4	0.0575	1515	Ruminiclostridium thermocellum	0.002607887157856543
s__Hydrogenovibrio crunogenus	4	0.0192	39765	Thiomicrospira crunogena	0.0008708075379277499
s__Hyperthermus butylicus	4	1.6013	54248	Hyperthermus butylicus	0.07262625575435969
s__Hyphomicrobium_C nitrativorans	4	0.326	1427356	Hyphomicrobium nitrativorans	0.014785586321064923
s__Hyphomonas neptunia	4	0.1342	81032	Hyphomonas neptunium	0.006086581853640837
s__Ignicoccus hospitalis	4	0.0192	160233	Ignicoccus hospitalis	0.0008708075379277499
s__Isoalcanivorax pacificus	4	0.0096	1306787	Alcanivorax pacificus	0.00043540376896387495
s__Kangiella geojedonensis	4	0.0192	914150	Kangiella geojedonensis	0.0008708075379277499
s__Kangiella koreensis	4	0.0288	261964	Kangiella koreensis	0.001306211306891625
s__Lacinutrix sp000211855	4	0.0959	983544	Lacinutrix sp. 5H-3-7-4	0.004349502233712043
s__Leisingera methylohalidivorans	4	0.0096	133924	Leisingera methylohalidivorans	0.00043540376896387495
s__MONJU sp000801295	4	0.0096	1248727	endosymbiont of unidentified scaly snail isolate Monju	0.00043540376896387495
s__MRBY01 sp001693275	4	0.0192	32049	Synechococcus sp. PCC 7002	0.0008708075379277499
s__MTP4 sp000970045	4	0.0192	1434100	Methanosarcina sp. MTP4	0.0008708075379277499
s__Magnetospira sp000968135	4	0.1731	1288970	Magnetospira sp. QH-2	0.007850874209129872
s__Maribacter dokdonensis	4	0.0096	1644130	Maribacter sp. 1_2014MBL_MicDiv	0.00043540376896387495
s__Maribacter_A sp000153165	4	0.0384	313603	Maribacter sp. HTCC2170	0.0017416150758554998
s__Marinitoga piezophila	4	0.0192	149715	Marinitoga piezophila	0.0008708075379277499
s__Marinobacter psychrophilus	4	0.0959	490759	Marinobacter sp. BSs20148	0.004349502233712043
s__Marinobacter salinus	4	0.0141	1874317	Marinobacter salinus	0.0006394992856656914
s__Marinobacter similis	4	0.0479	1420916	Marinobacter similis	0.002172483388892668
s__Marinobacterium_A aestuarii	4	0.0306	1821621	Marinobacterium sp. ST58-10	0.0013878495135723516
s__Marinomonas mediterranea	4	0.0096	119864	Marinomonas mediterranea	0.00043540376896387495
s__Marinovum algicola	4	0.0027	42444	Marinovum algicola	0.00012245731002108985
s__Marivivens geojensis	4	0.0037	1920883	Donghicola sp. JLT3646	0.00016781186928816017
s__Metabacillus weihaiensis	4	0.0192	1547283	Bacillus weihaiensis	0.0008708075379277499
s__Methanocaldococcus sp000025525	4	0.0096	644281	Methanocaldococcus sp. FS406-22	0.00043540376896387495
s__Methanocaldococcus vulcanius	4	0.0288	73913	Methanocaldococcus vulcanius	0.001306211306891625
s__Methanosarcina siciliae	4	0.1726	38027	Methanosarcina siciliae	0.007828196929496337
s__Methyloceanibacter caenitepidi	4	0.5945	1384459	Methyloceanibacter caenitepidi	0.026963285484273302
s__Micromonospora arenicola	4	0.0726	168697	Salinispora arenicola	0.003292741002789305
s__Micromonospora gifhornensis	4	0.0164	1003110	Verrucosispora maris	0.0007438147719799532
s__Micromonospora krabiensis	4	0.0233	307121	Micromonospora krabiensis	0.0010567612309227384
s__Micromonospora tropica	4	0.0412	168695	Salinispora tropica	0.001868607841803297
s__Moritella marina	4	0.0102	90736	Moritella marina	0.00046261650452411726
s__Moritella viscosa	4	0.3159	80854	Moritella viscosa	0.014327505272467513
s__Myxococcus fulvus	4	0.0096	33	Myxococcus fulvus	0.00043540376896387495
s__Nanoarchaeum equitans	4	0.0288	160232	Nanoarchaeum equitans	0.001306211306891625
s__Nautilia profundicola	4	0.0096	244787	Nautilia profundicola	0.00043540376896387495
s__Nitratifractor salsuginis	4	0.0096	269261	Nitratifractor salsuginis	0.00043540376896387495
s__Nitrosarchaeum limnae	4	0.1342	1007084	Candidatus Nitrosoarchaeum limnia	0.006086581853640837
s__Nitrosococcus halophilus	4	0.6712	133539	Nitrosococcus halophilus	0.030441980180057594
s__Nitrosococcus oceani	4	0.0288	1229	Nitrosococcus oceani	0.001306211306891625
s__Nitrosopelagicus brevis	4	0.0671	1410606	Candidatus Nitrosopelagicus brevis	0.0030432909268204183
s__Nitrosopumilus maritimus	4	0.0096	338192	Nitrosopumilus maritimus	0.00043540376896387495
s__Nitrosopumilus piranensis	4	0.0096	1582439	Candidatus Nitrosopumilus piranensis	0.00043540376896387495
s__Nitrosopumilus sediminis	4	0.0959	1229909	Candidatus Nitrosopumilus sediminis	0.004349502233712043
s__Nocardia seriolae	4	0.0192	37332	Nocardia seriolae	0.0008708075379277499
s__Nonlabens sp900101765	4	0.0096	1336802	Nonlabens sp. Hel1_33_55	0.00043540376896387495
s__Novosphingobium sp000253255	4	0.0863	702113	Novosphingobium sp. PP1Y	0.003914098464748168
s__Octadecabacter antarcticus	4	0.0384	1217908	Octadecabacter antarcticus	0.0017416150758554998
s__Octadecabacter temperatus	4	0.0192	1458307	Octadecabacter temperatus	0.0008708075379277499
s__Oleispira antarctica	4	0.0959	188908	Oleispira antarctica	0.004349502233712043
s__Paenibacillus_AQ crassostreae	4	0.0096	1763538	Paenibacillus sp. LPB0068	0.00043540376896387495
s__Palaeococcus pacificus	4	0.1726	971279	Palaeococcus pacificus	0.007828196929496337
s__Paraglaciecola chathamensis	4	0.0192	983545	Glaciecola sp. 4H-3-7+YE-5	0.0008708075379277499
s__Paraoerskovia marina	4	0.0192	545619	Paraoerskovia marina	0.0008708075379277499
s__Parasynechococcus marisnigri	4	0.0288	84588	Synechococcus sp. WH 8102	0.001306211306891625
s__Parasynechococcus sp000161795	4	0.0096	166314	Synechococcus sp. WH 8109	0.00043540376896387495
s__Parasynechococcus sp000737595	4	0.0096	585425	Synechococcus sp. KORDI-52	0.00043540376896387495
s__Paraurantiacibacter namhicola	4	0.0288	645517	Altererythrobacter namhicola	0.001306211306891625
s__Pelagibacter sp000299095	4	0.0192	859653	alpha proteobacterium HIMB5	0.0008708075379277499
s__Persephonella marina	4	0.0096	309805	Persephonella marina	0.00043540376896387495
s__Planktomarina temperata	4	0.0065	1284658	Planktomarina temperata	0.000294804635235957
s__Polaribacter todarodis	4	0.0192	1850252	Tenacibaculum sp. LPB0136	0.0008708075379277499
s__Prochlorococcus_B sp000757865	4	0.0192	1501269	Prochlorococcus sp. MIT 0801	0.0008708075379277499
s__Prosthecochloris vibrioformis	4	0.0384	1868325	Prosthecochloris sp. CIB 2401	0.0017416150758554998
s__Pseudalgibacter alginicilyticus	4	0.0671	1736674	Algibacter alginolytica	0.0030432909268204183
s__Pseudoalteromonas tetraodonis	4	0.0384	234831	Pseudoalteromonas sp. SM9913	0.0017416150758554998
s__Pseudodesulfovibrio piezophilus	4	0.0096	879567	Desulfovibrio piezophilus	0.00043540376896387495
s__Pseudovibrio sp000156235	4	0.0069	911045	Pseudovibrio sp. FO-BEG1	0.0003129464589427852
s__Psychrobacter glaciei	4	0.0096	1112209	Psychrobacter sp. PAMC 21119	0.00043540376896387495
s__Psychrobacter sp000586415	4	0.4507	1298608	Psychrobacter sp. JCM 18900	0.02044129986166859
s__Psychromonas ingrahamii	4	0.0096	357794	Psychromonas ingrahamii	0.00043540376896387495
s__Psychromonas sp000153405	4	0.0096	314282	Psychromonas sp. CNPT3	0.00043540376896387495
s__Pyrobaculum aerophilum	4	0.0288	13773	Pyrobaculum aerophilum	0.001306211306891625
s__Pyrococcus furiosus	4	0.0384	2261	Pyrococcus furiosus	0.0017416150758554998
s__Pyrococcus horikoshii	4	0.0096	53953	Pyrococcus horikoshii	0.00043540376896387495
s__Pyrococcus sp000211475	4	0.1918	342949	Pyrococcus sp. NA2	0.008699004467424085
s__Pyrococcus yayanosii	4	0.0192	1008460	Pyrococcus yayanosii	0.0008708075379277499
s__Pyrolobus fumarii	4	0.0096	54252	Pyrolobus fumarii	0.00043540376896387495
s__RCC307 sp000063525	4	0.0863	316278	Synechococcus sp. RCC307	0.003914098464748168
s__Rhodobacter xanthinilyticus	4	0.0013	1850250	Rhodobacter sp. LPB0142	5.8960927047191404e-05
s__Rhodococcoides sp000954115	4	0.0192	1564114	Rhodococcus sp. B7740	0.0008708075379277499
s__Rhodococcus_F qingshengii	4	0.0192	1723645	Rhodococcus sp. 008	0.0008708075379277499
s__Rhodococcus_F sp001767395	4	0.0096	679318	Rhodococcus sp. WMMA185	0.00043540376896387495
s__Roseibacterium elongatum	4	0.1497	159346	Roseibacterium elongatum	0.006789577522280426
s__Roseobacter denitrificans	4	0.0384	2434	Roseobacter denitrificans	0.0017416150758554998
s__Roseobacter litoralis	4	0.0288	42443	Roseobacter litoralis	0.001306211306891625
s__Saccharophagus degradans	4	0.0288	86304	Saccharophagus degradans	0.001306211306891625
s__Shewanella amazonensis	4	0.0096	60478	Shewanella amazonensis	0.00043540376896387495
s__Shewanella baltica	4	0.1726	62322	Shewanella baltica	0.007828196929496337
s__Shewanella piezotolerans	4	0.0192	404011	Shewanella piezotolerans	0.0008708075379277499
s__Shewanella sediminis	4	0.0096	271097	Shewanella sediminis	0.00043540376896387495
s__Shewanella sp029835735	4	1.0164	94122	Shewanella sp. ANA-3	0.04609837403905027
s__Siansivirga zeaxanthinifaciens	4	0.0136	762954	Siansivirga zeaxanthinifaciens	0.0006168220060321563
s__Spiribacter curvatus	4	1.9178	1335757	Spiribacter curvatus	0.08698097376238745
s__Spiribacter salinus	4	0.7863	1335746	Spiribacter salinus	0.03566228995169739
s__Spongiibacter sp001010805	4	0.0096	1620392	Spongiibacter sp. IMCC21906	0.00043540376896387495
s__Staphylothermus marinus	4	0.0096	2280	Staphylothermus marinus	0.00043540376896387495
s__Stappia sp900105595	4	0.0096	1881061	Stappia sp. ES.058	0.00043540376896387495
