genome_id	abundance	source_taxid	source_accession	source_basename	source_lookup_key	mapping_method	metadata_accession	metadata_domain	metadata_genbank_accession	ncbi_taxid_metadata	ncbi_species_taxid_metadata	ncbi_species_metadata	ncbi_organism_name_metadata	gtdb_species	gtdb_taxonomy	tar_path	local_path
190114.0	4.0	1410638	GCF_000621765.1	GCF_000621765.1_ASM62176v1.fa	000621765.1	unique_assembly_core	GB_GCA_000621765.1	bac120	GCA_000621765.1	1410638	1410638	Ruminococcaceae bacterium AB4001	Ruminococcaceae bacterium AB4001	s__Saccharofermentans sp000621765	d__Bacteria;p__Bacillota;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp000621765	source_genomes/GCF_000621765.1_ASM62176v1.fa	
381666.0	44.0	959	GCF_001592745.1	GCF_001592745.1_ASM159274v1.fa	GCF_001592745.1	exact_accession	RS_GCF_001592745.1	bac120	GCA_001592745.1	959	959	Bdellovibrio bacteriovorus	Bdellovibrio bacteriovorus	s__Bdellovibrio bacteriovorus_B	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__Bdellovibrio bacteriovorus_B	source_genomes/GCF_001592745.1_ASM159274v1.fa	
228140.0	3.0	53442	GCF_900142645.1	GCF_900142645.1_IMG-taxon_2642422560_annotated_assembly.fa	GCF_900142645.1	exact_accession	RS_GCF_900142645.1	bac120	GCA_900142645.1	53442	53442	Eubacterium callanderi	Eubacterium callanderi	s__Eubacterium callanderi	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium callanderi	source_genomes/GCF_900142645.1_IMG-taxon_2642422560_annotated_assembly.fa	
denovo10305.0	2.0	140314	GCF_900067125.1	GCF_900067125.1_ASM90006712v1.fa	GCF_900067125.1	exact_accession	RS_GCF_900067125.1	bac120	GCA_900067125.1	140314	140314	Trichococcus palustris	Trichococcus palustris	s__Trichococcus palustris	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__Trichococcus palustris	source_genomes/GCF_900067125.1_ASM90006712v1.fa	
170926.0	5.0	1123282	GCF_900130065.1	GCF_900130065.1_IMG-taxon_2585428085_annotated_assembly.fa	GCF_900130065.1	exact_accession	RS_GCF_900130065.1	bac120	GCA_900130065.1	1123282	44749	Sporobacter termitidis	Sporobacter termitidis DSM 10068	s__Sporobacter termitidis	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Sporobacter;s__Sporobacter termitidis	source_genomes/GCF_900130065.1_IMG-taxon_2585428085_annotated_assembly.fa	
135956.0	33.0	1582	GCF_001066565.1	GCF_001066565.1_ASM106656v1.fa	GCF_001066565.1	exact_accession	RS_GCF_001066565.1	bac120	GCA_001066565.1	1597	1597	Lacticaseibacillus paracasei	Lacticaseibacillus paracasei	s__Lacticaseibacillus paracasei	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei	source_genomes/GCF_001066565.1_ASM106656v1.fa	
259846.0	2.0	1855302	GCF_900115355.1	GCF_900115355.1_IMG-taxon_2623620483_annotated_assembly.fa	GCF_900115355.1	exact_accession	RS_GCF_900115355.1	bac120	GCA_900115355.1	1855302	1855302	Pseudobutyrivibrio sp. JW11	Pseudobutyrivibrio sp. JW11	s__Pseudobutyrivibrio ruminis	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio ruminis	source_genomes/GCF_900115355.1_IMG-taxon_2623620483_annotated_assembly.fa	
denovo4276.0	4.0	1349822	GCF_000473955.1	GCF_000473955.1__oprFasNSB1.fa	GCF_000473955.1	exact_accession	RS_GCF_000473955.1	bac120	GCA_000473955.1	1349822	1099853	Coprobacter fastidiosus	Coprobacter fastidiosus NSB1 = JCM 33896	s__Coprobacter fastidiosus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter fastidiosus	source_genomes/GCF_000473955.1__oprFasNSB1.fa	
162576.0	63.0	518636	GCF_000158075.1	GCF_000158075.1_ASM15807v1.fa	GCF_000158075.1	exact_accession	RS_GCF_000158075.1	bac120	GCA_000158075.1	518636	333367	Enterocloster asparagiformis	[Clostridium] asparagiforme DSM 15981	s__Enterocloster asparagiformis	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster asparagiformis	source_genomes/GCF_000158075.1_ASM15807v1.fa	
denovo12645.0	1.0	585394	GCF_000225345.1	GCF_000225345.1_ASM22534v1.fa	GCF_000225345.1	exact_accession	RS_GCF_000225345.1	bac120	GCA_000225345.1	585394	301301	Roseburia hominis	Roseburia hominis A2-183	s__Roseburia hominis	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	source_genomes/GCF_000225345.1_ASM22534v1.fa	
315496.1	0.0699614985515	1280691	GCF_000424085.1	GCF_000424085.1_ASM42408v1.fa	GCF_000424085.1	exact_accession	RS_GCF_000424085.1	bac120	GCA_000424085.1	1280691	418240	Blautia wexlerae	Blautia wexlerae AGR2146	s__Blautia_A wexlerae	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	source_genomes/GCF_000424085.1_ASM42408v1.fa	
319219.0	1.0	358743	GCF_900115855.1	GCF_900115855.1_IMG-taxon_2623620476_annotated_assembly.fa	GCF_900115855.1	exact_accession	RS_GCF_900115855.1	bac120	GCA_900115855.1	358743	358743	Enterocloster citroniae	Enterocloster citroniae	s__Enterocloster citroniae	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster citroniae	source_genomes/GCF_900115855.1_IMG-taxon_2623620476_annotated_assembly.fa	
denovo273.0	1.0	637971	GCF_001050435.1	GCF_001050435.1_ASM105043v1.fa	GCF_001050435.1	exact_accession	RS_GCF_001050435.1	bac120	GCA_001050435.1	637971	637971	Levilactobacillus koreensis	Levilactobacillus koreensis	s__Levilactobacillus koreensis	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus koreensis	source_genomes/GCF_001050435.1_ASM105043v1.fa	
denovo2795.0	1.0	1658112	GCF_001244405.1	GCF_001244405.1_Eubacterium_massiliense.fa	GCF_001244405.1	exact_accession	RS_GCF_001244405.1	bac120	GCA_001244405.1	1658112	1658112	Eubacterium sp. SB2	Eubacterium sp. SB2	s__Faecalicatena contortus_B	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena contortus_B	source_genomes/GCF_001244405.1_Eubacterium_massiliense.fa	
1678333.0	0.120043147598	1073375	GCF_000507805.1	GCF_000507805.1_Rumi_gnav_CC55_001C_V1.fa	GCF_000507805.1	exact_accession	RS_GCF_000507805.1	bac120	GCA_000507805.1	1073375	33038	Mediterraneibacter gnavus	Mediterraneibacter gnavus CC55_001C	s__Mediterraneibacter gnavus	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter gnavus	source_genomes/GCF_000507805.1_Rumi_gnav_CC55_001C_V1.fa	
1678333.1	0.879956852402	1280686	GCF_000424585.1	GCF_000424585.1_ASM42458v1.fa	GCF_000424585.1	exact_accession	RS_GCF_000424585.1	bac120	GCA_000424585.1	1280686	1280686	Butyrivibrio sp. MC2013	Butyrivibrio sp. MC2013	s__Butyrivibrio sp000424585	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio sp000424585	source_genomes/GCF_000424585.1_ASM42458v1.fa	
184966.0	10.0	1796616	GCF_001689125.2	GCF_001689125.2_ASM168912v2.fa	GCF_001689125.2	exact_accession	RS_GCF_001689125.2	bac120	GCA_001689125.2	1796616	1796616	Blautia pseudococcoides	Blautia pseudococcoides	s__Blautia pseudococcoides	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia pseudococcoides	source_genomes/GCF_001689125.2_ASM168912v2.fa	
180869.0	23.0	1630	GCF_900109215.1	GCF_900109215.1_IMG-taxon_2654588124_annotated_assembly.fa	GCF_900109215.1	exact_accession	RS_GCF_900109215.1	bac120	GCA_900109215.1	1630	1630	Kandleria vitulina	Kandleria vitulina	s__Kandleria vitulina	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Kandleria;s__Kandleria vitulina	source_genomes/GCF_900109215.1_IMG-taxon_2654588124_annotated_assembly.fa	
192316.0	7.45708109151	322095	GCF_001553215.1	GCF_001553215.1_ASM155321v1.fa	GCF_001553215.1	exact_accession	RS_GCF_001553215.1	bac120	GCA_001553215.1	322095	322095	Porphyromonas somerae	Porphyromonas somerae	s__Porphyromonas pasteri	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas pasteri	source_genomes/GCF_001553215.1_ASM155321v1.fa	
192316.1	2.54291890849	837	GCF_002754115.1	GCF_002754115.1_ASM275411v1.fa	GCF_002754115.1	exact_accession	RS_GCF_002754115.1	bac120	GCA_002754115.1	837	837	Porphyromonas gingivalis	Porphyromonas gingivalis	s__Porphyromonas gingivalis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	source_genomes/GCF_002754115.1_ASM275411v1.fa	
354971.0	1.0	1589	GCF_001188985.1	GCF_001188985.1_ASM118898v1.fa	GCF_001188985.1	exact_accession	RS_GCF_001188985.1	bac120	GCA_001188985.1	1589	1589	Lactiplantibacillus pentosus	Lactiplantibacillus pentosus	s__Lactiplantibacillus pentosus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus pentosus	source_genomes/GCF_001188985.1_ASM118898v1.fa	
355440.0	3.0	1408306	GCF_000621605.1	GCF_000621605.1_ASM62160v1.fa	GCF_000621605.1	exact_accession	RS_GCF_000621605.1	bac120	GCA_000621605.1	1408306	1408306	Butyrivibrio sp. MC2021	Butyrivibrio sp. MC2021	s__Butyrivibrio sp000621605	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio sp000621605	source_genomes/GCF_000621605.1_ASM62160v1.fa	
163997.0	1.0	1798168	GCF_900112855.1	GCF_900112855.1_IMG-taxon_2606217811_annotated_assembly.fa	GCF_900112855.1	exact_accession	RS_GCF_900112855.1	bac120	GCA_900112855.1	1798168	1798168	Pseudobutyrivibrio sp. NOR37	Pseudobutyrivibrio sp. NOR37	s__Pseudobutyrivibrio sp900112855	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio sp900112855	source_genomes/GCF_900112855.1_IMG-taxon_2606217811_annotated_assembly.fa	
denovo10808.0	19.0	997353	GCF_000220255.1	GCF_000220255.1_ASM22025v1.fa	GCF_000220255.1	exact_accession	RS_GCF_000220255.1	bac120	GCA_000220255.1	997353	60133	Prevotella pallens	Prevotella pallens ATCC 700821	s__Prevotella pallens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pallens	source_genomes/GCF_000220255.1_ASM22025v1.fa	
3957916.0	1.0	1703332	GCF_001414325.1	GCF_001414325.1_ASM141432v1.fa	GCF_001414325.1	exact_accession	RS_GCF_001414325.1	bac120	GCA_001414325.1	1703332	1703332	Butyribacter intestini	Butyribacter intestini	s__Butyribacter intestini	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter intestini	source_genomes/GCF_001414325.1_ASM141432v1.fa	
3486634.0	2.0	1078089	GCF_000382465.1	GCF_000382465.1_Bact_sp_HPS0048_V1.fa	GCF_000382465.1	exact_accession	RS_GCF_000382465.1	bac120	GCA_000382465.1	1078089	1078089	Bacteroides sp. HPS0048	Bacteroides sp. HPS0048	s__Bacteroides nordii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	source_genomes/GCF_000382465.1_Bact_sp_HPS0048_V1.fa	
denovo9337.0	2.0	997876	GCF_000273055.1	GCF_000273055.1_Bact_dore_CL02T12C06_V1.fa	GCF_000273055.1	exact_accession	RS_GCF_000273055.1	bac120	GCA_000273055.1	997876	357276	Phocaeicola dorei	Phocaeicola dorei CL02T12C06	s__Phocaeicola dorei	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	source_genomes/GCF_000273055.1_Bact_dore_CL02T12C06_V1.fa	
348376.1	6.19202989968	411462	GCF_000154065.1	GCF_000154065.1_ASM15406v1.fa	GCF_000154065.1	exact_accession	RS_GCF_000154065.1	bac120	GCA_000154065.1	411462	88431	Dorea longicatena	Dorea longicatena DSM 13814	s__Dorea_A longicatena	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena	source_genomes/GCF_000154065.1_ASM15406v1.fa	
denovo1211.0	1.0	239935	GCF_900184885.1	GCF_900184885.1_MOUSE_M89_JASPER.fasta.fa	GCF_900184885.1	exact_accession	RS_GCF_900184885.1	bac120	GCA_900184885.1	239935	239935	Akkermansia muciniphila	Akkermansia muciniphila	s__Akkermansia muciniphila_A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_A	source_genomes/GCF_900184885.1_MOUSE_M89_JASPER.fasta.fa	
178546.0	18.0	1227272	GCF_000467855.2	GCF_000467855.2_ASM46785v2.fa	GCF_000467855.2	exact_accession	RS_GCF_000467855.2	bac120	GCA_000467855.2	1227272	712437	Porphyromonas sp. oral taxon 278 str. W7784	Porphyromonas sp. oral taxon 278 str. W7784	s__Porphyromonas sp000467855	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp000467855	source_genomes/GCF_000467855.2_ASM46785v2.fa	
229455.1	0.239766053503	1346611	GCF_001697285.1	GCF_001697285.1_ASM169728v1.fa	GCF_001697285.1	exact_accession	RS_GCF_001697285.1	bac120	GCA_001697285.1	1346611	1510	Thermoclostridium stercorarium	Thermoclostridium stercorarium subsp. leptospartum DSM 9219	s__Thermoclostridium stercorarium	d__Bacteria;p__Bacillota;c__Clostridia;o__DSM-8532;f__DSM-8532;g__Thermoclostridium;s__Thermoclostridium stercorarium	source_genomes/GCF_001697285.1_ASM169728v1.fa	
229455.0	3.7602339465	394503	GCF_000022065.1	GCF_000022065.1_ASM2206v1.fa	GCF_000022065.1	exact_accession	RS_GCF_000022065.1	bac120	GCA_000022065.1	394503	1521	Ruminiclostridium cellulolyticum	Ruminiclostridium cellulolyticum H10	s__Ruminiclostridium cellulolyticum	d__Bacteria;p__Bacillota;c__Clostridia;o__Acetivibrionales;f__DSM-1351;g__Ruminiclostridium;s__Ruminiclostridium cellulolyticum	source_genomes/GCF_000022065.1_ASM2206v1.fa	
178274.0	1.0	837	GCF_900157275.1	GCF_900157275.1_84-3.fa	GCF_900157275.1	exact_accession	RS_GCF_900157275.1	bac120	GCA_900157275.1	837	837	Porphyromonas gingivalis	Porphyromonas gingivalis	s__Porphyromonas gingivalis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	source_genomes/GCF_900157275.1_84-3.fa	
2645488.0	13.0	1121333	GCF_000686665.1	GCF_000686665.1_ASM68666v1.fa	GCF_000686665.1	exact_accession	RS_GCF_000686665.1	bac120	GCA_000686665.1	1121333	341225	Thomasclavelia saccharogumia	Thomasclavelia saccharogumia DSM 17460	s__Thomasclavelia saccharogumia	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia saccharogumia	source_genomes/GCF_000686665.1_ASM68666v1.fa	
174805.0	2.0	1855399	GCF_900116075.1	GCF_900116075.1_IMG-taxon_2654588129_annotated_assembly.fa	900116075.1	unique_assembly_core	GB_GCA_900116075.1	bac120	GCA_900116075.1	1855399	1855399	Porphyromonadaceae bacterium NLAE-zl-C104	Porphyromonadaceae bacterium NLAE-zl-C104	s__Proteiniphilum saccharofermentans	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum saccharofermentans	source_genomes/GCF_900116075.1_IMG-taxon_2654588129_annotated_assembly.fa	
308734.0	1.0	1871018	GCF_900104675.1	GCF_900104675.1_PRJEB16361.fa	GCF_900104675.1	exact_accession	RS_GCF_900104675.1	bac120	GCA_900104675.1	1871018	1871018	Angelakisella massiliensis	Angelakisella massiliensis	s__Angelakisella massiliensis	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella massiliensis	source_genomes/GCF_900104675.1_PRJEB16361.fa	
173916.0	34.0	1855376	GCF_900113595.1	GCF_900113595.1_IMG-taxon_2657245270_annotated_assembly.fa	GCF_900113595.1	unmapped										source_genomes/GCF_900113595.1_IMG-taxon_2657245270_annotated_assembly.fa	
129394.0	1.0	1410650	GCF_000622085.1	GCF_000622085.1_ASM62208v1.fa	GCF_000622085.1	exact_accession	RS_GCF_000622085.1	bac120	GCA_000622085.1	1410650	43305	Butyrivibrio proteoclasticus	Butyrivibrio proteoclasticus P6B7	s__Butyrivibrio proteoclasticus_A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio proteoclasticus_A	source_genomes/GCF_000622085.1_ASM62208v1.fa	
190547.0	7.0	742735	GCF_000234155.1	GCF_000234155.1_Clos_clos_2_1_49FAA_V1.fa	GCF_000234155.1	exact_accession	RS_GCF_000234155.1	bac120	GCA_000234155.1	742735	1531	Enterocloster clostridioformis	[Clostridium] clostridioforme 2_1_49FAA	s__Enterocloster clostridioformis	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis	source_genomes/GCF_000234155.1_Clos_clos_2_1_49FAA_V1.fa	
230268.0	12.0	411471	GCF_000157955.1	GCF_000157955.1_ASM15795v1.fa	GCF_000157955.1	exact_accession	RS_GCF_000157955.1	bac120	GCA_000157955.1	411471	214851	Subdoligranulum variabile	Subdoligranulum variabile DSM 15176	s__Gemmiger variabilis	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger variabilis	source_genomes/GCF_000157955.1_ASM15795v1.fa	
187028.0	29.0	36874	GCF_000766005.1	GCF_000766005.1_ASM76600v1.fa	GCF_000766005.1	exact_accession	RS_GCF_000766005.1	bac120	GCA_000766005.1	36874	36874	Porphyromonas cangingivalis	Porphyromonas cangingivalis	s__Porphyromonas_A cangingivalis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A cangingivalis	source_genomes/GCF_000766005.1_ASM76600v1.fa	
4447072.0	1.97364892289	457395	GCF_000157075.2	GCF_000157075.2_Bact_sp_9_1_42FAA_V2.fa	000157075.2	unique_assembly_core	GB_GCA_000157075.2	bac120	GCA_000157075.2	457395	457395	Bacteroides sp. 9_1_42FAA	Bacteroides sp. 9_1_42FAA	s__Phocaeicola dorei	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	source_genomes/GCF_000157075.2_Bact_sp_9_1_42FAA_V2.fa	
851733.0	62.0	1714682	GCF_002217985.1	GCF_002217985.1_ASM221798v1.fa	GCF_002217985.1	exact_accession	RS_GCF_002217985.1	bac120	GCA_002217985.1	1714682	1714682	Secundilactobacillus pentosiphilus	Secundilactobacillus pentosiphilus	s__Secundilactobacillus pentosiphilus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Secundilactobacillus;s__Secundilactobacillus pentosiphilus	source_genomes/GCF_002217985.1_ASM221798v1.fa	
263834.0	0.0322939163906	679200	GCF_000235445.1	GCF_000235445.1_John_igna_ATCC_51276_V1.fa	GCF_000235445.1	exact_accession	RS_GCF_000235445.1	bac120	GCA_000235445.1	679200	43995	Johnsonella ignava	Johnsonella ignava ATCC 51276	s__Johnsonella ignava	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Johnsonella;s__Johnsonella ignava	source_genomes/GCF_000235445.1_John_igna_ATCC_51276_V1.fa	
263834.1	2.96770608361	467210	GCF_001552975.1	GCF_001552975.1_ASM155297v1.fa	GCF_001552975.1	exact_accession	RS_GCF_001552975.1	bac120	GCA_001552975.1	467210	467210	Lachnoanaerobaculum saburreum	Lachnoanaerobaculum saburreum	s__Lachnoanaerobaculum orale	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum orale	source_genomes/GCF_001552975.1_ASM155297v1.fa	
1889556.0	3.0	46506	GCF_001535605.1	GCF_001535605.1_ASM153560v1.fa	GCF_001535605.1	exact_accession	RS_GCF_001535605.1	bac120	GCA_001535605.1	46506	46506	Bacteroides stercoris	Bacteroides stercoris	s__Bacteroides stercoris	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	source_genomes/GCF_001535605.1_ASM153560v1.fa	
306306.0	1.0	797515	GCF_000238835.1	GCF_000238835.1_ASM23883v1.fa	GCF_000238835.1	exact_accession	RS_GCF_000238835.1	bac120	GCA_000238835.1	797515	390842	Lentilactobacillus parafarraginis	Lentilactobacillus parafarraginis F0439	s__Lentilactobacillus parafarraginis	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lentilactobacillus;s__Lentilactobacillus parafarraginis	source_genomes/GCF_000238835.1_ASM23883v1.fa	
4397402.0	5.0	1590	GCF_001981595.1	GCF_001981595.1_ASM198159v1.fa	GCF_001981595.1	exact_accession	RS_GCF_001981595.1	bac120	GCA_001981595.1	1590	1590	Lactiplantibacillus plantarum	Lactiplantibacillus plantarum	s__Lactiplantibacillus plantarum	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	source_genomes/GCF_001981595.1_ASM198159v1.fa	
319134.0	1.0	1855374	GCF_900114405.1	GCF_900114405.1_IMG-taxon_2654588176_annotated_assembly.fa	900114405.1	unique_assembly_core	GB_GCA_900114405.1	bac120	GCA_900114405.1	1855374	1855374	Lachnospiraceae bacterium KH1T2	Lachnospiraceae bacterium KH1T2	s__NK4A144 sp900114405	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NK4A144;s__NK4A144 sp900114405	source_genomes/GCF_900114405.1_IMG-taxon_2654588176_annotated_assembly.fa	
denovo389.0	1.0	1194971	GCF_001011095.1	GCF_001011095.1_ASM101109v1.fa	GCF_001011095.1	exact_accession	RS_GCF_001011095.1	bac120	GCA_001011095.1	1194971	1624	Ligilactobacillus salivarius	Ligilactobacillus salivarius str. Ren	s__Ligilactobacillus salivarius	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	source_genomes/GCF_001011095.1_ASM101109v1.fa	
835900.0	140.0	742817	GCF_000243215.1	GCF_000243215.1_Odor_lane_YIT_12061_V1.fa	GCF_000243215.1	exact_accession	RS_GCF_000243215.1	bac120	GCA_000243215.1	742817	626933	Odoribacter laneus	Odoribacter laneus YIT 12061	s__Culturomica lanea	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Culturomica;s__Culturomica lanea	source_genomes/GCF_000243215.1_Odor_lane_YIT_12061_V1.fa	
denovo12532.0	1.0	1234378	GCF_000331715.1	GCF_000331715.1_ASM33171v1.fa	GCF_000331715.1	exact_accession	RS_GCF_000331715.1	bac120	GCA_000331715.1	1234378	29546	Lawsonia intracellularis	Lawsonia intracellularis N343	s__Bilophila intracellularis	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila intracellularis	source_genomes/GCF_000331715.1_ASM33171v1.fa	
denovo1832.0	2.0	1073386	GCF_000297695.1	GCF_000297695.1_Bact_frag_HMW_610_V1.fa	GCF_000297695.1	exact_accession	RS_GCF_000297695.1	bac120	GCA_000297695.1	1073386	817	Bacteroides fragilis	Bacteroides fragilis HMW 610	s__Bacteroides hominis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides hominis	source_genomes/GCF_000297695.1_Bact_frag_HMW_610_V1.fa	
4340358.0	4.0	817	GCF_001056335.1	GCF_001056335.1_ASM105633v1.fa	GCF_001056335.1	exact_accession	RS_GCF_001056335.1	bac120	GCA_001056335.1	817	817	Bacteroides fragilis	Bacteroides fragilis	s__Bacteroides fragilis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	source_genomes/GCF_001056335.1_ASM105633v1.fa	
189840.0	39.0	411485	GCF_000154385.1	GCF_000154385.1_ASM15438v1.fa	GCF_000154385.1	exact_accession	RS_GCF_000154385.1	bac120	GCA_000154385.1	411485	853	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii M21/2	s__Faecalibacterium prausnitzii	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	source_genomes/GCF_000154385.1_ASM15438v1.fa	
denovo5877.0	5.0	693988	GCF_000224655.1	GCF_000224655.1_Bilophila_sp_4_1_30_V1.fa	GCF_000224655.1	exact_accession	RS_GCF_000224655.1	bac120	GCA_000224655.1	693988	693988	Bilophila sp. 4_1_30	Bilophila sp. 4_1_30	s__Bilophila wadsworthia	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	source_genomes/GCF_000224655.1_Bilophila_sp_4_1_30_V1.fa	
