sample	ncbi_species_taxid	truth_name	abundance_pct_all	transfer_method	gtdb_species	taxid_gtdb_species_count	binomial_gtdb_species_count
2	645517	Altererythrobacter namhicola	0.0137	unique_taxid	s__Paraurantiacibacter namhicola	1	0
2	65555	Desulfocapsa sulfexigens	0.0683	unique_gtdb_binomial	s__Desulfocapsa sulfexigens	4	1
2	663	Vibrio alginolyticus	0.0137	unique_gtdb_binomial	s__Vibrio alginolyticus	7	1
2	666	Vibrio cholerae	0.0547	unique_gtdb_binomial	s__Vibrio cholerae	4	1
2	668	Aliivibrio fischeri	0.0273	unique_gtdb_binomial	s__Aliivibrio fischeri	3	1
2	669	Vibrio harveyi	0.041	unique_gtdb_binomial	s__Vibrio harveyi	4	1
2	670	Vibrio parahaemolyticus	0.0956	unique_gtdb_binomial	s__Vibrio parahaemolyticus	7	1
2	673860	Aciduliprofundum sp. MAR08-339	0.0683	unique_taxid	s__Aciduliprofundum sp000327505	1	0
2	680	Vibrio campbellii	0.0273	unique_gtdb_binomial	s__Vibrio campbellii	2	1
2	680279	Agarivorans gilvus	0.0273	unique_taxid	s__Agarivorans gilvus	1	1
2	702113	Novosphingobium sp. PP1Y	0.0956	unique_taxid	s__Novosphingobium sp000253255	1	0
2	70799	Nodularia spumigena	0.0137	unique_taxid	s__Nodularia spumigena	1	1
2	70864	Shewanella pealeana	0.0137	unique_taxid	s__Shewanella pealeana	1	1
2	713887	Candidatus Atelocyanobacterium thalassa	0.0137	ambiguous_taxid		3	0
2	715451	Alteromonas naphthalenivorans	0.0273	unique_gtdb_binomial	s__Alteromonas naphthalenivorans	2	1
2	73141	Thiocystis violascens	0.0956	ambiguous_taxid		2	0
2	73913	Methanocaldococcus vulcanius	0.0956	unique_taxid	s__Methanocaldococcus vulcanius	1	1
2	73919	Thermaerobacter marianensis	0.0273	unique_gtdb_binomial	s__Thermaerobacter marianensis	4	1
2	74109	Photobacterium profundum	0.041	unique_gtdb_binomial	s__Photobacterium profundum	2	1
2	74318	Maricaulis maris	0.0209	unique_gtdb_binomial	s__Maricaulis maris	4	1
2	759620	Weissella ceti	0.0683	unique_gtdb_binomial	s__Weissella ceti	2	1
2	76594	Cellulophaga baltica	0.0251	unique_gtdb_binomial	s__Cellulophaga baltica	2	1
2	80679	Thioflavicoccus mobilis	0.2459	unique_taxid	s__Thioflavicoccus mobilis	1	1
2	80852	Aliivibrio wodanis	0.2869	unique_taxid	s__Aliivibrio wodanis	1	1
2	80854	Moritella viscosa	0.1591	unique_taxid	s__Moritella viscosa	1	1
2	81032	Hyphomonas neptunium	0.082	unique_taxid	s__Hyphomonas neptunia	1	0
2	84405	Hippea maritima	0.0137	unique_taxid	s__Hippea maritima	1	1
2	84980	Desulfotalea psychrophila	0.082	unique_taxid	s__Desulfotalea psychrophila	1	1
2	859653	alpha proteobacterium HIMB5	0.0273	unique_taxid	s__Pelagibacter sp000299095	1	0
2	86304	Saccharophagus degradans	0.0273	unique_taxid	s__Saccharophagus degradans	1	1
2	873	Desulfovibrio africanus	0.1093	unique_taxid	s__Desulfocurvibacter africanus	1	0
2	876	Desulfovibrio desulfuricans	0.0683	unique_gtdb_binomial	s__Desulfovibrio desulfuricans	8	1
2	879567	Desulfovibrio piezophilus	0.041	unique_taxid	s__Pseudodesulfovibrio piezophilus	1	0
2	89184	Ruegeria pomeroyi	0.0273	ambiguous_taxid		2	0
2	897	Desulfococcus multivorans	0.164	unique_taxid	s__Desulfococcus multivorans	1	1
2	90736	Moritella marina	0.0048	unique_taxid	s__Moritella marina	1	1
2	914150	Kangiella geojedonensis	0.041	unique_taxid	s__Kangiella geojedonensis	1	1
2	93466	Fervidobacterium pennivorans	0.0137	unique_gtdb_binomial	s__Fervidobacterium pennivorans	2	1
2	936476	Marinomonas posidonica	0.2596	unique_gtdb_binomial	s__Marinomonas posidonica	2	1
2	94122	Shewanella sp. ANA-3	0.123	unique_taxid	s__Shewanella sp029835735	1	0
2	959	Bdellovibrio bacteriovorus	0.0547	unique_gtdb_binomial	s__Bdellovibrio bacteriovorus	14	1
2	96345	Flavobacterium psychrophilum	0.1093	unique_gtdb_binomial	s__Flavobacterium psychrophilum	38	1
2	971279	Palaeococcus pacificus	0.5875	unique_taxid	s__Palaeococcus pacificus	1	1
2	983544	Lacinutrix sp. 5H-3-7-4	0.1776	unique_taxid	s__Lacinutrix sp000211855	1	0
2	983545	Glaciecola sp. 4H-3-7+YE-5	0.0137	unique_taxid	s__Paraglaciecola chathamensis	1	0
3	1002672	Candidatus Pelagibacter sp. IMCC9063	0.0002	unique_taxid	s__IMCC9063 sp000195085	1	0
3	1003110	Verrucosispora maris	0.0236	unique_taxid	s__Micromonospora gifhornensis	1	0
3	1006	Marivirga tractuosa	0.1171	unique_gtdb_binomial	s__Marivirga tractuosa	2	1
3	1007084	Candidatus Nitrosoarchaeum limnia	0.0244	unique_taxid	s__Nitrosarchaeum limnae	1	0
3	1007105	Pusillimonas sp. T7-7	0.0049	unique_taxid	s__Pusillimonas_C sp000209655	1	0
3	100716	Chloroherpeton thalassium	0.0537	unique_gtdb_binomial	s__Chloroherpeton thalassium	3	1
3	1008	Saprospira grandis	0.0439	unique_gtdb_binomial	s__Saprospira grandis	3	1
3	1008460	Pyrococcus yayanosii	0.0049	unique_taxid	s__Pyrococcus yayanosii	1	1
3	104	Cyclobacterium marinum	0.0049	unique_taxid	s__Cyclobacterium marinum	1	1
3	1042877	Thermococcus sp. 4557	0.0488	unique_taxid	s__Thermococcus sp000221185	1	0
3	1063	Rhodobacter sphaeroides	0.0129	ambiguous_taxid		6	0
3	1076588	Thiolapillus brandeum	0.1269	unique_gtdb_binomial	s__Thiolapillus brandeum	2	1
3	1094	Chlorobium phaeovibrioides	0.0195	unique_gtdb_binomial	s__Chlorobium phaeovibrioides	2	1
3	1096	Chlorobium phaeobacteroides	0.0586	unique_gtdb_binomial	s__Chlorobium phaeobacteroides	2	1
3	1112209	Psychrobacter sp. PAMC 21119	0.0098	unique_taxid	s__Psychrobacter glaciei	1	0
3	111501	Muricauda ruestringensis	0.0488	ambiguous_taxid		2	0
3	1116375	Vibrio sp. EJY3	0.0098	unique_taxid	s__Vibrio natriegens	1	0
3	1124597	Magnetococcus marinus	0.0683	unique_taxid	s__Magnetococcus marinus	1	1
3	113653	Geoglobus ahangari	0.0049	unique_taxid	s__Geoglobus ahangari	1	1
3	1144748	Kangiella sediminilitoris	0.0049	unique_taxid	s__Kangiella sediminilitoris	1	1
3	1150389	Flavobacteriaceae bacterium UJ101	0.0146	unique_taxid	s__UJ101 sp001880285	1	0
3	1155739	Moorea producens	0.0146	ambiguous_taxid		2	0
3	1168034	Draconibacterium orientale	0.0098	unique_gtdb_binomial	s__Draconibacterium orientale	17	1
3	118000	Denitrovibrio acetiphilus	0.0098	unique_taxid	s__Denitrovibrio acetiphilus	1	1
3	1188228	Gloeomargarita lithophora	0.0829	unique_taxid	s__Gloeomargarita lithophora	1	1
3	1191459	Flammeovirga sp. MY04	0.1513	unique_taxid	s__Flammeovirga yaeyamensis	1	0
3	119864	Marinomonas mediterranea	0.0976	unique_taxid	s__Marinomonas mediterranea	1	1
3	120576	Brucella pinnipedialis	0.0439	unique_taxid	s__Brucella melitensis	1	0
3	120577	Brucella ceti	0.0244	unique_taxid	s__Brucella melitensis	1	0
3	1208324	Celeribacter indicus	0.0244	unique_taxid	s__Celeribacter indicus	1	1
3	1217908	Octadecabacter antarcticus	0.0683	unique_taxid	s__Octadecabacter antarcticus	1	1
3	1219	Prochlorococcus marinus	0.2732	ambiguous_taxid		55	0
3	1229	Nitrosococcus oceani	0.444	unique_taxid	s__Nitrosococcus oceani	1	1
3	1229909	Candidatus Nitrosopumilus sediminis	0.122	unique_taxid	s__Nitrosopumilus sediminis	1	0
3	1238	Piscirickettsia salmonis	0.2098	unique_gtdb_binomial	s__Piscirickettsia salmonis	2	1
3	1246	Leuconostoc lactis	0.0195	unique_gtdb_binomial	s__Leuconostoc lactis	2	1
3	1248727	endosymbiont of unidentified scaly snail isolate Monju	0.0146	unique_taxid	s__MONJU sp000801295	1	0
3	1250153	Maribacter sp. MAR_2009_60	0.0439	unmapped		0	0
3	1250205	Gramella sp. MAR_2010_147	0.001	unique_taxid	s__Christiangramia sp900105135	1	0
3	1250295	Flavobacteriaceae bacterium MAR_2010_188	0.0146	unique_taxid	s__Aegicerativicinus sp900104375	1	0
3	1263979	Candidatus Endolissoclinum faulkneri	0.5825	ambiguous_taxid		2	0
3	126740	Thermotoga sp. RQ2	0.122	unique_taxid	s__Thermotoga maritima	1	0
3	1267766	Altererythrobacter atlanticus	0.0098	unique_taxid	s__Croceibacterium_C atlanticum	1	0
3	1270	Micrococcus luteus	0.0293	unique_gtdb_binomial	s__Micrococcus luteus	5	1
3	1276	Kytococcus sedentarius	0.0049	unique_gtdb_binomial	s__Kytococcus sedentarius	3	1
3	1280380	Synechococcus sp. KORDI-100	0.0098	unique_taxid	s__Parasynechococcus sp000737535	1	0
3	1282	Staphylococcus epidermidis	0.0488	unique_gtdb_binomial	s__Staphylococcus epidermidis	4	1
3	1284658	Planktomarina temperata	0.0067	unique_taxid	s__Planktomarina temperata	1	1
3	1288970	Magnetospira sp. QH-2	0.1947	unique_taxid	s__Magnetospira sp000968135	1	0
3	1292	Staphylococcus warneri	1.1027	unique_gtdb_binomial	s__Staphylococcus warneri	4	1
3	1295392	Photobacterium gaetbulicola	0.039	unique_taxid	s__Photobacterium gaetbulicola	1	1
3	1298608	Psychrobacter sp. JCM 18900	0.444	unique_taxid	s__Psychrobacter sp000586415	1	0
3	1301915	Methanocaldococcus bathoardescens	0.0098	unique_taxid	s__Methanocaldococcus bathoardescens	1	1
3	1306787	Alcanivorax pacificus	0.0098	unique_taxid	s__Isoalcanivorax pacificus	1	0
3	1307761	Salinispira pacifica	0.0098	unique_taxid	s__Salinispira pacifica	1	1
3	1311	Streptococcus agalactiae	0.0098	unique_gtdb_binomial	s__Streptococcus agalactiae	3	1
3	131112	Arcanobacterium phocae	0.0049	unique_gtdb_binomial	s__Arcanobacterium phocae	2	1
3	1329899	Cycloclasticus zancles	0.5123	unique_taxid	s__Cycloclasticus pugetii	1	0
3	133539	Nitrosococcus halophilus	1.9078	unique_taxid	s__Nitrosococcus halophilus	1	1
3	1335746	Spiribacter salinus	0.8002	unique_taxid	s__Spiribacter salinus	1	1
3	1335757	Spiribacter curvatus	2.5519	unique_taxid	s__Spiribacter curvatus	1	1
3	1336794	Formosa sp. Hel1_33_131	0.001	ambiguous_taxid		2	0
3	1336795	Formosa sp. Hel3_A1_48	0.0486	ambiguous_taxid		2	0
3	1336802	Nonlabens sp. Hel1_33_55	0.0439	unique_taxid	s__Nonlabens sp900101765	1	0
3	133924	Leisingera methylohalidivorans	0.039	unique_taxid	s__Leisingera methylohalidivorans	1	1
3	1346	Streptococcus iniae	0.0293	unique_taxid	s__Streptococcus iniae	1	1
3	1348114	Pseudoalteromonas sp. OCN003	0.0049	unique_taxid	s__Pseudoalteromonas piratica	1	0
3	1348774	Croceicoccus naphthovorans	0.0049	unique_taxid	s__Croceicoccus naphthovorans	1	1
3	135577	Idiomarina loihiensis	0.0049	unique_gtdb_binomial	s__Idiomarina loihiensis	3	1
3	1363	Lactococcus garvieae	0.0293	unique_gtdb_binomial	s__Lactococcus garvieae	6	1
3	1374	Planococcus kocurii	0.0098	unique_taxid	s__Planococcus kocurii	1	1
3	13773	Pyrobaculum aerophilum	0.039	unique_taxid	s__Pyrobaculum aerophilum	1	1
3	1380358	Halomonas sp. 23_GOM-1509m	0.0998	unique_taxid	s__Vreelandella titanicae	1	0
3	1384459	Methyloceanibacter caenitepidi	0.1903	unique_taxid	s__Methyloceanibacter caenitepidi	1	1
3	138563	Helicobacter cetorum	0.0098	unique_gtdb_binomial	s__Helicobacter cetorum	6	1
3	1397108	Celeribacter marinus	0.0244	unique_gtdb_binomial	s__Celeribacter marinus	2	1
3	1408	Bacillus pumilus	0.0439	unique_gtdb_binomial	s__Bacillus pumilus	10	1
3	1410606	Candidatus Nitrosopelagicus brevis	0.0829	unique_taxid	s__Nitrosopelagicus brevis	1	0
3	1420916	Marinobacter similis	0.0244	unique_taxid	s__Marinobacter similis	1	1
3	1427356	Hyphomicrobium nitrativorans	0.1317	unique_taxid	s__Hyphomicrobium_C nitrativorans	1	0
3	1427364	Candidatus Thioglobus singularis	0.0244	ambiguous_taxid		3	0
3	1434100	Methanosarcina sp. MTP4	0.0586	unique_taxid	s__MTP4 sp000970045	1	0
3	1434102	Methanosarcina sp. WH1	0.0049	unique_taxid	s__Methanosarcina sp000969965	1	0
3	1453352	Sediminicola sp. YIK13	0.0049	unique_taxid	s__Sediminicola sp001430825	1	0
3	1458307	Octadecabacter temperatus	0.0293	unique_taxid	s__Octadecabacter temperatus	1	1
3	1462	Geobacillus kaustophilus	0.0195	ambiguous_taxid		2	0
3	146919	Salinibacter ruber	0.0195	unique_taxid	s__Salinibacter ruber	1	1
3	1480675	Halolamina sediminis	0.0049	unique_taxid	s__Halolamina sediminis	1	1
3	1491	Clostridium botulinum	0.1952	ambiguous_taxid		13	0
3	149715	Marinitoga piezophila	0.0098	unique_taxid	s__Marinitoga piezophila	1	1
3	1501268	Prochlorococcus sp. MIT 0604	0.0098	unique_taxid	s__Prochlorococcus_A sp000757845	1	0
3	1501269	Prochlorococcus sp. MIT 0801	0.0098	unique_taxid	s__Prochlorococcus_B sp000757865	1	0
3	1505907	Thermococcus eurythermalis	0.0049	unique_taxid	s__Thermococcus eurythermalis	1	1
3	1510	[Clostridium] stercorarium	0.0244	unique_taxid	s__Thermoclostridium stercorarium	1	0
3	1510466	Candidatus Nitrosopumilus koreensis	0.0098	unique_taxid	s__Nitrosopumilus koreensis	1	0
3	1515	Ruminiclostridium thermocellum	0.0244	unique_taxid	s__Hungateiclostridium thermocellum	1	0
3	1526571	Lacimicrobium alkaliphilum	0.0098	unique_gtdb_binomial	s__Lacimicrobium alkaliphilum	2	1
3	154	Spirochaeta thermophila	0.0244	ambiguous_taxid		2	0
3	1541959	Candidatus Izimaplasma sp. HR1	0.0976	unique_taxid	s__Xianfuyuplasma sp000755705	1	0
3	1543721	Sedimenticola thiotaurini	0.0049	unique_gtdb_binomial	s__Sedimenticola thiotaurini	3	1
3	1547283	Bacillus weihaiensis	0.0098	unique_taxid	s__Metabacillus weihaiensis	1	0
3	1547445	Francisella sp. FSC1006	0.0098	unmapped		0	0
3	1548547	Woeseia oceani	0.0732	unique_taxid	s__Woeseia oceani	1	1
3	1555194	Formosa haliotis	0.1513	unique_taxid	s__Formosa haliotis	1	1
3	1564114	Rhodococcus sp. B7740	0.039	unique_taxid	s__Rhodococcoides sp000954115	1	0
3	158080	Chromohalobacter salexigens	0.0098	unique_taxid	s__Chromohalobacter moromii	1	0
3	1582439	Candidatus Nitrosopumilus piranensis	0.0244	unique_taxid	s__Nitrosopumilus piranensis	1	0
3	158327	Hahella chejuensis	0.0537	unique_taxid	s__Hahella chejuensis	1	1
3	159346	Roseibacterium elongatum	0.0476	unique_taxid	s__Roseibacterium elongatum	1	1
3	160232	Nanoarchaeum equitans	0.1025	unique_taxid	s__Nanoarchaeum equitans	1	1
3	160233	Ignicoccus hospitalis	0.0049	unique_taxid	s__Ignicoccus hospitalis	1	1
3	1608628	Candidatus Filomicrobium marinum	0.0146	unique_taxid	s__Filomicrobium insigne	1	0
3	1612552	Actinoalloteichus sp. ADI127-7	0.0488	unique_taxid	s__Actinoalloteichus_A fjordicus	1	0
3	161360	Planococcus antarcticus	0.0098	unique_taxid	s__Planococcus antarcticus	1	1
3	161398	Pseudoalteromonas phenolica	0.0342	unique_gtdb_binomial	s__Pseudoalteromonas phenolica	4	1
3	161895	Corynebacterium phocae	0.1025	unique_taxid	s__Corynebacterium phocae	1	1
3	1620392	Spongiibacter sp. IMCC21906	0.0244	unique_taxid	s__Spongiibacter sp001010805	1	0
3	1620421	Hoeflea sp. IMCC20628	0.0244	unique_taxid	s__Hoeflea sp001011155	1	0
3	1634516	Citromicrobium sp. JL477	0.0049	unique_taxid	s__Alteriqipengyuania bathyomarina	1	0
3	1644130	Maribacter sp. 1_2014MBL_MicDiv	0.0244	unique_taxid	s__Maribacter dokdonensis	1	0
3	166314	Synechococcus sp. WH 8109	0.0049	unique_taxid	s__Parasynechococcus sp000161795	1	0
3	1670800	Mesorhizobium sp. B7	0.0098	unique_taxid	s__Aquibium oceanicum	1	0
3	167642	Ilyobacter polytropus	0.0342	unique_gtdb_binomial	s__Ilyobacter polytropus	2	1
3	168695	Salinispora tropica	0.0593	unique_taxid	s__Micromonospora tropica	1	0
3	168697	Salinispora arenicola	0.0222	unique_taxid	s__Micromonospora arenicola	1	0
3	1699311	Pseudomonas sp. P1.31	0.0146	unique_taxid	s__Aquipseudomonas rustica	1	0
3	1705	Corynebacterium stationis	0.039	unique_taxid	s__Corynebacterium stationis	1	1
3	1712654	Thermococcus piezophilus	0.0049	unique_taxid	s__Thermococcus piezophilus	1	1
3	171437	Tistrella mobilis	0.0616	unique_gtdb_binomial	s__Tistrella mobilis	2	1
3	171695	Thermodesulfatator indicus	0.0098	unique_taxid	s__Thermodesulfatator indicus	1	1
3	1736674	Algibacter alginolytica	0.1854	unique_taxid	s__Pseudalgibacter alginicilyticus	1	0
3	1737403	Nanohaloarchaea archaeon SG9	0.039	unique_taxid	s__JBDGSM01 sp001761425	1	0
3	1758689	Serinicoccus sp. JLT9	0.0293	unique_taxid	s__Ornithinicoccus hydrothermalis	1	0
3	1763534	Flavobacterium crassostreae	0.0195	unique_taxid	s__Flavobacterium crassostreae	1	1
3	1763535	Hydrogenophaga sp. LPB0072	0.0878	unique_taxid	s__Hydrogenophaga crassostreae	1	0
3	1763536	Thalassotalea sp. LPB0090	0.0195	unique_taxid	s__Thalassotalea_A crassostreae	1	0
3	1763538	Paenibacillus sp. LPB0068	0.0293	unique_taxid	s__Paenibacillus_AQ crassostreae	1	0
3	1774273	Polaribacter vadi	0.0342	unique_gtdb_binomial	s__Polaribacter vadi	2	1
3	1790137	Wenyingzhuangia fucanilytica	0.0546	unique_taxid	s__Wenyingzhuangia fucanilytica	1	1
3	1792508	Yangia sp. CCB-MM3	0.0342	unique_taxid	s__Salipiger sp001687105	1	0
3	1816218	Colwellia sp. PAMC 20917	0.0146	unique_taxid	s__Colwellia_A sp001767295	1	0
3	1821621	Marinobacterium sp. ST58-10	0.023	unique_taxid	s__Marinobacterium_A aestuarii	1	0
3	182710	Oceanobacillus iheyensis	0.0049	unique_gtdb_binomial	s__Oceanobacillus iheyensis	2	1
3	1833	Rhodococcus erythropolis	0.0049	ambiguous_taxid		5	0
3	1850250	Rhodobacter sp. LPB0142	0.0067	unique_taxid	s__Rhodobacter xanthinilyticus	1	0
3	1850252	Tenacibaculum sp. LPB0136	0.0586	unique_taxid	s__Polaribacter todarodis	1	0
3	1855377	Candidatus Aquiluna sp. UB-MaderosW2red	0.0049	unique_taxid	s__Aquiluna sp900100865	1	0
3	186192	Marinithermus hydrothermalis	0.0537	unique_taxid	s__Marinithermus hydrothermalis	1	1
3	1868325	Prosthecochloris sp. CIB 2401	0.0195	unique_taxid	s__Prosthecochloris vibrioformis	1	0
3	187137	Oceanithermus profundus	0.0146	unique_gtdb_binomial	s__Oceanithermus profundus	2	1
3	187145	Caldithrix abyssi	0.0098	unique_gtdb_binomial	s__Caldithrix abyssi	4	1
3	1873524	haloarchaeon HSR6	0.0146	unique_taxid	s__Halodesulfurarchaeum formicicum	1	0
3	1874317	Marinobacter salinus	0.0108	unique_taxid	s__Marinobacter salinus	1	1
3	187493	Thalassolituus oleivorans	0.3966	unique_gtdb_binomial	s__Thalassolituus oleivorans	2	1
3	187878	Thermococcus gammatolerans	0.0049	unique_taxid	s__Thermococcus gammatolerans	1	1
3	1881061	Stappia sp. ES.058	0.0098	unique_taxid	s__Stappia sp900105595	1	0
3	1885919	Brucella sp. 141012304	0.0146	unmapped		0	0
3	1888	Streptomyces albus	0.0098	unique_gtdb_binomial	s__Streptomyces albus	8	1
3	188908	Oleispira antarctica	0.0049	unique_taxid	s__Oleispira antarctica	1	1
3	1896164	Luteimonas sp. JM171	0.0244	unique_taxid	s__Luteimonas sp001717465	1	0
3	1897729	Halomonas aestuarii	0.122	unique_taxid	s__Halomonas aestuarii	1	1
3	19	Pelobacter carbinolicus	0.0629	unique_taxid	s__Syntrophotalea carbinolica	1	0
3	1906738	Hyphomonas sp. Mor2	0.0146	unique_taxid	s__Henriciella sp001854405	1	0
3	190893	Vibrio coralliilyticus	0.2537	unique_gtdb_binomial	s__Vibrio coralliilyticus	2	1
3	191026	Desulfovibrio hydrothermalis	0.122	unique_taxid	s__Maridesulfovibrio hydrothermalis	1	0
3	1917485	Sulfitobacter sp. AM1-D1	0.0049	unique_taxid	s__Sulfitobacter alexandrii	1	0
3	192073	Shewanella denitrificans	0.0098	unique_taxid	s__Shewanella denitrificans	1	1
3	1920883	Donghicola sp. JLT3646	0.0012	unique_taxid	s__Marivivens geojensis	1	0
3	192843	Rhodoferax ferrireducens	0.0244	unique_gtdb_binomial	s__Rhodoferax ferrireducens	5	1
3	198252	Candidatus Pelagibacter ubique	0.0047	ambiguous_taxid		21	0
3	205844	Novosphingobium pentaromativorans	0.0439	unique_gtdb_binomial	s__Novosphingobium pentaromativorans	2	1
3	208216	Parvularcula bermudensis	0.0439	unique_taxid	s__Parvularcula bermudensis	1	1
3	212663	Vibrio tasmaniensis	0.0976	unique_gtdb_binomial	s__Vibrio tasmaniensis	4	1
3	215813	Dinoroseobacter shibae	0.0049	unique_taxid	s__Dinoroseobacter shibae	1	1
3	2177	Methanohalophilus halophilus	0.0244	unique_taxid	s__Methanohalophilus halophilus	1	1
3	2188	Methanococcus voltae	0.0098	unique_gtdb_binomial	s__Methanococcus voltae	3	1
3	2189	Methanotorris igneus	0.0098	unique_taxid	s__Methanotorris igneus	1	1
3	2190	Methanocaldococcus jannaschii	0.0244	unique_taxid	s__Methanocaldococcus jannaschii	1	1
3	221822	Phaeobacter inhibens	0.0293	unique_taxid	s__Phaeobacter inhibens	1	1
3	222136	Helicobacter sp. MIT 01-6242	0.0195	unique_taxid	s__Helicobacter_G enhydrae	1	0
3	2226	Methanococcoides methylutens	0.0098	unique_gtdb_binomial	s__Methanococcoides methylutens	2	1
3	2234	Archaeoglobus fulgidus	0.1025	unique_taxid	s__Archaeoglobus fulgidus	1	1
3	2252	Haloferax mediterranei	0.0195	unique_taxid	s__Haloferax mediterranei	1	1
3	2261	Pyrococcus furiosus	0.0293	unique_taxid	s__Pyrococcus furiosus	1	1
3	2265	Thermococcus litoralis	0.0098	unique_taxid	s__Thermococcus_A litoralis	1	0
3	228	Pseudoalteromonas haloplanktis	0.0098	unique_gtdb_binomial	s__Pseudoalteromonas haloplanktis	3	1
3	2280	Staphylothermus marinus	0.0098	unique_taxid	s__Staphylothermus marinus	1	1
3	2296	Desulfobacterium autotrophicum	0.1659	ambiguous_taxid		2	0
3	229980	Aeropyrum camini	0.0683	unique_taxid	s__Aeropyrum camini	1	1
3	232259	Belliella baltica	0.0244	unique_taxid	s__Belliella baltica	1	1
3	2336	Thermotoga maritima	0.0488	unique_taxid	s__Thermotoga maritima	1	1
3	2337	Thermotoga neapolitana	0.0049	unique_taxid	s__Thermotoga neapolitana	1	1
3	234831	Pseudoalteromonas sp. SM9913	0.0439	unique_taxid	s__Pseudoalteromonas tetraodonis	1	0
3	2434	Roseobacter denitrificans	0.0927	unique_taxid	s__Roseobacter denitrificans	1	1
3	244787	Nautilia profundicola	0.0195	unique_taxid	s__Nautilia profundicola	1	1
3	246432	Staphylococcus equorum	0.039	unique_gtdb_binomial	s__Staphylococcus equorum	3	1
3	246969	Thermococcus sp. AM4	0.0049	unique_taxid	s__Thermococcus sp000151205	1	0
3	252307	Robiginitalea biformata	0.0195	unique_gtdb_binomial	s__Robiginitalea biformata	2	1
3	253245	Owenweeksia hongkongensis	0.0049	unique_gtdb_binomial	s__Owenweeksia hongkongensis	4	1
3	261964	Kangiella koreensis	0.0098	unique_taxid	s__Kangiella koreensis	1	1
3	269261	Nitratifractor salsuginis	0.0146	unique_taxid	s__Nitratifractor salsuginis	1	1
3	271097	Shewanella sediminis	0.0049	unique_taxid	s__Shewanella sediminis	1	1
3	271098	Shewanella halifaxensis	0.1659	unique_gtdb_binomial	s__Shewanella halifaxensis	2	1
3	2724	Hirschia baltica	0.0072	unique_taxid	s__Hirschia baltica	1	1
3	2743	Marinobacter hydrocarbonoclasticus	0.0298	ambiguous_taxid		4	0
3	2746	Halomonas elongata	0.0026	unique_gtdb_binomial	s__Halomonas elongata	2	1
3	2748	Carnobacterium divergens	0.0098	unique_gtdb_binomial	s__Carnobacterium divergens	2	1
3	28108	Alteromonas macleodii	0.1464	unique_gtdb_binomial	s__Alteromonas macleodii	13	1
3	28173	Vibrio nigripulchritudo	0.0244	unique_taxid	s__Vibrio nigripulchritudo	1	1
3	28223	Desulfobacula toluolica	0.2147	unique_taxid	s__Desulfobacula toluolica	1	1
3	28229	Colwellia psychrerythraea	0.0829	ambiguous_taxid		4	0
3	285091	Alcanivorax dieselolei	0.0098	unique_taxid	s__Alloalcanivorax dieselolei	1	0
3	288	Pseudoalteromonas atlantica	0.0195	unique_gtdb_binomial	s__Pseudoalteromonas atlantica	2	1
3	28901	Salmonella enterica	0.0049	unique_gtdb_binomial	s__Salmonella enterica	11	1
3	290400	Jannaschia sp. CCS1	0.0098	unique_taxid	s__Gymnodinialimonas sp000013565	1	0
3	291990	Thermosediminibacter oceani	0.0049	unique_taxid	s__Thermosediminibacter oceani	1	1
3	292414	Ruegeria sp. TM1040	0.0116	unique_taxid	s__Epibacterium sp000014065	1	0
3	29292	Pyrococcus abyssi	0.0049	unique_taxid	s__Pyrococcus abyssi	1	1
3	293091	Haloquadratum walsbyi	0.039	unique_gtdb_binomial	s__Haloquadratum walsbyi	3	1
3	294	Pseudomonas fluorescens	0.0098	ambiguous_taxid		124	0
3	29483	Yersinia aldovae	0.0195	unique_taxid	s__Yersinia aldovae	1	1
3	29486	Yersinia ruckeri	0.0195	unique_taxid	s__Yersinia ruckeri	1	1
3	29494	Vibrio furnissii	0.0293	unique_taxid	s__Vibrio furnissii	1	1
3	29498	Vibrio tubiashii	0.0829	unique_gtdb_binomial	s__Vibrio tubiashii	3	1
3	29542	Pelobacter acetylenicus	1.1423	unique_taxid	s__Syntrophotalea acetylenica	1	0
3	29549	Rhodothermus marinus	0.0634	unique_gtdb_binomial	s__Rhodothermus marinus	2	1
3	300231	Glaciecola nitratireducens	0.1366	unique_taxid	s__Glaciecola nitratireducens	1	1
3	307121	Micromonospora krabiensis	0.0071	unique_taxid	s__Micromonospora krabiensis	1	1
3	309805	Persephonella marina	0.0342	unique_taxid	s__Persephonella marina	1	1
3	313588	Croceibacter atlanticus	0.0137	unique_taxid	s__Croceibacter atlanticus	1	1
3	313603	Maribacter sp. HTCC2170	0.0049	unique_taxid	s__Maribacter_A sp000153165	1	0
3	314275	Alteromonas mediterranea	0.7755	unique_taxid	s__Alteromonas mediterranea	1	1
3	314282	Psychromonas sp. CNPT3	0.0049	unique_taxid	s__Psychromonas sp000153405	1	0
3	316	Pseudomonas stutzeri	0.0586	ambiguous_taxid		51	0
3	316278	Synechococcus sp. RCC307	0.0878	unique_taxid	s__RCC307 sp000063525	1	0
3	316279	Synechococcus sp. CC9902	0.0683	ambiguous_taxid		2	0
3	320324	Formosa agariphila	0.0098	unique_taxid	s__Formosa agariphila	1	1
3	32051	Synechococcus sp. WH 7803	0.0244	unique_taxid	s__Synechococcus_C sp000063505	1	0
3	320787	Cyclobacterium amurskyense	0.0146	unique_taxid	s__Cyclobacterium amurskyense	1	1
