gtdb_species	gtdb_taxonomy	source_genomes	total_abundance	relative_abundance	source_accessions	source_genome_ids	source_taxids	source_ncbi_species	mapping_methods
s__Stoquefichus massiliensis	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Stoquefichus;s__Stoquefichus massiliensis	1	4.78524538376	0.0006641561948319232	GCF_000455285.1	4444771.1	1211844	Candidatus Stoquefichus massiliensis	exact_accession
s__Blautia producta	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta	1	4.40451689436	0.0006113139339852448	GCF_000373885.1	172640.1	1121114	Blautia producta	exact_accession
s__Coprobacter fastidiosus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter fastidiosus	1	4.0	0.0005551700208193406	GCF_000473955.1	denovo4276.0	1349822	Coprobacter fastidiosus	exact_accession
s__Duodenibacillus massiliensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Duodenibacillus;s__Duodenibacillus massiliensis	1	4.0	0.0005551700208193406	GCF_900128485.1	437137.0	1852381	Duodenibacillus massiliensis	exact_accession
s__Ruminococcus flavefaciens_H	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_H	1	4.0	0.0005551700208193406	GCF_900119535.1	270030.0	1265	Ruminococcus sp. XPD3002	exact_accession
s__Saccharofermentans sp000621765	d__Bacteria;p__Bacillota;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp000621765	1	4.0	0.0005551700208193406	GCF_000621765.1	190114.0	1410638	Ruminococcaceae bacterium AB4001	unique_assembly_core
s__Sediminibacterium sp000515315	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp000515315	1	4.0	0.0005551700208193406	GCF_000515315.1	4394913.0	925409	Asinibacterium sp. OR53	exact_accession
s__Ruminiclostridium cellulolyticum	d__Bacteria;p__Bacillota;c__Clostridia;o__Acetivibrionales;f__DSM-1351;g__Ruminiclostridium;s__Ruminiclostridium cellulolyticum	1	3.7602339465	0.0005218922895909991	GCF_000022065.1	229455.0	394503	Ruminiclostridium cellulolyticum	exact_accession
s__Catonella morbi	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella morbi	1	3.03611035268	0.00042138936192679283	GCF_000160035.2	134065.1	592026	Catonella morbi	exact_accession
s__Alloprevotella tannerae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella tannerae	1	3.0	0.00041637751561450547	GCF_000159995.1	denovo10694.0	626522	Alloprevotella tannerae	exact_accession
s__Bacteroides stercoris	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	1	3.0	0.00041637751561450547	GCF_001535605.1	1889556.0	46506	Bacteroides stercoris	exact_accession
s__Blautia_A hydrogenotrophica	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A hydrogenotrophica	1	3.0	0.00041637751561450547	GCF_000157975.1	1107303.0	476272	Blautia hydrogenotrophica	exact_accession
s__Butyrivibrio sp000621605	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio sp000621605	1	3.0	0.00041637751561450547	GCF_000621605.1	355440.0	1408306	Butyrivibrio sp. MC2021	exact_accession
s__Eubacterium callanderi	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium callanderi	1	3.0	0.00041637751561450547	GCF_900142645.1	228140.0	53442	Eubacterium callanderi	exact_accession
s__Hydrogenoanaerobacterium saccharovorans	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium;s__Hydrogenoanaerobacterium saccharovorans	1	3.0	0.00041637751561450547	GCF_900110045.1	1111580.0	474960	Hydrogenoanaerobacterium saccharovorans	exact_accession
s__Limosilactobacillus fermentum	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum	1	3.0	0.00041637751561450547	GCF_000159215.1	denovo2280.0	525325	Limosilactobacillus fermentum	exact_accession
s__Proteiniphilum saccharofermentans	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum saccharofermentans	2	3.0	0.00041637751561450547	GCF_900116075.1,GCF_900107785.1	174805.0,denovo9737.0	1855399,1855397	Porphyromonadaceae bacterium NLAE-zl-C104,Porphyromonadaceae bacterium KH3R12	unique_assembly_core
s__Lachnoanaerobaculum orale	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum orale	1	2.96770608361	0.00041189536205586187	GCF_001552975.1	263834.1	467210	Lachnoanaerobaculum saburreum	exact_accession
s__Bacteroides hominis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides hominis	2	2.723605083425	0.0003780159727171798	GCF_000297755.1,GCF_000297695.1	1135084.1,denovo1832.0	1073388,1073386	Bacteroides fragilis	exact_accession
s__Mediterraneibacter massiliensis	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter massiliensis	1	2.71826793812	0.0003772752169496566	GCF_001487105.1	324894.0	1720300	Mediterraneibacter massiliensis	exact_accession
s__CAG-791 sp900107575	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp900107575	1	2.32254374535	0.0003223516648649472	GCF_900107575.1	264359.1	877406	Lachnospiraceae bacterium NK3A20	unique_assembly_core
s__Clostridium_AQ innocuum	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum	1	2.21475461624	0.00030739134160192287	GCF_000225685.1	4444771.0	457422	Erysipelotrichaceae bacterium 2_2_44A	unique_assembly_core
s__Pseudobutyrivibrio sp900104335	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio sp900104335	1	2.0599156498	0.00028590085354638793	GCF_900104335.1	730939.1	1520802	Pseudobutyrivibrio sp. YE44	exact_accession
s__Bacteroides faecis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	1	2.0	0.0002775850104096703	GCF_900106755.1	denovo5088.0	1077285	Bacteroides faecis	exact_accession
s__Bacteroides nordii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	1	2.0	0.0002775850104096703	GCF_000382465.1	3486634.0	1078089	Bacteroides sp. HPS0048	exact_accession
s__Blautia sp900120295	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900120295	1	2.0	0.0002775850104096703	GCF_900120295.1	164237.0	1907659	Blautia sp. Marseille-P3201T	exact_accession
s__Cellulosilyticum lentocellum	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Cellulosilyticum;s__Cellulosilyticum lentocellum	1	2.0	0.0002775850104096703	GCF_000178835.2	4471135.0	642492	Cellulosilyticum lentocellum	exact_accession
s__Faecalibacterium tardum	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium tardum	1	2.0	0.0002775850104096703	GCF_002550015.1	denovo5086.0	853	Faecalibacterium prausnitzii	exact_accession
s__Lachnoanaerobaculum sp000209465	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum sp000209465	1	2.0	0.0002775850104096703	GCF_000209465.1	275984.0	575593	Lachnospiraceae oral taxon 107 str. F0167	unique_assembly_core
s__Lactobacillus amylovorus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus amylovorus	1	2.0	0.0002775850104096703	GCF_000191545.1	166911.0	1604	Lactobacillus amylovorus	exact_accession
s__Ligilactobacillus salivarius	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	2	2.0	0.0002775850104096703	GCF_001011095.1,GCF_002079585.1	denovo389.0,denovo3777.0	1194971,1624	Ligilactobacillus salivarius	exact_accession
s__Oribacterium sp000160135	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sp000160135	1	2.0	0.0002775850104096703	GCF_000160135.1	denovo2511.0	608534	Oribacterium sp. oral taxon 078 str. F0262	exact_accession
s__Oscillibacter welbionis	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter welbionis	1	2.0	0.0002775850104096703	GCF_000469425.1	272953.0	1226322	Oscillibacter sp. KLE 1728	exact_accession
s__Pseudobutyrivibrio ruminis	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio ruminis	1	2.0	0.0002775850104096703	GCF_900115355.1	259846.0	1855302	Pseudobutyrivibrio sp. JW11	exact_accession
s__Trichococcus palustris	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__Trichococcus palustris	1	2.0	0.0002775850104096703	GCF_900067125.1	denovo10305.0	140314	Trichococcus palustris	exact_accession
s__Porphyromonas circumdentaria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas circumdentaria	1	1.9885396076	0.00027599439383784385	GCF_900167105.1	197644.1	29524	Porphyromonas circumdentaria	exact_accession
s__Alistipes provencensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes provencensis	1	1.71294366811	0.0002377437429717466	GCF_900083545.1	denovo2990.0	1816676	Alistipes provencensis	exact_accession
s__Oribacterium sp900107835	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sp900107835	1	1.64088910014	0.0002277431089717382	GCF_000701645.1	263992.1	1408311	Oribacterium sp. FC2011	exact_accession
s__Blautia celeris	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia celeris	1	1.12248546554	0.00015579256981831227	GCF_000765245.1	denovo5363.1	33035	Blautia producta	unique_assembly_core
s__Prevotella sp900115435	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900115435	1	1.08321199054	0.0001503417058349628	GCF_900115435.1	denovo2819.1	1761889	Prevotella sp. tf2-5	exact_accession
s__AC2028 sp000702085	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AC2028;s__AC2028 sp000702085	1	1.0	0.00013879250520483516	GCF_000702085.1	331878.0	1410630	Lachnospiraceae bacterium P6A3	unique_assembly_core
s__Alistipes_A indistinctus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus	1	1.0	0.00013879250520483516	GCF_000231275.1	denovo193.0	742725	Alistipes indistinctus	exact_accession
s__Allobaculum stercoricanis	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__Allobaculum stercoricanis	1	1.0	0.00013879250520483516	GCF_000384195.1	276236.0	1050201	Allobaculum stercoricanis	exact_accession
s__Anaerotignum lactatifermentans	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans	1	1.0	0.00013879250520483516	GCF_900142265.1	4469576.0	1121323	Anaerotignum lactatifermentans	exact_accession
s__Anaerovibrio lipolyticus	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio;s__Anaerovibrio lipolyticus	1	1.0	0.00013879250520483516	GCF_900141865.1	denovo1277.0	1120997	Anaerovibrio lipolyticus	exact_accession
s__Anaerovorax odorimutans	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Anaerovorax;s__Anaerovorax odorimutans	1	1.0	0.00013879250520483516	GCF_000426305.1	1111328.0	1120998	Anaerovorax odorimutans	exact_accession
s__Angelakisella massiliensis	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella massiliensis	1	1.0	0.00013879250520483516	GCF_900104675.1	308734.0	1871018	Angelakisella massiliensis	exact_accession
s__Bacteroides bouchesdurhonensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides bouchesdurhonensis	1	1.0	0.00013879250520483516	GCF_900155865.1	denovo10472.0	1841855	Bacteroides bouchesdurhonensis	exact_accession
s__Bacteroides luti	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides luti	1	1.0	0.00013879250520483516	GCF_900128905.1	denovo9564.0	1297750	Bacteroides luti	exact_accession
s__Bilophila intracellularis	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila intracellularis	1	1.0	0.00013879250520483516	GCF_000331715.1	denovo12532.0	1234378	Lawsonia intracellularis	exact_accession
s__Blautia_A fusiformis	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	1	1.0	0.00013879250520483516	GCF_001487165.1	291950.0	1737424	Blautia massiliensis	exact_accession
s__Butyribacter intestini	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter intestini	1	1.0	0.00013879250520483516	GCF_001414325.1	3957916.0	1703332	Butyribacter intestini	exact_accession
s__Butyricicoccus pullicaecorum	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum	1	1.0	0.00013879250520483516	GCF_900167005.1	191616.0	1121128	Butyricicoccus pullicaecorum	exact_accession
s__Butyrivibrio hungatei_B	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio hungatei_B	1	1.0	0.00013879250520483516	GCF_900101605.1	194878.0	185008	Butyrivibrio hungatei	exact_accession
s__Butyrivibrio proteoclasticus_A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio proteoclasticus_A	1	1.0	0.00013879250520483516	GCF_000622085.1	129394.0	1410650	Butyrivibrio proteoclasticus	exact_accession
s__Clostridium_A leptum	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum	1	1.0	0.00013879250520483516	GCF_000154345.1	268720.0	428125	[Clostridium] leptum	unique_assembly_core
s__Enterocloster citroniae	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster citroniae	1	1.0	0.00013879250520483516	GCF_900115855.1	319219.0	358743	Enterocloster citroniae	exact_accession
s__Eubacterium_Q sp900199595	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp900199595	1	1.0	0.00013879250520483516	GCF_900199595.1	1105328.0	1898203	Lachnospiraceae bacterium	unique_assembly_core
s__Faecalibacterium langellae	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium langellae	1	1.0	0.00013879250520483516	GCF_002549775.1	320224.0	853	Faecalibacterium langellae	exact_accession
s__Faecalicatena contortus_B	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena contortus_B	1	1.0	0.00013879250520483516	GCF_001244405.1	denovo2795.0	1658112	Eubacterium sp. SB2	exact_accession
s__Flavonifractor plautii	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	1	1.0	0.00013879250520483516	GCF_001688625.2	denovo8847.0	292800	Flavonifractor plautii	exact_accession
s__Granulicatella adiacens	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__Granulicatella adiacens	2	1.0	0.00013879250520483516	GCF_000160675.1,GCF_001073445.1	denovo7784.0,denovo7784.1	638301,1725361	Granulicatella adiacens,Granulicatella sp. 572.rep1_STHE	exact_accession
s__Lactiplantibacillus pentosus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus pentosus	1	1.0	0.00013879250520483516	GCF_001188985.1	354971.0	1589	Lactiplantibacillus pentosus	exact_accession
s__Lactobacillus acidophilus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus	1	1.0	0.00013879250520483516	GCF_000934625.1	1995182.0	1579	Lactobacillus acidophilus	exact_accession
s__Lactobacillus jensenii	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	1	1.0	0.00013879250520483516	GCF_000155915.2	259993.0	440497	Lactobacillus jensenii	unique_assembly_core
s__Lentilactobacillus parafarraginis	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lentilactobacillus;s__Lentilactobacillus parafarraginis	1	1.0	0.00013879250520483516	GCF_000238835.1	306306.0	797515	Lentilactobacillus parafarraginis	exact_accession
s__Levilactobacillus koreensis	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus koreensis	1	1.0	0.00013879250520483516	GCF_001050435.1	denovo273.0	637971	Levilactobacillus koreensis	exact_accession
s__Limosilactobacillus kinnaridis	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus kinnaridis	1	1.0	0.00013879250520483516	GCF_000159615.1	denovo8733.0	525341	Limosilactobacillus reuteri	exact_accession
s__Limosilactobacillus reuteri_K	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri_K	1	1.0	0.00013879250520483516	GCF_002253685.1	539647.0	1598	Limosilactobacillus reuteri	exact_accession
s__NK4A144 sp900114405	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NK4A144;s__NK4A144 sp900114405	1	1.0	0.00013879250520483516	GCF_900114405.1	319134.0	1855374	Lachnospiraceae bacterium KH1T2	unique_assembly_core
s__Odoribacter splanchnicus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	1	1.0	0.00013879250520483516	GCF_000190535.1	denovo5712.0	709991	Odoribacter splanchnicus	exact_accession
s__Parasutterella excrementihominis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Parasutterella;s__Parasutterella excrementihominis	1	1.0	0.00013879250520483516	GCF_000205025.1	4474255.0	762966	Parasutterella excrementihominis	exact_accession
s__Prevotella nanceiensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella nanceiensis	1	1.0	0.00013879250520483516	GCF_000379965.1	denovo12305.0	1122988	Hoylesella nanceiensis	exact_accession
s__Proteiniborus ethanoligenes	d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Proteiniboraceae;g__Proteiniborus;s__Proteiniborus ethanoligenes	1	1.0	0.00013879250520483516	GCF_900107485.1	188785.0	415015	Proteiniborus ethanoligenes	exact_accession
s__Pseudobutyrivibrio sp900112855	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio sp900112855	1	1.0	0.00013879250520483516	GCF_900112855.1	163997.0	1798168	Pseudobutyrivibrio sp. NOR37	exact_accession
s__Ramlibacter tataouinensis_B	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Ramlibacter;s__Ramlibacter tataouinensis_B	1	1.0	0.00013879250520483516	GCF_001580455.1	822112.0	94132	Ramlibacter tataouinensis	exact_accession
s__Roseburia hominis	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	1	1.0	0.00013879250520483516	GCF_000225345.1	denovo12645.0	585394	Roseburia hominis	exact_accession
s__Ruminococcus flavefaciens_G	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_G	1	1.0	0.00013879250520483516	GCF_900109435.1	827522.0	1265	Ruminococcus sp. YRD2003	exact_accession
s__Sporofaciens sp000403455	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sporofaciens;s__Sporofaciens sp000403455	1	1.0	0.00013879250520483516	GCF_000403455.2	denovo1779.0	1235798	Dorea sp. 5-2	unique_assembly_core
s__Tannerella forsythia	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella forsythia	1	1.0	0.00013879250520483516	GCF_900096735.1	179513.0	28112	Tannerella forsythia	exact_accession
s__Thermophilibacter provencensis	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Thermophilibacter;s__Thermophilibacter provencensis	1	1.0	0.00013879250520483516	GCF_900128445.1	denovo8803.0	1852386	Thermophilibacter provencensis	exact_accession
s__XBD2001 sp900116395	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__XBD2001;s__XBD2001 sp900116395	1	0.996585458086	0.00013831859237846417	GCF_900116395.1	261315.0	1520820	Lachnospiraceae bacterium XBD2001	unique_assembly_core
s__Massilioclostridium methylpentosum	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massilioclostridium;s__Massilioclostridium methylpentosum	1	0.957155060771	0.00013284594875389333	GCF_000158655.1	187400.0	537013	[Clostridium] methylpentosum	unique_assembly_core
s__Intestinimonas butyriciproducens	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas butyriciproducens	1	0.93549780104	0.00012984008341995605	GCF_001454945.1	192598.0	1297617	Intestinimonas butyriciproducens	exact_accession
s__Clostridium_R aminophilum	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_R;s__Clostridium_R aminophilum	1	0.930038501449	0.00012908237355305742	GCF_000711825.1	315496.0	1121296	[Clostridium] aminophilum	exact_accession
s__Butyrivibrio sp000424585	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio sp000424585	1	0.879956852402	0.00012213141601703494	GCF_000424585.1	1678333.1	1280686	Butyrivibrio sp. MC2013	exact_accession
s__Caproicibacterium lactatifermentans	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacterium;s__Caproicibacterium lactatifermentans	1	0.853635748565	0.00011847824407574112	GCF_002119605.1	133719.1	1572656	Ruminococcaceae bacterium CPB6	unique_assembly_core
s__Dorea formicigenerans	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	1	0.807970100324	0.00011214019435456995	GCF_000225745.1	348376.0	742765	Dorea formicigenerans	unique_assembly_core
s__TWA4 sp000875945	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TWA4;s__TWA4 sp000875945	1	0.776068137974	0.00010771244107906311	GCF_000875945.1	273954.1	1392836	Lachnospiraceae bacterium TWA4	unique_assembly_core
s__Blautia_A wexlerae	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	2	0.7474177532015001	0.00010373598240140539	GCF_900078295.2,GCF_000424085.1	264359.0,315496.1	1805476,1280691	Blautia sp. Marseille-P2398,Blautia wexlerae	exact_accession
s__Companilactobacillus crustorum	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus;s__Companilactobacillus crustorum	1	0.693907451404	9.630915356066356e-05	GCF_001951175.1	463794.0	392416	Companilactobacillus crustorum	exact_accession
s__Prevotella sp900119285	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900119285	1	0.663916169698	9.21465884383839e-05	GCF_900119285.1	denovo944.0	1520830	Prevotellaceae bacterium HUN156	unique_assembly_core
s__Weimeria sp900100095	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Weimeria;s__Weimeria sp900100095	2	0.59889764755108	8.31225048648968e-05	GCF_900106615.1,GCF_900100095.1	172640.0,261315.1	1855375,1520822	Lachnospiraceae bacterium KHCPX20,Lachnospiraceae bacterium C10	unique_assembly_core
s__Ruminococcus flavefaciens_C	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_C	1	0.501095208049	6.954825927125878e-05	GCF_000621785.1	2883968.0	1410672	Ruminococcus flavefaciens	exact_accession
