gtdb_species	gtdb_taxonomy	source_genomes	total_abundance	relative_abundance	source_accessions	source_genome_ids	source_taxids	source_ncbi_species	mapping_methods
s__Faecalimonas umbilicata	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata	2	3.77926776142	0.000651373278425152	GCF_000411355.1,GCF_000191805.1	3265889.0,730939.0	1078091,658656	Coprococcus sp. HPP0048,Lachnospiraceae bacterium 6_1_37FAA	unique_assembly_core
s__Oribacterium sp900107835	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sp900107835	1	3.28177820029	0.000565628783228606	GCF_000701645.1	263992.1	1408311	Oribacterium sp. FC2011	exact_accession
s__Oscillibacter ruminantium	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter ruminantium	1	3.14386629282	0.000541859064602253	GCF_000307265.1	167509.1	1007096	Oscillibacter ruminantium	exact_accession
s__Catonella morbi	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella morbi	1	3.03611035268	0.0005232868584422949	GCF_000160035.2	134065.1	592026	Catonella morbi	exact_accession
s__Bacteroides faecis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	2	3.03069756267	0.0005223539404812462	GCF_900106755.1,GCF_001811315.1	denovo5088.0,denovo527.1	1077285,1739298	Bacteroides faecis,Bacteroides sp. HMSC067B03	exact_accession
s__Allobosea robiniae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Allobosea;s__Allobosea robiniae	1	3.0	0.0005170630816963407	GCF_001429415.1	831178.0	1736583	Bosea sp. Root670	exact_accession
s__Anaerocolumna aminovalerica	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna aminovalerica	1	3.0	0.0005170630816963407	GCF_900115365.1	271602.0	1527	Anaerocolumna aminovalerica	exact_accession
s__Butyribacter intestini	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter intestini	1	3.0	0.0005170630816963407	GCF_001414325.1	3957916.0	1703332	Butyribacter intestini	exact_accession
s__Butyrivibrio hungatei_A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio hungatei_A	1	3.0	0.0005170630816963407	GCF_000424465.1	175758.0	877422	Butyrivibrio hungatei	exact_accession
s__Coprobacter fastidiosus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter fastidiosus	1	3.0	0.0005170630816963407	GCF_000473955.1	denovo4276.0	1349822	Coprobacter fastidiosus	exact_accession
s__Geosporobacter ferrireducens	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Thermotaleaceae;g__Geosporobacter;s__Geosporobacter ferrireducens	1	3.0	0.0005170630816963407	GCF_001750685.1	637934.0	1424294	Geosporobacter ferrireducens	exact_accession
s__Lactobacillus mulieris	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	1	3.0	0.0005170630816963407	GCF_001012735.1	318764.0	1434656	Lactobacillus jensenii	unique_assembly_core
s__Paraprevotella xylaniphila	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella xylaniphila	1	3.0	0.0005170630816963407	GCF_000205165.1	denovo4266.0	762982	Paraprevotella xylaniphila	exact_accession
s__Porphyromonas_A levii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A levii	1	3.0	0.0005170630816963407	GCF_000379925.1	denovo5579.0	1122973	Porphyromonas levii	exact_accession
s__Prevotella ruminicola	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella ruminicola	1	3.0	0.0005170630816963407	GCF_900108375.1	192222.0	839	Xylanibacter ruminicola	exact_accession
s__Pseudobutyrivibrio ruminis_C	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio ruminis_C	1	3.0	0.0005170630816963407	GCF_000424005.1	4440624.0	1280688	Pseudobutyrivibrio ruminis	exact_accession
s__Streptococcus pneumoniae	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae	1	3.0	0.0005170630816963407	GCF_001115565.1	303652.0	1313	Streptococcus pneumoniae	exact_accession
s__Trichococcus palustris	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__Trichococcus palustris	1	3.0	0.0005170630816963407	GCF_900067125.1	denovo10305.0	140314	Trichococcus palustris	exact_accession
s__YE71 sp900119155	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__YE71;s__YE71 sp900119155	1	3.0	0.0005170630816963407	GCF_900119155.1	178480.0	244362	Ruminococcus sp. YE71	exact_accession
s__Phocaeicola dorei	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	2	2.703399622601	0.0004659427133062658	GCF_000273055.1,GCF_000273035.1	denovo9337.0,denovo4376.0	997876,997875	Phocaeicola dorei	exact_accession
s__Blautia producta	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta	1	2.64271013662	0.00045548261575696484	GCF_000373885.1	172640.1	1121114	Blautia producta	exact_accession
s__Butyrivibrio sp000424585	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio sp000424585	1	2.63987055721	0.00045499320186347954	GCF_000424585.1	1678333.1	1280686	Butyrivibrio sp. MC2013	exact_accession
s__Pseudobutyrivibrio sp900104335	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio sp900104335	1	2.0599156498	0.000355035444640036	GCF_900104335.1	730939.1	1520802	Pseudobutyrivibrio sp. YE44	exact_accession
s__Stoquefichus massiliensis	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Stoquefichus;s__Stoquefichus massiliensis	1	2.05081945018	0.00035346767497095526	GCF_000455285.1	4444771.1	1211844	Candidatus Stoquefichus massiliensis	exact_accession
s__Prevotella bryantii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bryantii	1	2.01650298181	0.0003475530820081795	GCF_000424605.1	denovo944.1	1280705	Segatella baroniae	exact_accession
s__Ruminococcus flavefaciens_C	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_C	1	2.00438083219	0.0003454637766617457	GCF_000621785.1	2883968.0	1410672	Ruminococcus flavefaciens	exact_accession
s__Anaerotignum lactatifermentans	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans	1	2.0	0.00034470872113089376	GCF_900142265.1	4469576.0	1121323	Anaerotignum lactatifermentans	exact_accession
s__Angelakisella massiliensis	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella massiliensis	1	2.0	0.00034470872113089376	GCF_900104675.1	308734.0	1871018	Angelakisella massiliensis	exact_accession
s__Bacteroides salyersiae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	1	2.0	0.00034470872113089376	GCF_000381365.1	4387250.0	1121101	Bacteroides salyersiae	exact_accession
s__Butyrivibrio proteoclasticus_A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio proteoclasticus_A	1	2.0	0.00034470872113089376	GCF_000622085.1	129394.0	1410650	Butyrivibrio proteoclasticus	exact_accession
s__Butyrivibrio sp000621605	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio sp000621605	1	2.0	0.00034470872113089376	GCF_000621605.1	355440.0	1408306	Butyrivibrio sp. MC2021	exact_accession
s__Christensenella intestinihominis	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenella;s__Christensenella intestinihominis	1	2.0	0.00034470872113089376	GCF_001678845.1	665703.0	1851429	Christensenella intestinihominis	exact_accession
s__Erysipelothrix rhusiopathiae	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix;s__Erysipelothrix rhusiopathiae	1	2.0	0.00034470872113089376	GCF_000404205.1	1871227.0	1313290	Erysipelothrix rhusiopathiae	exact_accession
s__Granulicatella adiacens	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__Granulicatella adiacens	2	2.0	0.00034470872113089376	GCF_000160675.1,GCF_001073445.1	denovo7784.0,denovo7784.1	638301,1725361	Granulicatella adiacens,Granulicatella sp. 572.rep1_STHE	exact_accession
s__Halodesulfovibrio aestuarii	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Halodesulfovibrio;s__Halodesulfovibrio aestuarii	1	2.0	0.00034470872113089376	GCF_900142115.1	2897325.0	876	Halodesulfovibrio aestuarii	exact_accession
s__Lactiplantibacillus pentosus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus pentosus	1	2.0	0.00034470872113089376	GCF_001188985.1	354971.0	1589	Lactiplantibacillus pentosus	exact_accession
s__Lactobacillus amylovorus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus amylovorus	1	2.0	0.00034470872113089376	GCF_000191545.1	166911.0	1604	Lactobacillus amylovorus	exact_accession
s__Lentilactobacillus parafarraginis	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lentilactobacillus;s__Lentilactobacillus parafarraginis	1	2.0	0.00034470872113089376	GCF_000238835.1	306306.0	797515	Lentilactobacillus parafarraginis	exact_accession
s__Limosilactobacillus reuteri_K	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri_K	1	2.0	0.00034470872113089376	GCF_002253685.1	539647.0	1598	Limosilactobacillus reuteri	exact_accession
s__Odoribacter splanchnicus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	1	2.0	0.00034470872113089376	GCF_000190535.1	denovo5712.0	709991	Odoribacter splanchnicus	exact_accession
s__Porphyromonas_A sp900120395	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A sp900120395	1	2.0	0.00034470872113089376	GCF_900120395.1	270984.0	1720317	Porphyromonadaceae bacterium FC4	unique_assembly_core
s__Saccharofermentans sp900111435	d__Bacteria;p__Bacillota;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp900111435	1	2.0	0.00034470872113089376	GCF_900111435.1	375106.0	1855400	Ruminococcaceae bacterium KH2T8	unique_assembly_core
s__Bacteroides cellulosilyticus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	2	1.9838491648414	0.00034192505426453533	GCF_001535595.1,GCF_001578635.1	3327894.1,332732.0	246787,329854	Bacteroides cellulosilyticus,Bacteroides intestinalis	exact_accession
s__Lachnoanaerobaculum orale	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum orale	1	1.97847072241	0.0003409980562584333	GCF_001552975.1	263834.1	467210	Lachnoanaerobaculum saburreum	exact_accession
s__Butyrivibrio proteoclasticus	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio proteoclasticus	1	1.82127400591	0.00031390451670308797	GCF_000621465.1	4464113.1	1408431	Butyrivibrio proteoclasticus	exact_accession
s__Acetivibrio clariflavus	d__Bacteria;p__Bacillota;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Acetivibrio;s__Acetivibrio clariflavus	1	1.52402994913	0.0002626732073648917	GCF_000237085.1	827592.0	720554	Acetivibrio clariflavus	exact_accession
s__Alkalibacterium gilvum	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae_A;g__Alkalibacterium;s__Alkalibacterium gilvum	1	1.0	0.00017235436056544688	GCF_900109085.1	denovo9553.0	1130080	Alkalibacterium gilvum	exact_accession
s__Alloprevotella rava	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella rava	1	1.0	0.00017235436056544688	GCF_000234115.1	denovo329.0	679199	Alloprevotella rava	exact_accession
s__Alloprevotella tannerae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella tannerae	1	1.0	0.00017235436056544688	GCF_000159995.1	denovo10694.0	626522	Alloprevotella tannerae	exact_accession
s__Amylolactobacillus amylophilus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Amylolactobacillus;s__Amylolactobacillus amylophilus	1	1.0	0.00017235436056544688	GCF_001436185.1	denovo3222.0	1423721	Amylolactobacillus amylophilus	exact_accession
s__Anaerosporobacter mobilis	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosporobacter;s__Anaerosporobacter mobilis	1	1.0	0.00017235436056544688	GCF_900142955.1	181348.0	1120996	Anaerosporobacter mobilis	exact_accession
s__Anaerovorax odorimutans	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Anaerovorax;s__Anaerovorax odorimutans	1	1.0	0.00017235436056544688	GCF_000426305.1	1111328.0	1120998	Anaerovorax odorimutans	exact_accession
s__Bacteroides bouchesdurhonensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides bouchesdurhonensis	1	1.0	0.00017235436056544688	GCF_900155865.1	denovo10472.0	1841855	Bacteroides bouchesdurhonensis	exact_accession
s__Bacteroides eggerthii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	1	1.0	0.00017235436056544688	GCF_000185605.1	denovo8991.0	665953	Bacteroides eggerthii	exact_accession
s__Bacteroides luti	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides luti	1	1.0	0.00017235436056544688	GCF_900128905.1	denovo9564.0	1297750	Bacteroides luti	exact_accession
s__Bacteroides pyogenes_A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides pyogenes_A	1	1.0	0.00017235436056544688	GCF_000466505.1	328617.0	1321819	Bacteroides pyogenes	exact_accession
s__Bacteroides sp019412865	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp019412865	1	1.0	0.00017235436056544688	GCF_900100465.1	3141094.0	28116	Bacteroides ovatus	exact_accession
s__Barnesiella intestinihominis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	1	1.0	0.00017235436056544688	GCF_000296465.1	262102.0	742726	Barnesiella intestinihominis	exact_accession
s__Barnesiella viscericola	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	1	1.0	0.00017235436056544688	GCF_000512915.1	denovo6432.0	880074	Barnesiella viscericola	exact_accession
s__Blautia sp900120295	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900120295	1	1.0	0.00017235436056544688	GCF_900120295.1	164237.0	1907659	Blautia sp. Marseille-P3201T	exact_accession
s__Butyrivibrio hungatei_B	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio hungatei_B	1	1.0	0.00017235436056544688	GCF_900101605.1	194878.0	185008	Butyrivibrio hungatei	exact_accession
s__Clostridium_R aminophilum_A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_R;s__Clostridium_R aminophilum_A	1	1.0	0.00017235436056544688	GCF_900101295.1	4442899.0	1526	[Clostridium] aminophilum	exact_accession
s__Coprobacter secundus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter secundus	1	1.0	0.00017235436056544688	GCF_001403595.1	denovo9569.0	1686296	Gabonia massiliensis	exact_accession
s__Enterocloster bolteae	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae	1	1.0	0.00017235436056544688	GCF_000371705.1	191325.0	997894	Enterocloster bolteae	exact_accession
s__Ethanoligenens harbinense	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ethanoligenentaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	1	1.0	0.00017235436056544688	GCF_000178115.2	405780.0	663278	Ethanoligenens harbinense	exact_accession
s__Eubacterium_Q sp000702245	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp000702245	1	1.0	0.00017235436056544688	GCF_000702245.1	259983.0	1410622	Lachnospiraceae bacterium C6A11	unique_assembly_core
s__Eubacterium_Q sp900199595	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp900199595	1	1.0	0.00017235436056544688	GCF_900199595.1	1105328.0	1898203	Lachnospiraceae bacterium	unique_assembly_core
s__Faecalimonas phoceensis	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis	1	1.0	0.00017235436056544688	GCF_000156035.2	336277.0	500632	[Clostridium] nexile	unique_assembly_core
s__Flavonifractor plautii	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	1	1.0	0.00017235436056544688	GCF_001688625.2	denovo8847.0	292800	Flavonifractor plautii	exact_accession
s__Hydrogenoanaerobacterium saccharovorans	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium;s__Hydrogenoanaerobacterium saccharovorans	1	1.0	0.00017235436056544688	GCF_900110045.1	1111580.0	474960	Hydrogenoanaerobacterium saccharovorans	exact_accession
s__Lacticaseibacillus rhamnosus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	1	1.0	0.00017235436056544688	GCF_001831275.1	269058.0	47715	Lacticaseibacillus rhamnosus	exact_accession
s__Lactobacillus acidophilus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus	1	1.0	0.00017235436056544688	GCF_000934625.1	1995182.0	1579	Lactobacillus acidophilus	exact_accession
s__Lactobacillus apis_A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus apis_A	1	1.0	0.00017235436056544688	GCF_000970735.1	denovo2073.0	303541	Lactobacillus apis	exact_accession
s__Lactobacillus jensenii	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	1	1.0	0.00017235436056544688	GCF_001012685.1	26608.0	1434654	Lactobacillus jensenii	exact_accession
s__Lactobacillus sp910589675	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp910589675	1	1.0	0.00017235436056544688	GCF_000498675.1	133892.0	1408186	Lactobacillus johnsonii	exact_accession
s__Ligilactobacillus salivarius	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	1	1.0	0.00017235436056544688	GCF_002079435.1	denovo4635.0	1624	Ligilactobacillus salivarius	exact_accession
s__NK4A144 sp900114405	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NK4A144;s__NK4A144 sp900114405	1	1.0	0.00017235436056544688	GCF_900114405.1	319134.0	1855374	Lachnospiraceae bacterium KH1T2	unique_assembly_core
s__Parasutterella excrementihominis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Parasutterella;s__Parasutterella excrementihominis	1	1.0	0.00017235436056544688	GCF_000205025.1	4474255.0	762966	Parasutterella excrementihominis	exact_accession
s__Pediococcus damnosus	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus damnosus	1	1.0	0.00017235436056544688	GCF_001611075.1	262634.0	51663	Pediococcus damnosus	exact_accession
s__Prevotella nanceiensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella nanceiensis	1	1.0	0.00017235436056544688	GCF_000379965.1	denovo12305.0	1122988	Hoylesella nanceiensis	exact_accession
s__Prevotella sp000702825	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000702825	1	1.0	0.00017235436056544688	GCF_000702825.1	denovo5418.0	1410613	Prevotella sp. P6B1	exact_accession
s__Pseudobutyrivibrio ruminis	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio ruminis	1	1.0	0.00017235436056544688	GCF_900115355.1	259846.0	1855302	Pseudobutyrivibrio sp. JW11	exact_accession
s__Pseudobutyrivibrio ruminis_B	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio ruminis_B	1	1.0	0.00017235436056544688	GCF_000424305.1	denovo8441.0	1280694	Pseudobutyrivibrio ruminis	exact_accession
s__Pseudobutyrivibrio sp900107545	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio sp900107545	1	1.0	0.00017235436056544688	GCF_900107545.1	263687.0	1520801	Pseudobutyrivibrio sp. ACV-2	exact_accession
s__Ramlibacter tataouinensis_B	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Ramlibacter;s__Ramlibacter tataouinensis_B	1	1.0	0.00017235436056544688	GCF_001580455.1	822112.0	94132	Ramlibacter tataouinensis	exact_accession
s__Saccharofermentans sp000621765	d__Bacteria;p__Bacillota;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp000621765	1	1.0	0.00017235436056544688	GCF_000621765.1	190114.0	1410638	Ruminococcaceae bacterium AB4001	unique_assembly_core
s__Tannerella forsythia	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella forsythia	1	1.0	0.00017235436056544688	GCF_900096735.1	179513.0	28112	Tannerella forsythia	exact_accession
s__Thermophilibacter provencensis	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Thermophilibacter;s__Thermophilibacter provencensis	1	1.0	0.00017235436056544688	GCF_900128445.1	denovo8803.0	1852386	Thermophilibacter provencensis	exact_accession
s__Porphyromonas circumdentaria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas circumdentaria	1	0.994269803799	0.00017136673626330897	GCF_900167105.1	197644.1	29524	Porphyromonas circumdentaria	exact_accession
s__Prevotella sp900115435	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900115435	1	0.974890791488	0.00016802667898805664	GCF_900115435.1	denovo2819.1	1761889	Prevotella sp. tf2-5	exact_accession
s__Phocaeicola massiliensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	1	0.969302437332	0.000167063501780886	GCF_000382445.1	denovo527.0	1121098	Phocaeicola massiliensis	exact_accession
s__Clostridium_AQ innocuum	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum	1	0.949180549819	0.00016359540672521305	GCF_000225685.1	4444771.0	457422	Erysipelotrichaceae bacterium 2_2_44A	unique_assembly_core
s__Clostridium_R aminophilum	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_R;s__Clostridium_R aminophilum	1	0.930038501449	0.00016029619121848884	GCF_000711825.1	315496.0	1121296	[Clostridium] aminophilum	exact_accession
s__Dorea formicigenerans	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	1	0.92339440037	0.0001591510514254856	GCF_000225745.1	348376.0	742765	Dorea formicigenerans	unique_assembly_core
