sample	ncbi_species_taxid	truth_name	abundance_pct_all	candidate_gtdb_species	setup_genome_count	setup_exact_unique_genomes	setup_ambiguous_exact_genomes	setup_unmatched_genomes	setup_exact_unique_gtdb_species_count	setup_assembly_unique_genomes	setup_assembly_ambiguous_genomes	setup_assembly_unmatched_genomes	setup_assembly_unique_gtdb_species_count	setup_combined_unique_genomes	setup_combined_ambiguous_genomes	setup_combined_unmatched_genomes	setup_combined_unique_gtdb_species_count	rule_id
3	1462	Geobacillus kaustophilus	0.0195	s__Geobacillus thermoleovorans	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
3	1462	Geobacillus kaustophilus	0.0195	s__Geobacillus thermoleovorans	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
3	1462	Geobacillus kaustophilus	0.0195	s__Geobacillus thermoleovorans	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
3	1462	Geobacillus kaustophilus	0.0195	s__Geobacillus thermoleovorans	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
3	1491	Clostridium botulinum	0.1952	s__Clostridium cagae	1	1	0	0	1	0	0	1	0	1	0	0	1	strict_all_setup_sources_unique
3	1491	Clostridium botulinum	0.1952	s__Clostridium cagae	1	1	0	0	1	0	0	1	0	1	0	0	1	strict_source_name_or_assembly_sources_unique
3	1491	Clostridium botulinum	0.1952	s__Clostridium cagae	1	1	0	0	1	0	0	1	0	1	0	0	1	diagnostic_partial_setup_unique_source_name
3	154	Spirochaeta thermophila	0.0244	s__Winmispira thermophila	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
3	154	Spirochaeta thermophila	0.0244	s__Winmispira thermophila	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
3	1833	Rhodococcus erythropolis	0.0049	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
3	1833	Rhodococcus erythropolis	0.0049	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
3	1833	Rhodococcus erythropolis	0.0049	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
3	1833	Rhodococcus erythropolis	0.0049	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
3	198252	Candidatus Pelagibacter ubique	0.0047	s__Pelagibacter ubiqueversans	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
3	198252	Candidatus Pelagibacter ubique	0.0047	s__Pelagibacter ubiqueversans	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
3	198252	Candidatus Pelagibacter ubique	0.0047	s__Pelagibacter ubiqueversans	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
3	198252	Candidatus Pelagibacter ubique	0.0047	s__Pelagibacter ubiqueversans	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
3	2296	Desulfobacterium autotrophicum	0.1659	s__Desulforapulum autotrophicum	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
3	2296	Desulfobacterium autotrophicum	0.1659	s__Desulforapulum autotrophicum	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
3	2743	Marinobacter hydrocarbonoclasticus	0.0298	s__Marinobacter nauticus	2	0	0	2	0	2	0	0	1	2	0	0	1	strict_assembly_summary_sources_unique
3	2743	Marinobacter hydrocarbonoclasticus	0.0298	s__Marinobacter nauticus	2	0	0	2	0	2	0	0	1	2	0	0	1	strict_source_name_or_assembly_sources_unique
3	28229	Colwellia psychrerythraea	0.0829	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
3	28229	Colwellia psychrerythraea	0.0829	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
3	28229	Colwellia psychrerythraea	0.0829	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
3	28229	Colwellia psychrerythraea	0.0829	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
3	316279	Synechococcus sp. CC9902	0.0683	s__Parasynechococcus sp000012505	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
3	316279	Synechococcus sp. CC9902	0.0683	s__Parasynechococcus sp000012505	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
3	324767	Bacillus infantis	0.0488	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
3	324767	Bacillus infantis	0.0488	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
3	324767	Bacillus infantis	0.0488	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
3	324767	Bacillus infantis	0.0488	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
3	467094	Ilumatobacter coccineus	0.2049	s__Ilumatobacter_A coccineus	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
3	467094	Ilumatobacter coccineus	0.2049	s__Ilumatobacter_A coccineus	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
3	543877	Altererythrobacter marensis	0.0342	s__Pelagerythrobacter marensis	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
3	543877	Altererythrobacter marensis	0.0342	s__Pelagerythrobacter marensis	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
3	582419	Thermococcus paralvinellae	0.0195	s__Thermococcus_B paralvinellae	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
3	582419	Thermococcus paralvinellae	0.0195	s__Thermococcus_B paralvinellae	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
3	713887	Candidatus Atelocyanobacterium thalassa	0.0683	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
3	713887	Candidatus Atelocyanobacterium thalassa	0.0683	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
3	713887	Candidatus Atelocyanobacterium thalassa	0.0683	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
3	713887	Candidatus Atelocyanobacterium thalassa	0.0683	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
3	73141	Thiocystis violascens	0.0878	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
3	73141	Thiocystis violascens	0.0878	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
3	73141	Thiocystis violascens	0.0878	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
3	73141	Thiocystis violascens	0.0878	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
3	89184	Ruegeria pomeroyi	0.039	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
3	89184	Ruegeria pomeroyi	0.039	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
3	89184	Ruegeria pomeroyi	0.039	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
3	89184	Ruegeria pomeroyi	0.039	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
4	1063	Rhodobacter sphaeroides	0.0126	s__Cereibacter_A sphaeroides	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
4	1063	Rhodobacter sphaeroides	0.0126	s__Cereibacter_A sphaeroides	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	111501	Muricauda ruestringensis	0.0384	s__Flagellimonas ruestringensis	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
4	111501	Muricauda ruestringensis	0.0384	s__Flagellimonas ruestringensis	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	1263979	Candidatus Endolissoclinum faulkneri	0.4995	s__Thalassobaculum faulkneri_A	2	1	0	1	1	1	0	1	1	1	0	1	1	diagnostic_partial_setup_unique_source_name
4	1336794	Formosa sp. Hel1_33_131	0.0063	s__Hel1-33-131 sp001735745	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
4	1336794	Formosa sp. Hel1_33_131	0.0063	s__Hel1-33-131 sp001735745	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	1336795	Formosa sp. Hel3_A1_48	0.0273	s__UBA3537 sp001735715	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
4	1336795	Formosa sp. Hel3_A1_48	0.0273	s__UBA3537 sp001735715	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	1427364	Candidatus Thioglobus singularis	0.0096	s__Pseudothioglobus singularis	2	0	0	2	0	2	0	0	1	2	0	0	1	strict_assembly_summary_sources_unique
4	1427364	Candidatus Thioglobus singularis	0.0096	s__Pseudothioglobus singularis	2	0	0	2	0	2	0	0	1	2	0	0	1	strict_source_name_or_assembly_sources_unique
4	1491	Clostridium botulinum	0.163	s__Clostridium cagae	1	1	0	0	1	0	0	1	0	1	0	0	1	strict_all_setup_sources_unique
4	1491	Clostridium botulinum	0.163	s__Clostridium cagae	1	1	0	0	1	0	0	1	0	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	1491	Clostridium botulinum	0.163	s__Clostridium cagae	1	1	0	0	1	0	0	1	0	1	0	0	1	diagnostic_partial_setup_unique_source_name
4	1833	Rhodococcus erythropolis	0.0192	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
4	1833	Rhodococcus erythropolis	0.0192	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
4	1833	Rhodococcus erythropolis	0.0192	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	1833	Rhodococcus erythropolis	0.0192	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
4	2296	Desulfobacterium autotrophicum	0.0288	s__Desulforapulum autotrophicum	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
4	2296	Desulfobacterium autotrophicum	0.0288	s__Desulforapulum autotrophicum	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	2743	Marinobacter hydrocarbonoclasticus	0.0357	s__Marinobacter nauticus	2	0	0	2	0	2	0	0	1	2	0	0	1	strict_assembly_summary_sources_unique
4	2743	Marinobacter hydrocarbonoclasticus	0.0357	s__Marinobacter nauticus	2	0	0	2	0	2	0	0	1	2	0	0	1	strict_source_name_or_assembly_sources_unique
4	28229	Colwellia psychrerythraea	0.0096	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
4	28229	Colwellia psychrerythraea	0.0096	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
4	28229	Colwellia psychrerythraea	0.0096	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	28229	Colwellia psychrerythraea	0.0096	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
4	316279	Synechococcus sp. CC9902	0.0288	s__Parasynechococcus sp000012505	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
4	316279	Synechococcus sp. CC9902	0.0288	s__Parasynechococcus sp000012505	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	324767	Bacillus infantis	0.0288	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
4	324767	Bacillus infantis	0.0288	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
4	324767	Bacillus infantis	0.0288	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	324767	Bacillus infantis	0.0288	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
4	467094	Ilumatobacter coccineus	0.4123	s__Ilumatobacter_A coccineus	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
4	467094	Ilumatobacter coccineus	0.4123	s__Ilumatobacter_A coccineus	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	543877	Altererythrobacter marensis	0.0096	s__Pelagerythrobacter marensis	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
4	543877	Altererythrobacter marensis	0.0096	s__Pelagerythrobacter marensis	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	582419	Thermococcus paralvinellae	0.0096	s__Thermococcus_B paralvinellae	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
4	582419	Thermococcus paralvinellae	0.0096	s__Thermococcus_B paralvinellae	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	713887	Candidatus Atelocyanobacterium thalassa	0.0479	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
4	713887	Candidatus Atelocyanobacterium thalassa	0.0479	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
4	713887	Candidatus Atelocyanobacterium thalassa	0.0479	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	713887	Candidatus Atelocyanobacterium thalassa	0.0479	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
4	73141	Thiocystis violascens	0.0479	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
4	73141	Thiocystis violascens	0.0479	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
4	73141	Thiocystis violascens	0.0479	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	73141	Thiocystis violascens	0.0479	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
4	89184	Ruegeria pomeroyi	0.0384	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
4	89184	Ruegeria pomeroyi	0.0384	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
4	89184	Ruegeria pomeroyi	0.0384	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
4	89184	Ruegeria pomeroyi	0.0384	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
5	1063	Rhodobacter sphaeroides	0.0056	s__Cereibacter_A sphaeroides	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	1063	Rhodobacter sphaeroides	0.0056	s__Cereibacter_A sphaeroides	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	111501	Muricauda ruestringensis	0.0341	s__Flagellimonas ruestringensis	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	111501	Muricauda ruestringensis	0.0341	s__Flagellimonas ruestringensis	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	1263979	Candidatus Endolissoclinum faulkneri	0.3445	s__Thalassobaculum faulkneri_A	2	1	0	1	1	1	0	1	1	1	0	1	1	diagnostic_partial_setup_unique_source_name
5	1336794	Formosa sp. Hel1_33_131	0.0022	s__Hel1-33-131 sp001735745	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	1336794	Formosa sp. Hel1_33_131	0.0022	s__Hel1-33-131 sp001735745	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	1336795	Formosa sp. Hel3_A1_48	0.0546	s__UBA3537 sp001735715	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	1336795	Formosa sp. Hel3_A1_48	0.0546	s__UBA3537 sp001735715	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	1427364	Candidatus Thioglobus singularis	0.017	s__Pseudothioglobus singularis	2	0	0	2	0	2	0	0	1	2	0	0	1	strict_assembly_summary_sources_unique
5	1427364	Candidatus Thioglobus singularis	0.017	s__Pseudothioglobus singularis	2	0	0	2	0	2	0	0	1	2	0	0	1	strict_source_name_or_assembly_sources_unique
5	1462	Geobacillus kaustophilus	0.017	s__Geobacillus thermoleovorans	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
5	1462	Geobacillus kaustophilus	0.017	s__Geobacillus thermoleovorans	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	1462	Geobacillus kaustophilus	0.017	s__Geobacillus thermoleovorans	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	1462	Geobacillus kaustophilus	0.017	s__Geobacillus thermoleovorans	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
5	1491	Clostridium botulinum	0.0767	s__Clostridium cagae	1	1	0	0	1	0	0	1	0	1	0	0	1	strict_all_setup_sources_unique
5	1491	Clostridium botulinum	0.0767	s__Clostridium cagae	1	1	0	0	1	0	0	1	0	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	1491	Clostridium botulinum	0.0767	s__Clostridium cagae	1	1	0	0	1	0	0	1	0	1	0	0	1	diagnostic_partial_setup_unique_source_name
5	154	Spirochaeta thermophila	0.0426	s__Winmispira thermophila	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	154	Spirochaeta thermophila	0.0426	s__Winmispira thermophila	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	155863	Methanothermococcus okinawensis	0.017	s__Methanofervidicoccus okinawensis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
5	155863	Methanothermococcus okinawensis	0.017	s__Methanofervidicoccus okinawensis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	155863	Methanothermococcus okinawensis	0.017	s__Methanofervidicoccus okinawensis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	155863	Methanothermococcus okinawensis	0.017	s__Methanofervidicoccus okinawensis	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
5	1705394	Candidatus Thioglobus autotrophicus	0.017	s__Thioglobus_A autotrophicus	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	1705394	Candidatus Thioglobus autotrophicus	0.017	s__Thioglobus_A autotrophicus	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	1833	Rhodococcus erythropolis	0.0085	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
5	1833	Rhodococcus erythropolis	0.0085	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	1833	Rhodococcus erythropolis	0.0085	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	1833	Rhodococcus erythropolis	0.0085	s__Rhodococcus_F erythropolis	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
5	198252	Candidatus Pelagibacter ubique	0.0412	s__Pelagibacter ubiqueversans	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
5	198252	Candidatus Pelagibacter ubique	0.0412	s__Pelagibacter ubiqueversans	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	198252	Candidatus Pelagibacter ubique	0.0412	s__Pelagibacter ubiqueversans	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	198252	Candidatus Pelagibacter ubique	0.0412	s__Pelagibacter ubiqueversans	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
5	2296	Desulfobacterium autotrophicum	0.4175	s__Desulforapulum autotrophicum	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	2296	Desulfobacterium autotrophicum	0.4175	s__Desulforapulum autotrophicum	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	2743	Marinobacter hydrocarbonoclasticus	0.0792	s__Marinobacter nauticus	2	0	0	2	0	2	0	0	1	2	0	0	1	strict_assembly_summary_sources_unique
5	2743	Marinobacter hydrocarbonoclasticus	0.0792	s__Marinobacter nauticus	2	0	0	2	0	2	0	0	1	2	0	0	1	strict_source_name_or_assembly_sources_unique
5	28229	Colwellia psychrerythraea	0.017	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
5	28229	Colwellia psychrerythraea	0.017	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	28229	Colwellia psychrerythraea	0.017	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	28229	Colwellia psychrerythraea	0.017	s__Colwellia psychrerythraea_A	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
5	316279	Synechococcus sp. CC9902	0.0426	s__Parasynechococcus sp000012505	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	316279	Synechococcus sp. CC9902	0.0426	s__Parasynechococcus sp000012505	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	324767	Bacillus infantis	0.0426	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
5	324767	Bacillus infantis	0.0426	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	324767	Bacillus infantis	0.0426	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	324767	Bacillus infantis	0.0426	s__Bacillus_AB infantis	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
5	467094	Ilumatobacter coccineus	0.2812	s__Ilumatobacter_A coccineus	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	467094	Ilumatobacter coccineus	0.2812	s__Ilumatobacter_A coccineus	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	713887	Candidatus Atelocyanobacterium thalassa	0.0085	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
5	713887	Candidatus Atelocyanobacterium thalassa	0.0085	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	713887	Candidatus Atelocyanobacterium thalassa	0.0085	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	713887	Candidatus Atelocyanobacterium thalassa	0.0085	s__Atelocyanobacterium thalassae	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
5	73141	Thiocystis violascens	0.0596	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
5	73141	Thiocystis violascens	0.0596	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	73141	Thiocystis violascens	0.0596	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	73141	Thiocystis violascens	0.0596	s__Chromatium violascens	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
5	89184	Ruegeria pomeroyi	0.017	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_all_setup_sources_unique
5	89184	Ruegeria pomeroyi	0.017	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
5	89184	Ruegeria pomeroyi	0.017	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
5	89184	Ruegeria pomeroyi	0.017	s__Ruegeria_B pomeroyi	1	1	0	0	1	1	0	0	1	1	0	0	1	diagnostic_partial_setup_unique_source_name
6	1063	Rhodobacter sphaeroides	0.0253	s__Cereibacter_A sphaeroides	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
6	1063	Rhodobacter sphaeroides	0.0253	s__Cereibacter_A sphaeroides	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
6	111501	Muricauda ruestringensis	0.0384	s__Flagellimonas ruestringensis	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
6	111501	Muricauda ruestringensis	0.0384	s__Flagellimonas ruestringensis	1	0	0	1	0	1	0	0	1	1	0	0	1	strict_source_name_or_assembly_sources_unique
6	1263979	Candidatus Endolissoclinum faulkneri	0.3733	s__Thalassobaculum faulkneri_A	2	1	0	1	1	1	0	1	1	1	0	1	1	diagnostic_partial_setup_unique_source_name
6	1336795	Formosa sp. Hel3_A1_48	0.0547	s__UBA3537 sp001735715	1	0	1	0	0	1	0	0	1	1	0	0	1	strict_assembly_summary_sources_unique
